uf	pred	sf
tyømæærænsA	tyømæærænsɑ	tyømæærænsæ
tyøllisUUskehitUksestA	tyøllisuuskehituksestɑ	tyøllisyyskehityksestæ
kehitUsuskon	kehitususkon	kehitysuskon
nimitUksestAAn	nimituksestɑɑn	nimityksestææn
næhdessA	næhdessɑ	næhdessæ
viimepæivinA	viimepæivinɑ	viimepæivinæ
konetyyppiA	konetyyppiɑ	konetyyppiæ
kuluttAjAhintɑindeksistA	kuluttɑjæhintɑindeksistɑ	kuluttɑjɑhintɑindeksistæ
mɑnttelinperijOitA	mɑnttelinperijoitɑ	mɑnttelinperijøitæ
sæteilUttAmAllA	sæteiluttɑmɑllɑ	sæteilyttæmællæ
ɑluehælytUskeskukselle	ɑluehælytuskeskukselle	ɑluehælytyskeskukselle
hɑllintoihmisiA	hɑllintoihmisiɑ	hɑllintoihmisiæ
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
mææræisinA	mææræisinɑ	mææræisinæ
orkesterisæestUksen	orkesterisæestuksen	orkesterisæestyksen
pidettUkAAn	pidettukɑɑn	pidettykææn
uutislæhteenA	uutislæhteenɑ	uutislæhteenæ
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
itæhelsinkilAiset	itæhelsinkilɑiset	itæhelsinkilæiset
jærkeenkæyvæltA	jærkeenkæyvæltɑ	jærkeenkæyvæltæ
keynesilAiset	keynesilɑiset	keynesilæiset
kyyhøttævAn	kyyhøttævɑn	kyyhøttævæn
lisævesiA	lisævesiɑ	lisævesiæ
lænsimæessA	lænsimæessɑ	lænsimæessæ
mosɑiikkitøitA	mosɑiikkitøitɑ	mosɑiikkitøitæ
pɑksunsuolensyøvAssA	pɑksunsuolensyøvɑssɑ	pɑksunsuolensyøvæssæ
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
pikkuleivistA	pikkuleivistɑ	pikkuleivistæ
pitæjAnkɑrttAAn	pitæjɑnkɑrttɑɑn	pitæjænkɑrttɑɑn
pyrkimyksillAmme	pyrkimyksillɑmme	pyrkimyksillæmme
pærjænneitA	pærjænneitɑ	pærjænneitæ
rɑhɑnkæyttøOnsA	rɑhɑnkæyttøonsɑ	rɑhɑnkæyttøønsæ
selviæisikO	selviæisiko	selviæisikø
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
sæilytellA	sæilytellɑ	sæilytellæ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
tærkeæmmiltA	tærkeæmmiltɑ	tærkeæmmiltæ
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
