uf	pred	sf
pæænkivistUstA	pæænkivistustɑ	pæænkivistystæ
eleensA	eleensɑ	eleensæ
mɑnttelinperijOitA	mɑnttelinperijoitɑ	mɑnttelinperijøitæ
berberiA	berberiɑ	berberiæ
hɑllintoihmisiA	hɑllintoihmisiɑ	hɑllintoihmisiæ
rɑkennetyøttOmUUs	rɑkennetyøttomuus	rɑkennetyøttømyys
ylæhirrestA	ylæhirrestɑ	ylæhirrestæ
hyvitUksinA	hyvituksinɑ	hyvityksinæ
jælkijættøiseltA	jælkijættøiseltɑ	jælkijættøiseltæ
lyhtypylvæissA	lyhtypylvæissɑ	lyhtypylvæissæ
mææræisinA	mææræisinɑ	mææræisinæ
toimenpiteenAAn	toimenpiteenɑɑn	toimenpiteenææn
uutislæhteenA	uutislæhteenɑ	uutislæhteenæ
væhempAAnkin	væhempɑɑnkin	væhempæænkin
yksityiskæytøstA	yksityiskæytøstɑ	yksityiskæytøstæ
yønæytøksenA	yønæytøksenɑ	yønæytøksenæ
ærsyttæAkO	ærsyttææko	ærsyttæækø
edustUskysymyksessA	edustuskysymyksessɑ	edustuskysymyksessæ
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
kɑnsɑnryhmissA	kɑnsɑnryhmissɑ	kɑnsɑnryhmissæ
keynesilAiset	keynesilɑiset	keynesilæiset
kyyhøttævAn	kyyhøttævɑn	kyyhøttævæn
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
pikkuleivistA	pikkuleivistɑ	pikkuleivistæ
pitæjAnkɑrttAAn	pitæjɑnkɑrttɑɑn	pitæjænkɑrttɑɑn
rɑhɑnkæyttøOnsA	rɑhɑnkæyttøonsɑ	rɑhɑnkæyttøønsæ
selviæisikO	selviæisiko	selviæisikø
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
sæilytellA	sæilytellɑ	sæilytellæ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
