uf	pred	sf
iʧAʤAk	iʧɑʤɑk	iʧeʤek
ɑdɑmHn	ɑdɑmin	ɑdɑmɯn
tɑktHn	tɑktin	tɑktɯn
sɑpH	sɑpu	sɑpɯ
motorH	motori	motoru
ʧɯkHnʤA	ʧɯkinʤɑ	ʧɯkɯnʤɑ
syrmA	syrmɑ	syrme
jyzmA	jyzmɑ	jyzme
sɑʧlArmH	sɑʧlɑrmi	sɑʧlɑrmɯ
deneAlHm	deneɑlɯm	deneelim
tekerleklArH	tekerleklɑrɯ	tekerlekleri
ɑnDA	ɑntɑ	ɑndɑ
silmA	silmɑ	silme
elmA	elmɑ	elme
ɑblɑHHn	ɑblɑiin	ɑblɑɯɯn
trɑktørH	trɑktøri	trɑktøry
sɯnɯfDA	sɯnɯfte	sɯnɯftɑ
ɑrkɑnDA	ɑrkɑntɑ	ɑrkɑndɑ
okulH	okulɯ	okulu
ɑjHHn	ɑjiin	ɑjɯɯn
dikkɑtlH	dikkɑtlɯ	dikkɑtli
jeDHkDAn	jediktɑn	jedikten
silAlHm	silɑlɯm	silelim
kɑdɑrDA	kɑdɑrde	kɑdɑrdɑ
sɑnADA	sɑnɑtɑ	sɑnɑdɑ
gɑrɑʒDA	gɑrɑʒde	gɑrɑʒdɑ
bɑloHn	bɑloin	bɑloun
øpHnʤA	øpunʤɑ	øpynʤe
dɑnDAn	dɑntɑn	dɑndɑn
kolH	koli	kolu
iʃɑretH	iʃɑretɯ	iʃɑreti
sytsHz	sytsiz	sytsyz
erAlHm	erɑlɯm	erelim
gørAlHm	gørɑlɯm	gørelim
otomobillAr	otomobillɑr	otomobiller
iʃɑretlArH	iʃɑretlɑrɯ	iʃɑretleri
etlH	etlɯ	etli
tɯrnɑklArHHn	tɯrnɑkleriin	tɯrnɑklɑrɯɯn
fillAr	fillɑr	filler
ʧeʃitlH	ʧeʃitlɯ	ʧeʃitli
renklAr	renklɑr	renkler
gyllAr	gyllɑr	gyller
gyllArmHz	gyllɑrmiz	gyllermiz
iʃlArH	iʃlɑrɯ	iʃleri
gøtyrAlHm	gøtyrɑlɯm	gøtyrelim
jemeklHk	jemeklɯk	jemeklik
jolHn	jolin	jolun
gørmA	gørmɑ	gørme
isimlArH	isimlɑrɯ	isimleri
kɑlkHnʤA	kɑlkinʤɑ	kɑlkɯnʤɑ
ɑrkɑdɑʃnHz	ɑrkɑdɑʃniz	ɑrkɑdɑʃnɯz
pɑrkHn	pɑrkin	pɑrkɯn
gøzmA	gøzmɑ	gøzme
pɑketDA	pɑkettɑ	pɑkette
duvɑrDA	duvɑrde	duvɑrdɑ
ɑletlArHn	ɑletlɑrɯn	ɑletlerin
ɑletlArA	ɑletlɑrɑ	ɑletlere
ojunʤɑkʧHDAn	ojunʤɑkʧiden	ojunʤɑkʧɯdɑn
ojunʤɑkʧH	ojunʤɑkʧi	ojunʤɑkʧɯ
kɑlemlArHn	kɑlemlɑrɯn	kɑlemlerin
ojunʤɑklArDAn	ojunʤɑklɑrden	ojunʤɑklɑrdɑn
ʤɑmHn	ʤɑmin	ʤɑmɯn
kɑʧnʤH	kɑʧnʤu	kɑʧnʤɯ
sepetH	sepetɯ	sepeti
geʧAn	geʧɑn	geʧen
gørmAAlH	gørmɑɑlɯ	gørmeeli
gitDHkDAn	gittɯktɑn	gittikten
gøtyrHnʤA	gøtyrunʤɑ	gøtyrynʤe
giderlAr	giderlɑr	giderler
ortɑlArDA	ortɑlɑrde	ortɑlɑrdɑ
ʧiʧeklAr	ʧiʧeklɑr	ʧiʧekler
kulɑklArmH	kulɑklɑrmi	kulɑklɑrmɯ
kulypDA	kulyptɑ	kulypte
jyzmA	jyzmɑ	jyzme
sønDHkDAn	søndiktɑn	søndykten
jerlArmH	jerlɑrmi	jerlermi
vɑpurDAn	vɑpurden	vɑpurdɑn
konuʃmADAn	konuʃmɑtɑn	konuʃmɑdɑn
etH	etɯ	eti
jyzgeʧlArHn	jyzgeʧlɑrɯn	jyzgeʧlerin
sineklAr	sineklɑr	sinekler
kedilArA	kedilɑrɑ	kedilere
korkHp	korkɯp	korkup
binmA	binmɑ	binme
dɑvulHn	dɑvulin	dɑvulun
tɑnkHn	tɑnkin	tɑnkɯn
ojunʤɑklArHHn	ojunʤɑkleriin	ojunʤɑklɑrɯɯn
ortɑDAn	ortɑtɑn	ortɑdɑn
bɑʃmHzA	bɑʃmize	bɑʃmɯzɑ
kɑrdeʃlArHn	kɑrdeʃlɑrɯn	kɑrdeʃlerin
diʃlArH	diʃlɑrɯ	diʃleri
hɑlɑDA	hɑlɑtɑ	hɑlɑdɑ
sønHnʤA	sønunʤɑ	sønynʤe
elektriklAr	elektriklɑr	elektrikler
hɑjvɑnsHz	hɑjvɑnsiz	hɑjvɑnsɯz
døvAn	døvɑn	døven
televizjonnHz	televizjonniz	televizjonnuz
ɑrɑbɑmHzHn	ɑrɑbɑmizin	ɑrɑbɑmɯzɯn
sɑʧHn	sɑʧin	sɑʧɯn
tuzlH	tuzlɯ	tuzlu
