uf	pred	sf
bebeklAr	bebeklɑr	bebekler
bebeklArHn	bebeklɑrɯn	bebeklerin
motorH	motori	motoru
ʧizmA	ʧizmɑ	ʧizme
sɑʧlArmH	sɑʧlɑrmi	sɑʧlɑrmɯ
tekerleklArH	tekerleklɑrɯ	tekerlekleri
resimlAr	resimlɑr	resimler
silmA	silmɑ	silme
ineklArDAn	ineklɑrden	ineklerden
ojunʤɑklArmH	ojunʤɑklɑrmi	ojunʤɑklɑrmɯ
ɑblɑHHn	ɑblɑiin	ɑblɑɯɯn
jemeklAr	jemeklɑr	jemekler
ɑdɑmH	ɑdɑmi	ɑdɑmɯ
renklArH	renklɑrɯ	renkleri
okulH	okulɯ	okulu
resimDA	resimdɑ	resimde
vɑpurlAr	vɑpurler	vɑpurlɑr
gitmA	gitmɑ	gitme
ɑjHHn	ɑjiin	ɑjɯɯn
birʃejA	birʃejɑ	birʃeje
olH	oli	olu
nerenDA	nerendɑ	nerende
gøzlArHn	gøzlɑrɯn	gøzlerin
gɑrɑʒA	gɑrɑʒe	gɑrɑʒɑ
kolH	koli	kolu
iʃɑretH	iʃɑretɯ	iʃɑreti
sytsHz	sytsiz	sytsyz
kyrkH	kyrki	kyrky
erAlHm	erɑlɯm	erelim
gørAlHm	gørɑlɯm	gørelim
otomobillAr	otomobillɑr	otomobiller
ɑrɑbɑmH	ɑrɑbɑmi	ɑrɑbɑmɯ
sokɑklArDAn	sokɑklɑrden	sokɑklɑrdɑn
fillAr	fillɑr	filler
renklAr	renklɑr	renkler
gyllAr	gyllɑr	gyller
gyllArmHz	gyllɑrmiz	gyllermiz
iʃlArH	iʃlɑrɯ	iʃleri
gøtyrAlHm	gøtyrɑlɯm	gøtyrelim
jemeklHk	jemeklɯk	jemeklik
gørmA	gørmɑ	gørme
birAr	birɑr	birer
kɑlkHnʤA	kɑlkinʤɑ	kɑlkɯnʤɑ
ɑrkɑdɑʃnHz	ɑrkɑdɑʃniz	ɑrkɑdɑʃnɯz
pɑketDA	pɑketdɑ	pɑkette
mutDA	mutdɑ	muttɑ
duvɑrDA	duvɑrde	duvɑrdɑ
ɑletlArHn	ɑletlɑrɯn	ɑletlerin
kɑlemlArHn	kɑlemlɑrɯn	kɑlemlerin
ʤɑmHn	ʤɑmin	ʤɑmɯn
kɑʧnʤH	kɑʧnʤu	kɑʧnʤɯ
sepetH	sepetɯ	sepeti
geʧAn	geʧɑn	geʧen
hɑvH	hɑvi	hɑvɯ
gynHn	gynin	gynyn
gørmAAlH	gørmɑɑlɯ	gørmeeli
gøtyrHnʤA	gøtyrɯnʤɑ	gøtyrynʤe
otobysA	otobysɑ	otobyse
hɑlH	hɑlɯ	hɑli
ortɑlArDA	ortɑlɑrde	ortɑlɑrdɑ
ʧiʧeklAr	ʧiʧeklɑr	ʧiʧekler
jɑpmɑmH	jɑpmɑmi	jɑpmɑmɯ
kojmAmH	kojmɑmi	kojmɑmɯ
kulɑklArmH	kulɑklɑrmi	kulɑklɑrmɯ
kulypDA	kulyptɑ	kulypte
vɑpurDAn	vɑpurden	vɑpurdɑn
bɑjlArDA	bɑjlerde	bɑjlɑrdɑ
vɑpurDA	vɑpurtɑ	vɑpurdɑ
etH	etɯ	eti
jyzgeʧlArHn	jyzgeʧlɑrɯn	jyzgeʧlerin
dɑvulHn	dɑvulin	dɑvulun
bɑntHn	bɑntin	bɑntɯn
ɑrɑbɑHHn	ɑrɑbɑiin	ɑrɑbɑɯɯn
bɑʃmHzA	bɑʃmize	bɑʃmɯzɑ
tulumHn	tulumin	tulumun
diʃlArH	diʃlɑrɯ	diʃleri
sønHnʤA	sønunʤɑ	sønynʤe
ʧɑmɑʃɯrlAr	ʧɑmɑʃɯrler	ʧɑmɑʃɯrlɑr
hɑnɯmH	hɑnɯmi	hɑnɯmɯ
domuzA	domuze	domuzɑ
hɑjvɑnmH	hɑjvɑnmi	hɑjvɑnmɯ
binHp	binɯp	binip
okulDAki	okuldeki	okuldɑki
verAʤAklAr	vereʤeklɑr	vereʤekler
televizjonnHz	televizjonniz	televizjonnuz
sɑʧHn	sɑʧin	sɑʧɯn
tuzlH	tuzlɯ	tuzlu
ɑmʤɑnHzA	ɑmʤɑnize	ɑmʤɑnɯzɑ
dønmA	dønmɑ	dønme
kliplAr	kliplɑr	klipler
topmH	topmi	topmu
øtAnlArDAn	øtɑnlɑrden	øtenlerden
ørdeklArH	ørdeklɑrɯ	ørdekleri
kɑlemDAn	kɑlemdɑn	kɑlemden
birɑzDA	birɑzde	birɑzdɑ
sɑbɯrsHz	sɑbɯrsiz	sɑbɯrsɯz
tykyrmA	tykyrmɑ	tykyrme
mɑmɑmH	mɑmɑmi	mɑmɑmɯ
kovbojlAr	kovbojler	kovbojlɑr
ɑjɑkkɑbɯnH	ɑjɑkkɑbɯni	ɑjɑkkɑbɯnɯ
kɑkɑmH	kɑkɑmi	kɑkɑmɯ
dønAlHm	dønɑlɯm	dønelim
ellArHn	ellɑrɯn	ellerin
sijɑhH	sijɑhi	sijɑhɯ
ruʒmH	ruʒmi	ruʒmu
søzmH	søzmi	søzmy
sɑrɯmH	sɑrɯmi	sɑrɯmɯ
kɑfɑmH	kɑfɑmi	kɑfɑmɯ
ørtAlHm	ørtɑlɯm	ørtelim
merʤimeklH	merʤimeklɯ	merʤimekli
gezmAADA	gezmɑɑdɑ	gezmeede
koʃmADAn	koʃmɑdɑn	koʃmɑtɑn
benmDA	benmdɑ	benmde
pɑstɑmH	pɑstɑmi	pɑstɑmɯ
sɑbɯrlH	sɑbɯrli	sɑbɯrlɯ
kɯzmH	kɯzmi	kɯzmɯ
bebekDA	bebektɑ	bebekte
ʤɑnmH	ʤɑnmi	ʤɑnmɯ
dønHp	dønɯp	dønyp
