uf	pred	sf
trɑktørHn	trɑktørɯn	trɑktøryn
hepH	hepu	hepi
kɯzmHn	kɯzmin	kɯzmɯn
jerlAr	jerlɑr	jerler
sɑpH	sɑpu	sɑpɯ
jemeklArH	jemeklɑrɯ	jemekleri
deneAlHm	deneɑlɯm	deneelim
ʃøførH	ʃøføri	ʃøføry
silmA	silmɑ	silme
elmA	elmɑ	elme
jemeklAr	jemeklɑr	jemekler
okulH	okulɯ	okulu
ujkumHzH	ujkumɯzɯ	ujkumuzu
jeDHkDAn	jediktɑn	jedikten
silAlHm	silɑlɯm	silelim
pislHklArH	pislɯklɑrɯ	pislikleri
nerenDA	nerendɑ	nerende
gøzlArHn	gøzlɑrɯn	gøzlerin
øpHnʤA	øpunʤɑ	øpynʤe
gɑrɑʒA	gɑrɑʒe	gɑrɑʒɑ
dɑnDAn	dɑntɑn	dɑndɑn
sytsHz	sytsiz	sytsyz
kyrkH	kyrkɯ	kyrky
erAlHm	erɑlɯm	erelim
rɑdjoH	rɑdjoi	rɑdjou
tepelArDAn	tepelerdɑn	tepelerden
ɑbilAr	ɑbilɑr	ɑbiler
fillAr	fillɑr	filler
renklAr	renklɑr	renkler
gyllAr	gyllɑr	gyller
iʃlArH	iʃlɑrɯ	iʃleri
gøtyrAlHm	gøtyrɑlɯm	gøtyrelim
diʃʧiDA	diʃʧidɑ	diʃʧide
gørmA	gørmɑ	gørme
isimlArH	isimlɑrɯ	isimleri
ɑrkɑdɑʃnHz	ɑrkɑdɑʃniz	ɑrkɑdɑʃnɯz
elmDAkinH	elmdɑkini	elmdekini
gøzmA	gøzmɑ	gøzme
pɑketDA	pɑkettɑ	pɑkette
ɑletlArA	ɑletlɑrɑ	ɑletlere
kɑlemlArHn	kɑlemlɑrɯn	kɑlemlerin
tutmAA	tutmee	tutmɑɑ
girmA	girmɑ	girme
gelAn	gelɑn	gelen
geʧAn	geʧɑn	geʧen
gynHn	gynin	gynyn
ellArmHn	ellɑrmin	ellermin
syrHp	syrip	syryp
kɯzlAr	kɯzler	kɯzlɑr
gøzlArmH	gøzlɑrmɯ	gøzlermi
gøtyrHnʤA	gøtyrunʤɑ	gøtyrynʤe
otobysA	otobysɑ	otobyse
giderlAr	giderlɑr	giderler
hɑlH	hɑlɯ	hɑli
kypelArmH	kypelermɯ	kypelermi
ystynDAki	ystyndɑki	ystyndeki
kulypDA	kulyptɑ	kulypte
sønDHkDAn	søndiktɑn	søndykten
jerlArmH	jerlɑrmɯ	jerlermi
gemilAr	gemilɑr	gemiler
jyzgeʧlArHn	jyzgeʧlɑrɯn	jyzgeʧlerin
sineklAr	sineklɑr	sinekler
kedilArA	kedilɑrɑ	kedilere
korkHp	korkɯp	korkup
binmA	binmɑ	binme
bɑntHn	bɑntin	bɑntɯn
tulumHn	tulumin	tulumun
kɑrdeʃlArHn	kɑrdeʃlɑrɯn	kɑrdeʃlerin
fɑrelArHn	fɑrelɑrɯn	fɑrelerin
diʃlArH	diʃlɑrɯ	diʃleri
pisilAr	pisilɑr	pisiler
sønHnʤA	sønunʤɑ	sønynʤe
elektriklAr	elektriklɑr	elektrikler
nerelArA	nerelɑrɑ	nerelere
biskyvilAr	biskyvilɑr	biskyviler
domuzA	domuze	domuzɑ
hɑjvɑnmH	hɑjvɑnmi	hɑjvɑnmɯ
døvAn	døvɑn	døven
sɑʧHn	sɑʧin	sɑʧɯn
tuzlH	tuzlɯ	tuzlu
ɑmʤɑnHzA	ɑmʤɑnize	ɑmʤɑnɯzɑ
dønmA	dønmɑ	dønme
kliplAr	kliplɑr	klipler
myzikDA	myziktɑ	myzikte
ystynDAkilAr	ystyndɑkilɑr	ystyndekiler
topmH	topmi	topmu
burɑDAkilAr	burɑdɑkilɑr	burɑdɑkiler
miDAn	mitɑn	miden
jɑnDAn	jɑntɑn	jɑndɑn
øtAnlArDAn	øtɑnlɑrdɑn	øtenlerden
ørdeklArH	ørdeklɑrɯ	ørdekleri
geʧmADHkʧA	geʧmɑdɯkʧɑ	geʧmedikʧe
kɑlemDAn	kɑlemdɑn	kɑlemden
birɑzDA	birɑzde	birɑzdɑ
sɑbɯrsHz	sɑbɯrsiz	sɑbɯrsɯz
birDA	birdɑ	birde
syslH	syslɯ	sysly
gøtyrmA	gøtyrmɑ	gøtyrme
kovbojlAr	kovbojler	kovbojlɑr
kɑpɑklH	kɑpɑkli	kɑpɑklɯ
dønAlHm	dønɑlɯm	dønelim
sɑbɑhHn	sɑbɑhin	sɑbɑhɯn
bɑʃlɯklH	bɑʃlɯkli	bɑʃlɯklɯ
jyzHn	jyzin	jyzyn
ruʒmH	ruʒmi	ruʒmu
søzmH	søzmi	søzmy
ørtAlHm	ørtɑlɯm	ørtelim
hemDA	hemdɑ	hemde
kɯzmH	kɯzmi	kɯzmɯ
bebekDA	bebektɑ	bebekte
ʤɑnmH	ʤɑnmi	ʤɑnmɯ
dønHp	dønip	dønyp
getirAlHm	getirɑlɯm	getirelim
øpAlHm	øpɑlɯm	øpelim
