uf	pred	sf
ɑdɑmHn	ɑdɑmin	ɑdɑmɯn
kedilArH	kedilɑrɯ	kedileri
bebeklAr	bebeklɑr	bebekler
hepH	hepu	hepi
otobysHn	otobysin	otobysyn
senDAn	sendɑn	senden
silindirH	silindirɯ	silindiri
misketlArH	misketlɑrɯ	misketleri
jemekDA	jemektɑ	jemekte
tekerleklArH	tekerleklɑrɯ	tekerlekleri
hɑlHn	hɑlɯn	hɑlin
elmH	elmɯ	elmi
trɑktørH	trɑktørɯ	trɑktøry
resimDA	resimdɑ	resimde
ɑskerlAr	ɑskerlɑr	ɑskerler
kedilArDAn	kedilerdɑn	kedilerden
gitmA	gitmɑ	gitme
ujkumHzH	ujkumɯzɯ	ujkumuzu
jeDHkDAn	jediktɑn	jedikten
birʃejA	birʃejɑ	birʃeje
sɑnADA	sɑnɑtɑ	sɑnɑdɑ
olH	oli	olu
jɑzmA	jɑzme	jɑzmɑ
pislHklArH	pislɯklɑrɯ	pislikleri
nerenDA	nerendɑ	nerende
gøzlArHn	gøzlɑrɯn	gøzlerin
øpHnʤA	øpunʤɑ	øpynʤe
gɑrɑʒA	gɑrɑʒe	gɑrɑʒɑ
solA	sole	solɑ
sytsHz	sytsiz	sytsyz
kyrkH	kyrkɯ	kyrky
gørAlHm	gørɑlɯm	gørelim
otomobillAr	otomobillɑr	otomobiller
rɑdjoH	rɑdjoi	rɑdjou
tepelArDAn	tepelerdɑn	tepelerden
renklAr	renklɑr	renkler
gyllAr	gyllɑr	gyller
gyllArmHz	gyllɑrmɯz	gyllermiz
gøtyrAlHm	gøtyrɑlɯm	gøtyrelim
jemeklHk	jemeklɯk	jemeklik
jolHn	jolin	jolun
diʃʧiDA	diʃʧitɑ	diʃʧide
gørmA	gørmɑ	gørme
birAr	birɑr	birer
isimlArH	isimlɑrɯ	isimleri
ɑrkɑdɑʃnHz	ɑrkɑdɑʃniz	ɑrkɑdɑʃnɯz
tuzsHz	tuzsiz	tuzsuz
pɑketDA	pɑkettɑ	pɑkette
kɑloriferlAr	kɑloriferlɑr	kɑloriferler
duvɑrDA	duvɑrde	duvɑrdɑ
ojunʤɑkʧH	ojunʤɑkʧi	ojunʤɑkʧɯ
kɑlemlArHn	kɑlemlɑrɯn	kɑlemlerin
girmA	girmɑ	girme
ʤɑmHn	ʤɑmin	ʤɑmɯn
kɑʧnʤH	kɑʧnʤu	kɑʧnʤɯ
ʃejA	ʃejɑ	ʃeje
filmH	filmɯ	filmi
gynHn	gynin	gynyn
gøzlArmH	gøzlɑrmɯ	gøzlermi
gitDHkDAn	gitdiktɑn	gittikten
otobysA	otobysɑ	otobyse
giderlAr	giderlɑr	giderler
hɑlH	hɑlɯ	hɑli
kypelArmH	kypelermɯ	kypelermi
ortɑlArDA	ortɑlɑrde	ortɑlɑrdɑ
kulypDA	kulyptɑ	kulypte
sønDHkDAn	søndiktɑn	søndykten
jerlArmH	jerlɑrmɯ	jerlermi
bɑjlArDA	bɑjlerde	bɑjlɑrdɑ
gemilArDAn	gemilerdɑn	gemilerden
dɑvulHn	dɑvulin	dɑvulun
ujkunH	ujkuni	ujkunu
tɑnkHn	tɑnkin	tɑnkɯn
bɑntHn	bɑntin	bɑntɯn
tulumHn	tulumin	tulumun
kɑrdeʃlArHn	kɑrdeʃlɑrɯn	kɑrdeʃlerin
elektriklAr	elektriklɑr	elektrikler
televizjonnHz	televizjonniz	televizjonnuz
benmH	benmɯ	benmi
tuzlH	tuzlɯ	tuzlu
sevDHklArH	sevtɯklɑrɯ	sevdikleri
topmH	topmɯ	topmu
miDAn	mitɑn	miden
øtAnlArDAn	øtɑnlɑrdɑn	øtenlerden
ørdeklArH	ørdeklɑrɯ	ørdekleri
mendilmHz	mendilmɯz	mendilmiz
kreʃDAn	kreʃdɑn	kreʃten
kɑlemDAn	kɑlemdɑn	kɑlemden
birH	birɯ	biri
bɑʃDAn	bɑʃdɑn	bɑʃtɑn
bozmA	bozme	bozmɑ
sɑbɯrsHz	sɑbɯrsiz	sɑbɯrsɯz
ɑɰbiDA	ɑɰbitɑ	ɑɰbide
syslH	syslɯ	sysly
gøtyrmA	gøtyrmɑ	gøtyrme
kovbojlAr	kovbojler	kovbojlɑr
kɑpɑklH	kɑpɑkli	kɑpɑklɯ
ellArHn	ellɑrɯn	ellerin
sijɑhH	sijɑhi	sijɑhɯ
sɑbɑhHn	sɑbɑhin	sɑbɑhɯn
jyzHn	jyzin	jyzyn
ruʒmH	ruʒmɯ	ruʒmu
søzmH	søzmɯ	søzmy
tɑtlHm	tɑtlim	tɑtlɯm
ørtAlHm	ørtɑlɯm	ørtelim
koʃmADAn	koʃmɑdɑn	koʃmɑtɑn
sɑbɯrlH	sɑbɯrli	sɑbɯrlɯ
dønHp	dønɯp	dønyp
kolHn	kolin	kolun
getirAlHm	getirɑlɯm	getirelim
øpAlHm	øpɑlɯm	øpelim
