uf	pred	sf
jerDA	jerdɑ	jerde
gøzH	gøzɯ	gøzy
vɑpurHn	vɑpurɯn	vɑpurun
elmDA	elmdɑ	elmde
ʃejlAr	ʃejlɑr	ʃejler
senDAn	sendɑn	senden
ɑslɑnHn	ɑslɑnin	ɑslɑnɯn
bebeklArH	bebeklɑrɯ	bebekleri
silindirH	silindirɯ	silindiri
kuvvetlH	kuvvetlɯ	kuvvetli
misketlArH	misketlɑrɯ	misketleri
syrmA	syrmɑ	syrme
jemekDA	jemektɑ	jemekte
deneAlHm	deneɑlɯm	deneelim
tekerleklArH	tekerleklɑrɯ	tekerlekleri
resimlAr	resimlɑr	resimler
silmA	silmɑ	silme
køjDA	køjdɑ	køjde
ineklArDAn	ineklɑrdɑn	ineklerden
etmA	etmɑ	etme
jemeklAr	jemeklɑr	jemekler
kɯzA	kɯze	kɯzɑ
trɑktørH	trɑktørɯ	trɑktøry
etmA	etmɑ	etme
mɑjmunA	mɑjmune	mɑjmunɑ
okulH	okulɯ	okulu
resimDA	resimdɑ	resimde
ɑskerlAr	ɑskerlɑr	ɑskerler
gitmA	gitmɑ	gitme
ujkumHzH	ujkumɯzɯ	ujkumuzu
jeDHkDAn	jediktɑn	jedikten
ʧizAlHm	ʧizɑlɯm	ʧizelim
olH	oli	olu
jɑzmA	jɑzme	jɑzmɑ
bɑloHn	bɑloin	bɑloun
nerenDA	nerendɑ	nerende
gøzlArHn	gøzlɑrɯn	gøzlerin
øpHnʤA	øpunʤɑ	øpynʤe
gɑrɑʒA	gɑrɑʒe	gɑrɑʒɑ
kolH	koli	kolu
sytsHz	sytsiz	sytsyz
kyrkH	kyrki	kyrky
gørAlHm	gørɑlɯm	gørelim
otomobillAr	otomobillɑr	otomobiller
iʃɑretlArH	iʃɑretlɑrɯ	iʃɑretleri
rɑdjoH	rɑdjoi	rɑdjou
ʧorbɑDAn	ʧorbɑtɑn	ʧorbɑdɑn
etlH	etlɯ	etli
tepelArDAn	tepelerdɑn	tepelerden
fillAr	fillɑr	filler
ʧeʃitlH	ʧeʃitlɯ	ʧeʃitli
renklAr	renklɑr	renkler
gyllArmHz	gyllɑrmɯz	gyllermiz
iʃlArH	iʃlɑrɯ	iʃleri
ɑnɑokulunA	ɑnɑokulune	ɑnɑokulunɑ
jolHn	jolin	jolun
gørmA	gørmɑ	gørme
isimlArH	isimlɑrɯ	isimleri
kɑlkHnʤA	kɑlkinʤɑ	kɑlkɯnʤɑ
ɑrkɑdɑʃnHz	ɑrkɑdɑʃniz	ɑrkɑdɑʃnɯz
pɑrkHn	pɑrkin	pɑrkɯn
elmDAkinH	elmdɑkini	elmdekini
tuzsHz	tuzsiz	tuzsuz
gøzlArH	gøzlɑrɯ	gøzleri
kitɑpDAn	kitɑpdɑn	kitɑptɑn
evnHzDA	evnizdɑ	evnizde
ɑletlArHn	ɑletlɑrɯn	ɑletlerin
