uf	pred	sf
vermAm	vermɑm	vermem
vɑpurHn	vɑpurɯn	vɑpurun
senDAn	sendɑn	senden
ytyH	ytyi	ytyy
jerlAr	jerlɑr	jerler
vɑpurH	vɑpurɯ	vɑpuru
ʧizmA	ʧizmɑ	ʧizme
tekerleklArH	tekerleklɑrɯ	tekerlekleri
ʃøførH	ʃøførɯ	ʃøføry
hɑlHn	hɑlɯn	hɑlin
silmA	silmɑ	silme
ineklArDAn	ineklɑrden	ineklerden
ojunʤɑklArmH	ojunʤɑklɑrmi	ojunʤɑklɑrmɯ
jemeklAr	jemeklɑr	jemekler
kɯzA	kɯze	kɯzɑ
ɑletlArH	ɑletlɑrɯ	ɑletleri
ɑdɑmH	ɑdɑmi	ɑdɑmɯ
sɯnɯfDA	sɯnɯfde	sɯnɯftɑ
kojHnʤA	kojunʤe	kojunʤɑ
renklArH	renklɑrɯ	renkleri
okulH	okulɯ	okulu
kedilArDAn	kedilɑrden	kedilerden
gitmA	gitmɑ	gitme
sɑʧmA	sɑʧme	sɑʧmɑ
sɑnADA	sɑnɑtɑ	sɑnɑdɑ
olH	oli	olu
pislHklArH	pislɯklɑrɯ	pislikleri
bɑloHn	bɑloɯn	bɑloun
nerenDA	nerendɑ	nerende
gøzlArHn	gøzlɑrɯn	gøzlerin
øpHnʤA	øpunʤe	øpynʤe
dɑnDAn	dɑntɑn	dɑndɑn
kibritHn	kibritɯn	kibritin
sytsHz	sytsiz	sytsyz
kyrkH	kyrkɯ	kyrky
otomobillAr	otomobillɑr	otomobiller
sigɑrɑmH	sigɑrɑmi	sigɑrɑmɯ
olmAHnʤA	olmɑɯnʤe	olmɑɯnʤɑ
ɑrɑbɑmH	ɑrɑbɑmi	ɑrɑbɑmɯ
sokɑklArDAn	sokɑklɑrden	sokɑklɑrdɑn
fillAr	fillɑr	filler
gyllAr	gyllɑr	gyller
gyllArmHz	gyllɑrmɯz	gyllermiz
iʃlArH	iʃlɑrɯ	iʃleri
jolHn	jolin	jolun
birAr	birɑr	birer
isimlArH	isimlɑrɯ	isimleri
kɑlkHnʤA	kɑlkɯnʤe	kɑlkɯnʤɑ
ørtyH	ørtyi	ørtyy
gøzmA	gøzmɑ	gøzme
gøzlArH	gøzlɑrɯ	gøzleri
pɑketDA	pɑkettɑ	pɑkette
duvɑrDA	duvɑrde	duvɑrdɑ
ɑletlArHn	ɑletlɑrɯn	ɑletlerin
ojunʤɑkʧHDAn	ojunʤɑkʧiden	ojunʤɑkʧɯdɑn
ojunʤɑkʧH	ojunʤɑkʧi	ojunʤɑkʧɯ
dɑdɯsHz	dɑdɯsiz	dɑdɯsɯz
kɑlemlArHn	kɑlemlɑrɯn	kɑlemlerin
ojunʤɑklArDAn	ojunʤɑklɑrden	ojunʤɑklɑrdɑn
ʤɑmHn	ʤɑmin	ʤɑmɯn
kɑʧnʤH	kɑʧnʤu	kɑʧnʤɯ
kɑzHn	kɑzin	kɑzɯn
hɑvH	hɑvi	hɑvɯ
gynHn	gynin	gynyn
gørmAAlH	gørmɑɑlɯ	gørmeeli
syrHp	syrup	syryp
gøzlArmH	gøzlɑrmi	gøzlermi
gitDHkDAn	gitdiktɑn	gittikten
odɑmDAn	odɑmden	odɑmdɑn
gøtyrHnʤA	gøtyrɯnʤe	gøtyrynʤe
kirɑzHn	kirɑzin	kirɑzɯn
ʧiʧeklAr	ʧiʧeklɑr	ʧiʧekler
kojmAmH	kojmɑmi	kojmɑmɯ
kulɑklArmH	kulɑklɑrmi	kulɑklɑrmɯ
kulypDA	kulyptɑ	kulypte
jerlArmH	jerlɑrmi	jerlermi
bɑjlArDA	bɑjlerde	bɑjlɑrdɑ
ɑʧmA	ɑʧme	ɑʧmɑ
gemilArDAn	gemilɑrden	gemilerden
sineklAr	sineklɑr	sinekler
tɑnkHn	tɑnkin	tɑnkɯn
ʃøførsHz	ʃøførsiz	ʃøførsyz
bɑʃmHzA	bɑʃmize	bɑʃmɯzɑ
kɑrdeʃlArHn	kɑrdeʃlɑrɯn	kɑrdeʃlerin
fɑrelArHn	fɑrelɑrɯn	fɑrelerin
diʃlArH	diʃlɑrɯ	diʃleri
elektriklAr	elektriklɑr	elektrikler
domuzA	domuze	domuzɑ
hɑjvɑnmH	hɑjvɑnmi	hɑjvɑnmɯ
hɑjvɑnsHz	hɑjvɑnsiz	hɑjvɑnsɯz
ʧɑntɑmDAn	ʧɑntɑmden	ʧɑntɑmdɑn
ɑrɑbɑmHzHn	ɑrɑbɑmizin	ɑrɑbɑmɯzɯn
tuzlH	tuzlɯ	tuzlu
ʃejlArH	ʃejlɑrɯ	ʃejleri
ɑrkɑmDA	ɑrkɑmde	ɑrkɑmdɑ
dønmA	dønmɑ	dønme
kliplAr	kliplɑr	klipler
gøzlAr	gøzlɑr	gøzler
sevDHklArH	sevtɯklɑrɯ	sevdikleri
tɑrɑfDA	tɑrɑfde	tɑrɑftɑ
tɑrɑfDAn	tɑrɑfden	tɑrɑftɑn
miDAn	mitɑn	miden
jɑnDAn	jɑntɑn	jɑndɑn
øtAnlArDAn	øtɑnlɑrden	øtenlerden
ørdeklArH	ørdeklɑrɯ	ørdekleri
mendilmHz	mendilmuz	mendilmiz
birɑzDA	birɑzde	birɑzdɑ
sɑbɯrsHz	sɑbɯrsiz	sɑbɯrsɯz
mɑmɑmH	mɑmɑmi	mɑmɑmɯ
kovbojlAr	kovbojler	kovbojlɑr
kɑkɑmH	kɑkɑmi	kɑkɑmɯ
dønAlHm	dønɑlɯm	dønelim
ellArHn	ellɑrɯn	ellerin
hɑstɑmH	hɑstɑmi	hɑstɑmɯ
sijɑhH	sijɑhi	sijɑhɯ
jyzHn	jyzin	jyzyn
søzmH	søzmi	søzmy
tɑtlHm	tɑtlim	tɑtlɯm
sɑrɯmH	sɑrɯmi	sɑrɯmɯ
kɑfɑmH	kɑfɑmi	kɑfɑmɯ
ørtAlHm	ørtɑlɯm	ørtelim
merʤimeklH	merʤimeklɯ	merʤimekli
