uf	pred	sf
kuʃHn	kuʃin	kuʃun
gøzH	gøzɯ	gøzy
elmDA	elmdɑ	elmde
senDAn	sendɑn	senden
sɑɑtHn	sɑɑtɯn	sɑɑtin
kuʃH	kuʃi	kuʃu
misketlArH	misketlɑrɯ	misketleri
jemekDA	jemektɑ	jemekte
jemeklArH	jemeklɑrɯ	jemekleri
resimlAr	resimlɑr	resimler
hɑlHn	hɑlɯn	hɑlin
silmA	silmɑ	silme
ineklArDAn	ineklɑrden	ineklerden
jemeklAr	jemeklɑr	jemekler
trɑktørH	trɑktøri	trɑktøry
sɯnɯfDA	sɯnɯfte	sɯnɯftɑ
renklArH	renklɑrɯ	renkleri
okulH	okulɯ	okulu
vɑpurlAr	vɑpurler	vɑpurlɑr
dikkɑtlH	dikkɑtlɯ	dikkɑtli
jeDHkDAn	jediktɑn	jedikten
ʧizAlHm	ʧizɑlɯm	ʧizelim
kɑdɑrDA	kɑdɑrde	kɑdɑrdɑ
nerenDA	nerendɑ	nerende
gøzlArHn	gøzlɑrɯn	gøzlerin
kibritHn	kibritɯn	kibritin
sytsHz	sytsiz	sytsyz
kyrkH	kyrkɯ	kyrky
erAlHm	erɑlɯm	erelim
gørAlHm	gørɑlɯm	gørelim
otomobillAr	otomobillɑr	otomobiller
rɑdjoH	rɑdjoi	rɑdjou
etlH	etlɯ	etli
sokɑklArDAn	sokɑklɑrden	sokɑklɑrdɑn
fillAr	fillɑr	filler
ʧeʃitlH	ʧeʃitlɯ	ʧeʃitli
renklAr	renklɑr	renkler
gyllAr	gyllɑr	gyller
gyllArmHz	gyllɑrmiz	gyllermiz
iʃlArH	iʃlɑrɯ	iʃleri
gøtyrAlHm	gøtyrɑlɯm	gøtyrelim
jemeklHk	jemeklɯk	jemeklik
gørmA	gørmɑ	gørme
birAr	birɑr	birer
isimlArH	isimlɑrɯ	isimleri
ɑrkɑdɑʃnHz	ɑrkɑdɑʃniz	ɑrkɑdɑʃnɯz
