uf	pred	sf
maritaLis	maritaris	maritalis
matronaLis	matronaris	matronalis
karmentaLis	karmentaris	karmentalis
awernaLis	awernaris	awernalis
tripedaLis	tripedaris	tripedalis
korporaLis	korporaris	korporalis
kommortaLis	kommortaris	kommortalis
ruminaLis	ruminaris	ruminalis
memoriaLis	memoriaris	memorialis
sepulkraLis	sepulkraris	sepulkralis
originaLis	originaris	originalis
lustraLis	lustraris	lustralis
wolataLis	wolataris	wolatalis
latrokinaLis	latrokinaris	latrokinalis
wrginaLis	wrginaris	wrginalis
iliberaLis	iliberaris	iliberalis
arwaLis	arwaris	arwalis
dekemwiraLis	dekemwiraris	dekemwiralis
