uf	pred	sf
nemoraLis	nemoraris	nemoralis
furiaLis	furiaris	furialis
karmentaLis	karmentaris	karmentalis
trabaLis	trabaris	trabalis
inliberaLis	inliberaris	inliberalis
menstruaLis	menstruaris	menstrualis
pertaLis	pertaris	pertalis
formaLis	formaris	formalis
kommortaLis	kommortaris	kommortalis
armentaLis	armentaris	armentalis
riuaLis	riuaris	riualis
triumuiraLis	triumuiraris	triumuiralis
memoriaLis	memoriaris	memorialis
lustraLis	lustraris	lustralis
litoraLis	litoraris	litoralis
terminaLis	terminaris	terminalis
wiraLis	wiraris	wiralis
artifikiaLis	artifikiaris	artifikialis
iliberaLis	iliberaris	iliberalis
kentumwiraLis	kentumwiraris	kentumwiralis
arwaLis	arwaris	arwalis
