uf	pred	sf
maritaLis	maritaris	maritalis
tripedaLis	tripedaris	tripedalis
menstruaLis	menstruaris	menstrualis
formaLis	formaris	formalis
kadrigaLis	kadrigaris	kadrigalis
kommortaLis	kommortaris	kommortalis
armentaLis	armentaris	armentalis
triumuiraLis	triumuiraris	triumuiralis
memoriaLis	memoriaris	memorialis
sepulkraLis	sepulkraris	sepulkralis
originaLis	originaris	originalis
lustraLis	lustraris	lustralis
latrokinaLis	latrokinaris	latrokinalis
wiraLis	wiraris	wiralis
turmaLis	turmaris	turmalis
artifikiaLis	artifikiaris	artifikialis
kentumwiraLis	kentumwiraris	kentumwiralis
latiaLis	latiaris	latialis
