uf	pred	sf
nemoraLis	nemoraris	nemoralis
teatraLis	teatraris	teatralis
ekstemporaLis	ekstemporaris	ekstemporalis
karmentaLis	karmentaris	karmentalis
histrionaLis	histrionaris	histrionalis
trabaLis	trabaris	trabalis
inliberaLis	inliberaris	inliberalis
formaLis	formaris	formalis
ruminaLis	ruminaris	ruminalis
triumuiraLis	triumuiraris	triumuiralis
nowerkaLis	nowerkaris	nowerkalis
wolataLis	wolataris	wolatalis
latrokinaLis	latrokinaris	latrokinalis
turmaLis	turmaris	turmalis
artifikiaLis	artifikiaris	artifikialis
kentumwiraLis	kentumwiraris	kentumwiralis
arwaLis	arwaris	arwalis
