uf	pred	sf
teatraLis	teatraris	teatralis
trabaLis	trabaris	trabalis
libraLis	libraris	libralis
inliberaLis	inliberaris	inliberalis
kentraLis	kentraris	kentralis
formaLis	formaris	formalis
kadrigaLis	kadrigaris	kadrigalis
kommortaLis	kommortaris	kommortalis
trigonaLis	trigonaris	trigonalis
ruminaLis	ruminaris	ruminalis
triumuiraLis	triumuiraris	triumuiralis
memoriaLis	memoriaris	memorialis
sepulkraLis	sepulkraris	sepulkralis
originaLis	originaris	originalis
wolataLis	wolataris	wolatalis
latrokinaLis	latrokinaris	latrokinalis
wrginaLis	wrginaris	wrginalis
