uf	pred	sf
neuvontɑpɑlvelUihin	neuvontɑpɑlvelyihin	neuvontɑpɑlveluihin
tuontikiintiøistA	tuontikiintiøistɑ	tuontikiintiøistæ
kehitUsuskon	kehitususkon	kehitysuskon
ilmɑpuolustUsliiton	ilmɑpuolustysliiton	ilmɑpuolustusliiton
konetyyppiA	konetyyppiɑ	konetyyppiæ
sæteilUttAmAllA	sæteiluttɑmɑllɑ	sæteilyttæmællæ
hɑllintoihmisiA	hɑllintoihmisiɑ	hɑllintoihmisiæ
kɑtsotUissA	kɑtsotyissɑ	kɑtsotuissɑ
lɑttiɑlæmmitUksestA	lɑttiɑlæmmityksestɑ	lɑttiɑlæmmityksestæ
pirstoUtUneiden	pirstoytyneiden	pirstoutuneiden
hoikkUUden	hoikkyyden	hoikkuuden
myrkkysæiliøitA	myrkkysæiliøitɑ	myrkkysæiliøitæ
niemekkeellA	niemekkeellɑ	niemekkeellæ
pidettUkAAn	pidettukɑɑn	pidettykææn
piirtæmistAAn	piirtæmistɑɑn	piirtæmistææn
pukeUtUmistiloissA	pukeytymistiloissɑ	pukeutumistiloissɑ
sokeripitoisUUteen	sokeripitoisyyteen	sokeripitoisuuteen
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
velkɑjærjestelUllA	velkɑjærjestelullɑ	velkɑjærjestelyllæ
yøuniAni	yøuniæni	yøuniɑni
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑseteltAessA	ɑseteltæessɑ	ɑseteltɑessɑ
ɑvɑintermejA	ɑvɑintermejɑ	ɑvɑintermejæ
ɑvɑrUUsvirɑston	ɑvɑryysvirɑston	ɑvɑruusvirɑston
edustUskysymyksessA	edustyskysymyksessɑ	edustuskysymyksessæ
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
henkiløhɑɑstɑttelUillA	henkiløhɑɑstɑttelyillɑ	henkiløhɑɑstɑtteluillɑ
køøriA	køøriɑ	køøriæ
lɑɑdunpɑrɑnnUksen	lɑɑdunpɑrɑnnyksen	lɑɑdunpɑrɑnnuksen
mosɑiikkitøitA	mosɑiikkitøitɑ	mosɑiikkitøitæ
pɑlvelUsetelikokeilUn	pɑlvelysetelikokeilun	pɑlvelusetelikokeilun
pɑnttioikeUteen	pɑnttioikeyteen	pɑnttioikeuteen
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
pikkuleivistA	pikkuleivistɑ	pikkuleivistæ
pudotUkseksi	pudotykseksi	pudotukseksi
pærjænneitA	pærjænneitɑ	pærjænneitæ
rɑhɑnkæyttøOnsA	rɑhɑnkæyttøonsɑ	rɑhɑnkæyttøønsæ
rɑippɑrɑngɑistUkseen	rɑippɑrɑngɑistykseen	rɑippɑrɑngɑistukseen
selviæisikO	selviæisiko	selviæisikø
tunkeUdUimme	tunkeydyimme	tunkeuduimme
tærkeæmmiltA	tærkeæmmiltɑ	tærkeæmmiltæ
tærvelemAstA	tærvelemɑstɑ	tærvelemæstæ
vɑnhentAneet	vɑnhentæneet	vɑnhentɑneet
vɑstɑɑnottɑessAni	vɑstɑɑnottɑessæni	vɑstɑɑnottɑessɑni
