uf	pred	sf
lɑngetettUjen	lɑngetettyjen	lɑngetettujen
tyøllisUUskehitUksestA	tyøllisyyskehityksestɑ	tyøllisyyskehityksestæ
kehitUsuskon	kehitususkon	kehitysuskon
nimitUksestAAn	nimityksestɑɑn	nimityksestææn
næhdessA	næhdessɑ	næhdessæ
viimepæivinA	viimepæivinɑ	viimepæivinæ
konetyyppiA	konetyyppiɑ	konetyyppiæ
kuluttAjAhintɑindeksistA	kuluttɑjɑhintɑindeksistɑ	kuluttɑjɑhintɑindeksistæ
mɑnttelinperijOitA	mɑnttelinperijoitɑ	mɑnttelinperijøitæ
puhɑllUkset	puhɑllykset	puhɑllukset
sæteilUttAmAllA	sæteiluttɑmɑllɑ	sæteilyttæmællæ
erotUmme	erotymme	erotumme
hɑllintoihmisiA	hɑllintoihmisiɑ	hɑllintoihmisiæ
lɑinɑttUihin	lɑinɑttyihin	lɑinɑttuihin
næytøsoikeUdenkæynti	næytøsoikeydenkæynti	næytøsoikeudenkæynti
pirstoUtUneiden	pirstoytyneiden	pirstoutuneiden
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
mææræisinA	mææræisinɑ	mææræisinæ
pidettUkAAn	pidettukɑɑn	pidettykææn
sokeripitoisUUteen	sokeripitoisyyteen	sokeripitoisuuteen
uutislæhteenA	uutislæhteenɑ	uutislæhteenæ
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑseteltAessA	ɑseteltæessɑ	ɑseteltɑessɑ
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
henkiløhɑɑstɑttelUillA	henkiløhɑɑstɑttelyillɑ	henkiløhɑɑstɑtteluillɑ
kɑlɑstUsrekisteriin	kɑlɑstysrekisteriin	kɑlɑstusrekisteriin
lisævesiA	lisævesiɑ	lisævesiæ
lænsimæessA	lænsimæessɑ	lænsimæessæ
mosɑiikkitøitA	mosɑiikkitøitɑ	mosɑiikkitøitæ
pɑnttioikeUteen	pɑnttioikeyteen	pɑnttioikeuteen
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
pikkuleivistA	pikkuleivistɑ	pikkuleivistæ
pudotUkseksi	pudotykseksi	pudotukseksi
pærjænneitA	pærjænneitɑ	pærjænneitæ
rɑhɑnkæyttøOnsA	rɑhɑnkæyttøonsɑ	rɑhɑnkæyttøønsæ
rɑippɑrɑngɑistUkseen	rɑippɑrɑngɑistykseen	rɑippɑrɑngɑistukseen
selviæisikO	selviæisiko	selviæisikø
sisustUksenkin	sisustyksenkin	sisustuksenkin
sæilytellA	sæilytellɑ	sæilytellæ
tunkeUdUimme	tunkeydyimme	tunkeuduimme
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tuotɑntovɑikeUksistA	tuotɑntovɑikeyksistɑ	tuotɑntovɑikeuksistɑ
tærkeæmmiltA	tærkeæmmiltɑ	tærkeæmmiltæ
verotUksiin	verotyksiin	verotuksiin
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
