uf	pred	sf
ɑjɑnmukɑisUUdestA	ɑjɑnmukɑisyydestɑ	ɑjɑnmukɑisuudestɑ
pæællekkæisiltA	pæællekkæisiltɑ	pæællekkæisiltæ
kysyisivAt	kysyisivɑt	kysyisivæt
konetyyppiA	konetyyppiɑ	konetyyppiæ
retkeilUvɑrusteitA	retkeiluvɑrusteitɑ	retkeilyvɑrusteitɑ
røntgensæteillA	røntgensæteillɑ	røntgensæteillæ
berberiA	berberiɑ	berberiæ
myøtæjæisistA	myøtæjæisistɑ	myøtæjæisistæ
ylæhirrestA	ylæhirrestɑ	ylæhirrestæ
hoikkUUden	hoikkyyden	hoikkuuden
hyvitUksinA	hyvityksinɑ	hyvityksinæ
lettiA	lettiɑ	lettiæ
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
niemekkeellA	niemekkeellɑ	niemekkeellæ
pidettUkAAn	pidettukɑɑn	pidettykææn
toimenpiteenAAn	toimenpiteenɑɑn	toimenpiteenææn
uutislæhteenA	uutislæhteenɑ	uutislæhteenæ
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
velkɑjærjestelUllA	velkɑjærjestelullɑ	velkɑjærjestelyllæ
yønæytøksenA	yønæytøksenɑ	yønæytøksenæ
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑseteltAessA	ɑseteltæessɑ	ɑseteltɑessɑ
ɑvɑintermejA	ɑvɑintermejɑ	ɑvɑintermejæ
edustUskysymyksessA	edustyskysymyksessɑ	edustuskysymyksessæ
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
kɑnsɑnryhmissA	kɑnsɑnryhmissɑ	kɑnsɑnryhmissæ
lisævesiA	lisævesiɑ	lisævesiæ
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
rɑhɑnkæyttøOnsA	rɑhɑnkæyttøonsɑ	rɑhɑnkæyttøønsæ
selviæisikO	selviæisiko	selviæisikø
sæilytellA	sæilytellɑ	sæilytellæ
tuotɑntovɑikeUksistA	tuotɑntovɑikeyksistɑ	tuotɑntovɑikeuksistɑ
tærkeæmmiltA	tærkeæmmiltɑ	tærkeæmmiltæ
tærvelemAstA	tærvelemɑstɑ	tærvelemæstæ
vɑnhentAneet	vɑnhentæneet	vɑnhentɑneet
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
