uf	pred	sf
ruohosipulillA	ruohosipulillæ	ruohosipulillɑ
ɑɑtteillA	ɑɑtteillæ	ɑɑtteillɑ
ɑlɑmAisiksi	ɑlɑmæisiksi	ɑlɑmɑisiksi
bɑllistisiA	bɑllistisiæ	bɑllistisiɑ
pæænkivistUstA	pæænkivistustɑ	pæænkivistystæ
eleensA	eleensɑ	eleensæ
hɑkuominɑisUUksiA	hɑkuominɑisuuksiæ	hɑkuominɑisuuksiɑ
koreogrɑfiAkilpɑilUn	koreogrɑfiækilpɑilun	koreogrɑfiɑkilpɑilun
mɑnttelinperijOitA	mɑnttelinperijoitæ	mɑnttelinperijøitæ
filosofioistA	filosofioistæ	filosofioistɑ
kɑnsɑnosiA	kɑnsɑnosiæ	kɑnsɑnosiɑ
tietokɑntɑsovellUksissA	tietokɑntɑsovelluksissæ	tietokɑntɑsovelluksissɑ
ylæhirrestA	ylæhirrestɑ	ylæhirrestæ
beetɑkɑroteenillA	beetɑkɑroteenillæ	beetɑkɑroteenillɑ
hyvitUksinA	hyvituksinæ	hyvityksinæ
jælkijættøiseltA	jælkijættøiseltɑ	jælkijættøiseltæ
oppimistAni	oppimistæni	oppimistɑni
piirɑkoistA	piirɑkoistæ	piirɑkoistɑ
pukeUtUmistiloissA	pukeutumistiloissæ	pukeutumistiloissɑ
toimenpiteenAAn	toimenpiteenɑɑn	toimenpiteenææn
uutislæhteenA	uutislæhteenɑ	uutislæhteenæ
yønæytøksenA	yønæytøksenɑ	yønæytøksenæ
ɑrvostelijOillA	ɑrvostelijoillæ	ɑrvostelijoillɑ
ɑsettɑjistA	ɑsettɑjistæ	ɑsettɑjistɑ
brittisotilɑistA	brittisotilɑistæ	brittisotilɑistɑ
edustUskysymyksessA	edustyskysymyksessɑ	edustuskysymyksessæ
eripituisinA	eripituisinæ	eripituisinɑ
hɑlventAisi	hɑlventæisi	hɑlventɑisi
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
iskunvɑimentimiA	iskunvɑimentimiæ	iskunvɑimentimiɑ
kɑsvintɑrkɑstɑjillA	kɑsvintɑrkɑstɑjillæ	kɑsvintɑrkɑstɑjillɑ
kotimɑisemiinsA	kotimɑisemiinsæ	kotimɑisemiinsɑ
kuriositeettiA	kuriositeettiæ	kuriositeettiɑ
mordvɑlɑistA	mordvɑlɑistæ	mordvɑlɑistɑ
muotoseikoillA	muotoseikoillæ	muotoseikoillɑ
ohjɑilemistA	ohjɑilemistæ	ohjɑilemistɑ
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
postinjɑkoɑlueittAin	postinjɑkoɑlueittæin	postinjɑkoɑlueittɑin
punɑmultɑmɑɑliA	punɑmultɑmɑɑliæ	punɑmultɑmɑɑliɑ
selviæisikO	selviæisiko	selviæisikø
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
sæilytellA	sæilytellɑ	sæilytellæ
sætkynukkeinA	sætkynukkeinæ	sætkynukkeinɑ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
vɑnhentAneet	vɑnhentæneet	vɑnhentɑneet
vɑstɑɑnottɑessAni	vɑstɑɑnottɑessæni	vɑstɑɑnottɑessɑni
