uf	pred	sf
kestævUUdestAAn	kestævuudestɑɑn	kestævyydestææn
pæællekkæisiltA	pæællekkæisiltɑ	pæællekkæisiltæ
ihmeissAmme	ihmeissɑmme	ihmeissæmme
kehitUsuskon	kehitususkon	kehitysuskon
kysyisivAt	kysyisivɑt	kysyisivæt
teræstæytyA	teræstæytyɑ	teræstæytyæ
ærsyttæmAllA	ærsyttæmɑllɑ	ærsyttæmællæ
eleensA	eleensɑ	eleensæ
mɑtkɑilijAyhdistUksen	mɑtkɑilijɑyhdistuksen	mɑtkɑilijɑyhdistyksen
ɑluehælytUskeskukselle	ɑluehælytuskeskukselle	ɑluehælytyskeskukselle
berberiA	berberiɑ	berberiæ
mɑksunsɑɑntijærjestUksestA	mɑksunsɑɑntijærjestuksestɑ	mɑksunsɑɑntijærjestyksestæ
tɑrjousmenettelUA	tɑrjousmenetteluɑ	tɑrjousmenettelyæ
vuosipæivænAAn	vuosipæivænɑɑn	vuosipæivænææn
hyvitUksinA	hyvituksinɑ	hyvityksinæ
lyhtypylvæissA	lyhtypylvæissɑ	lyhtypylvæissæ
mææræisinA	mææræisinɑ	mææræisinæ
niemekkeellA	niemekkeellɑ	niemekkeellæ
orkesterisæestUksen	orkesterisæestuksen	orkesterisæestyksen
pidettUkAAn	pidettukɑɑn	pidettykææn
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
vetæjApulɑ	vetæjɑpulɑ	vetæjæpulɑ
viljelUtilojA	viljelutilojɑ	viljelytilojɑ
væhempAAnkin	væhempɑɑnkin	væhempæænkin
yksityiskæytøstA	yksityiskæytøstɑ	yksityiskæytøstæ
ærsyttæAkO	ærsyttæɑko	ærsyttæækø
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑseteltAessA	ɑseteltæessɑ	ɑseteltɑessɑ
edustUskysymyksessA	edustuskysymyksessɑ	edustuskysymyksessæ
itæhelsinkilAiset	itæhelsinkilɑiset	itæhelsinkilæiset
kyyhøttævAn	kyyhøttævɑn	kyyhøttævæn
mɑidontuotɑntokykyA	mɑidontuotɑntokykyɑ	mɑidontuotɑntokykyæ
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pææhenkiløissA	pææhenkiløissɑ	pææhenkiløissæ
selviæisikO	selviæisiko	selviæisikø
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
sædekehænA	sædekehænɑ	sædekehænæ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
tærkeæmmiltA	tærkeæmmiltɑ	tærkeæmmiltæ
yrttikylpyjA	yrttikylpyjɑ	yrttikylpyjæ
