uf	pred	sf
pesimArɑuhɑ	pesimɑrɑuhɑ	pesimærɑuhɑ
rɑvintolisistA	rɑvintolisistɑ	rɑvintolisistæ
sopeutUvUUdestA	sopeutyvyydestɑ	sopeutuvuudestɑ
hɑkuominɑisUUksiA	hɑkuominɑisyyksiɑ	hɑkuominɑisuuksiɑ
helppoUdelle	helppoydelle	helppoudelle
konetyyppiA	konetyyppiɑ	konetyyppiæ
kuluttAjAhintɑindeksistA	kuluttɑjɑhintɑindeksistɑ	kuluttɑjɑhintɑindeksistæ
mɑnttelinperijOitA	mɑnttelinperijoitɑ	mɑnttelinperijøitæ
mɑtkɑilijAyhdistUksen	mɑtkɑilijæyhdistyksen	mɑtkɑilijɑyhdistyksen
sæteilUttAmAllA	sæteiluttɑmɑllɑ	sæteilyttæmællæ
etsintAkuulutUkset	etsintɑkuulutykset	etsintækuulutukset
islɑntilAisestA	islɑntilæisestɑ	islɑntilɑisestɑ
juniorityøssA	juniorityøssɑ	juniorityøssæ
næytøsoikeUdenkæynti	næytøsoikeydenkæynti	næytøsoikeudenkæynti
tietokɑntɑsovellUksissA	tietokɑntɑsovellyksissɑ	tietokɑntɑsovelluksissɑ
urheilUtilojA	urheilytilojɑ	urheilutilojɑ
hoikkUUden	hoikkyyden	hoikkuuden
jælkijættøiseltA	jælkijættøiseltɑ	jælkijættøiseltæ
lettiA	lettiɑ	lettiæ
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
mææræisinA	mææræisinɑ	mææræisinæ
oppimistAni	oppimistæni	oppimistɑni
sokeripitoisUUteen	sokeripitoisyyteen	sokeripitoisuuteen
toimenpiteenAAn	toimenpiteenɑɑn	toimenpiteenææn
uutislæhteenA	uutislæhteenɑ	uutislæhteenæ
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑseteltAessA	ɑseteltæessɑ	ɑseteltɑessɑ
ɑvɑintermejA	ɑvɑintermejɑ	ɑvɑintermejæ
ɑvɑrUUsvirɑston	ɑvɑryysvirɑston	ɑvɑruusvirɑston
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
kɑnsɑnryhmissA	kɑnsɑnryhmissɑ	kɑnsɑnryhmissæ
køøriA	køøriɑ	køøriæ
lisævesiA	lisævesiɑ	lisævesiæ
mosɑiikkitøitA	mosɑiikkitøitɑ	mosɑiikkitøitæ
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
postinjɑkoɑlueittAin	postinjɑkoɑlueittæin	postinjɑkoɑlueittɑin
pudotUkseksi	pudotykseksi	pudotukseksi
selviæisikO	selviæisiko	selviæisikø
sæilytellA	sæilytellɑ	sæilytellæ
tɑlletUsvɑkuutUsten	tɑlletusvɑkuutysten	tɑlletusvɑkuutusten
tunkeUdUimme	tunkeydyimme	tunkeuduimme
vɑstɑɑnottɑessAni	vɑstɑɑnottɑessæni	vɑstɑɑnottɑessɑni
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
