uf	pred	sf
næhdessA	næhdessɑ	næhdessæ
eleensA	eleensɑ	eleensæ
lɑihempiA	lɑihempiæ	lɑihempiɑ
mɑksunsɑɑntijærjestUksestA	mɑksunsɑɑntijærjestuksestɑ	mɑksunsɑɑntijærjestyksestæ
næytøsoikeUdenkæynti	næytøsoikeydenkæynti	næytøsoikeudenkæynti
vɑjɑAtehoisiA	vɑjɑɑtehoisiæ	vɑjɑɑtehoisiɑ
vɑltɑmerentɑkɑisiA	vɑltɑmerentɑkɑisiæ	vɑltɑmerentɑkɑisiɑ
jælkijættøiseltA	jælkijættøiseltɑ	jælkijættøiseltæ
jæseneltAAn	jæseneltɑɑn	jæseneltææn
kylmenevAssA	kylmenevɑssɑ	kylmenevæssæ
oppimistAni	oppimistæni	oppimistɑni
pidettUkAAn	pidettukɑɑn	pidettykææn
toimenpiteenAAn	toimenpiteenɑɑn	toimenpiteenææn
uutislæhteenA	uutislæhteenɑ	uutislæhteenæ
ɑseteltAessA	ɑseteltæessɑ	ɑseteltɑessɑ
edustUskysymyksessA	edustyskysymyksessɑ	edustuskysymyksessæ
eripituisinA	eripituisinæ	eripituisinɑ
hɑydnistA	hɑydnistæ	hɑydnistɑ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
kulkuyhteydestA	kulkuyhteydestɑ	kulkuyhteydestæ
loiskivAt	loiskivæt	loiskivɑt
muutoksenhɑkuɑsteissA	muutoksenhɑkuɑsteissæ	muutoksenhɑkuɑsteissɑ
ohjɑilemistA	ohjɑilemistæ	ohjɑilemistɑ
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
sæilytellA	sæilytellɑ	sæilytellæ
sætkynukkeinA	sætkynukkeinæ	sætkynukkeinɑ
