uf	pred	sf
elæmAnkertojA	elæmɑnkertojɑ	elæmænkertojɑ
kipeimmAt	kipeimmɑt	kipeimmæt
tyøllisUUskehitUksestA	tyøllisuuskehituksestɑ	tyøllisyyskehityksestæ
nimitUksestAAn	nimituksestɑɑn	nimityksestææn
pimennUsverhot	pimennusverhot	pimennysverhot
læhestyttAvAn	læhestyttɑvɑn	læhestyttævæn
røntgensæteillA	røntgensæteillɑ	røntgensæteillæ
edellytettUjen	edellytettujen	edellytettyjen
hɑllintoihmisiA	hɑllintoihmisiɑ	hɑllintoihmisiæ
juniorityøssA	juniorityøssɑ	juniorityøssæ
lɑttiɑlæmmitUksestA	lɑttiɑlæmmituksestɑ	lɑttiɑlæmmityksestæ
myøtæjæisistA	myøtæjæisistɑ	myøtæjæisistæ
siistimmAksi	siistimmɑksi	siistimmæksi
sæestæmistA	sæestæmistɑ	sæestæmistæ
tɑrjousmenettelUA	tɑrjousmenetteluɑ	tɑrjousmenettelyæ
erillisinAkin	erillisinɑkin	erillisinækin
hyvitUksinA	hyvituksinɑ	hyvityksinæ
jæseneltAAn	jæseneltɑɑn	jæseneltææn
lettiA	lettiɑ	lettiæ
niemekkeellA	niemekkeellɑ	niemekkeellæ
piirtæmistAAn	piirtæmistɑɑn	piirtæmistææn
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
væhempAAnkin	væhempɑɑnkin	væhempæænkin
ærsyttæAkO	ærsyttæɑko	ærsyttæækø
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
itæhelsinkilAiset	itæhelsinkilɑiset	itæhelsinkilæiset
jærkeenkæyvæltA	jærkeenkæyvæltɑ	jærkeenkæyvæltæ
køøriA	køøriɑ	køøriæ
lomitUstehtæviA	lomitustehtæviɑ	lomitustehtæviæ
læmææmAAn	læmææmɑɑn	læmææmææn
pyrkimyksillAmme	pyrkimyksillɑmme	pyrkimyksillæmme
pærjænneitA	pærjænneitɑ	pærjænneitæ
pææhenkiløissA	pææhenkiløissɑ	pææhenkiløissæ
selviæisikO	selviæisiko	selviæisikø
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
tærvelemAstA	tærvelemɑstɑ	tærvelemæstæ
yrttikylpyjA	yrttikylpyjɑ	yrttikylpyjæ
