uf	pred	sf
pettymystAni	pettymystɑni	pettymystæni
ɑrkityylissA	ɑrkityylissɑ	ɑrkityylissæ
mɑtkɑilijAyhdistUksen	mɑtkɑilijæyhdistuksen	mɑtkɑilijɑyhdistyksen
hɑllintoihmisiA	hɑllintoihmisiɑ	hɑllintoihmisiæ
mɑksunsɑɑntijærjestUksestA	mɑksunsɑɑntijærjestuksestɑ	mɑksunsɑɑntijærjestyksestæ
pistetUt	pistetut	pistetyt
erillisinAkin	erillisinɑkin	erillisinækin
jælkijættøiseltA	jælkijættøiseltɑ	jælkijættøiseltæ
jæseneltAAn	jæseneltɑɑn	jæseneltææn
lyhtypylvæissA	lyhtypylvæissɑ	lyhtypylvæissæ
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
mææræisinA	mææræisinɑ	mææræisinæ
orkesterisæestUksen	orkesterisæestuksen	orkesterisæestyksen
pidettUkAAn	pidettukɑɑn	pidettykææn
piirtæmistAAn	piirtæmistɑɑn	piirtæmistææn
toimenpiteenAAn	toimenpiteenɑɑn	toimenpiteenææn
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
velkɑjærjestelUllA	velkɑjærjestelullɑ	velkɑjærjestelyllæ
vetæjApulɑ	vetæjɑpulɑ	vetæjæpulɑ
viljelUtilojA	viljelutilojɑ	viljelytilojɑ
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
edustUskysymyksessA	edustuskysymyksessɑ	edustuskysymyksessæ
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
itæhelsinkilAiset	itæhelsinkilɑiset	itæhelsinkilæiset
jærkeenkæyvæltA	jærkeenkæyvæltɑ	jærkeenkæyvæltæ
kɑnsɑnryhmissA	kɑnsɑnryhmissɑ	kɑnsɑnryhmissæ
keynesilAiset	keynesilɑiset	keynesilæiset
kyyhøttævAn	kyyhøttævɑn	kyyhøttævæn
køøriA	køøriɑ	køøriæ
lisævesiA	lisævesiɑ	lisævesiæ
lomitUstehtæviA	lomitustehtæviɑ	lomitustehtæviæ
lænsimæessA	lænsimæessɑ	lænsimæessæ
mosɑiikkitøitA	mosɑiikkitøitɑ	mosɑiikkitøitæ
pɑksunsuolensyøvAssA	pɑksunsuolensyøvɑssɑ	pɑksunsuolensyøvæssæ
pyrkimyksillAmme	pyrkimyksillɑmme	pyrkimyksillæmme
pææhenkiløissA	pææhenkiløissɑ	pææhenkiløissæ
selviæisikO	selviæisiko	selviæisikø
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
tærvelemAstA	tærvelemɑstɑ	tærvelemæstæ
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
yrttikylpyjA	yrttikylpyjɑ	yrttikylpyjæ
