uf	pred	sf
rekisterinpitæjAt	rekisterinpitæjɑt	rekisterinpitæjæt
ympæristømerkinnAt	ympæristømerkinnɑt	ympæristømerkinnæt
rɑvintolisistA	rɑvintolisistɑ	rɑvintolisistæ
kysyisivAt	kysyisivɑt	kysyisivæt
kuluttAjAhintɑindeksistA	kuluttɑjɑhintɑindeksistɑ	kuluttɑjɑhintɑindeksistæ
etsintAkuulutUkset	etsintɑkuulutukset	etsintækuulutukset
kudosnæytteistA	kudosnæytteistɑ	kudosnæytteistæ
lɑttiɑlæmmitUksestA	lɑttiɑlæmmituksestɑ	lɑttiɑlæmmityksestæ
mɑksunsɑɑntijærjestUksestA	mɑksunsɑɑntijærjestuksestɑ	mɑksunsɑɑntijærjestyksestæ
erillisinAkin	erillisinɑkin	erillisinækin
jælkijættøiseltA	jælkijættøiseltɑ	jælkijættøiseltæ
myrkkysæiliøitA	myrkkysæiliøitɑ	myrkkysæiliøitæ
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
pidettUkAAn	pidettukɑɑn	pidettykææn
piirtæmistAAn	piirtæmistɑɑn	piirtæmistææn
toimenpiteenAAn	toimenpiteenɑɑn	toimenpiteenææn
uutislæhteenA	uutislæhteenɑ	uutislæhteenæ
velkɑjærjestelUllA	velkɑjærjestelullɑ	velkɑjærjestelyllæ
viljelUtilojA	viljelutilojɑ	viljelytilojɑ
væhempAAnkin	væhempɑɑnkin	væhempæænkin
yønæytøksenA	yønæytøksenɑ	yønæytøksenæ
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑvɑintermejA	ɑvɑintermejɑ	ɑvɑintermejæ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
jærkeenkæyvæltA	jærkeenkæyvæltɑ	jærkeenkæyvæltæ
kulkuyhteydestA	kulkuyhteydestɑ	kulkuyhteydestæ
lænsimæessA	lænsimæessɑ	lænsimæessæ
pɑksunsuolensyøvAssA	pɑksunsuolensyøvɑssɑ	pɑksunsuolensyøvæssæ
pitæjAnkɑrttAAn	pitæjɑnkɑrttɑɑn	pitæjænkɑrttɑɑn
pærjænneitA	pærjænneitɑ	pærjænneitæ
pææhenkiløissA	pææhenkiløissɑ	pææhenkiløissæ
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
sædekehænA	sædekehænɑ	sædekehænæ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
