uf	pred	sf
pæivætyøkeræUksen	pæivætyøkeræuksen	pæivætyøkeræyksen
jæædytettAisiin	jæædytettɑisiin	jæædytettæisiin
pimennUsverhot	pimennusverhot	pimennysverhot
konetyyppiA	konetyyppiɑ	konetyyppiæ
kuluttAjAhintɑindeksistA	kuluttɑjɑhintɑindeksistɑ	kuluttɑjɑhintɑindeksistæ
mɑtkɑilijAyhdistUksen	mɑtkɑilijɑyhdistuksen	mɑtkɑilijɑyhdistyksen
edellytettUjen	edellytettujen	edellytettyjen
juniorityøssA	juniorityøssɑ	juniorityøssæ
lɑttiɑlæmmitUksestA	lɑttiɑlæmmituksestɑ	lɑttiɑlæmmityksestæ
myøtæjæisistA	myøtæjæisistɑ	myøtæjæisistæ
pælkæhtænUt	pælkæhtænut	pælkæhtænyt
sæestæmistA	sæestæmistɑ	sæestæmistæ
tɑrjousmenettelUA	tɑrjousmenetteluɑ	tɑrjousmenettelyæ
erillisinAkin	erillisinɑkin	erillisinækin
hyvitUksinA	hyvituksinɑ	hyvityksinæ
jæseneltAAn	jæseneltɑɑn	jæseneltææn
lyhtypylvæissA	lyhtypylvæissɑ	lyhtypylvæissæ
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
niemekkeellA	niemekkeellɑ	niemekkeellæ
orkesterisæestUksen	orkesterisæestuksen	orkesterisæestyksen
piirtæmistAAn	piirtæmistɑɑn	piirtæmistææn
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
ærsyttæAkO	ærsyttææko	ærsyttæækø
ɑvɑintermejA	ɑvɑintermejɑ	ɑvɑintermejæ
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
jærkeenkæyvæltA	jærkeenkæyvæltɑ	jærkeenkæyvæltæ
kulkuyhteydestA	kulkuyhteydestɑ	kulkuyhteydestæ
lisævesiA	lisævesiɑ	lisævesiæ
lomitUstehtæviA	lomitustehtæviɑ	lomitustehtæviæ
læmææmAn	læmææmɑn	læmææmæn
læmææmAAn	læmææmɑɑn	læmææmææn
mɑidontuotɑntokykyA	mɑidontuotɑntokykyɑ	mɑidontuotɑntokykyæ
pɑksunsuolensyøvAssA	pɑksunsuolensyøvɑssɑ	pɑksunsuolensyøvæssæ
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pitæjAnkɑrttAAn	pitæjɑnkɑrttɑɑn	pitæjænkɑrttɑɑn
pyrkimyksillAmme	pyrkimyksillɑmme	pyrkimyksillæmme
pærjænneitA	pærjænneitɑ	pærjænneitæ
selviæisikO	selviæisiko	selviæisikø
sædekehænA	sædekehænɑ	sædekehænæ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
tærvelemAstA	tærvelemɑstɑ	tærvelemæstæ
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
yrttikylpyjA	yrttikylpyjɑ	yrttikylpyjæ
