uf	pred	sf
hyvitettAvA	hyvitettɑvɑ	hyvitettævæ
kerææmAni	kerææmɑni	kerææmæni
kestævUUdestAAn	kestævuudestɑɑn	kestævyydestææn
jæædytettAisiin	jæædytettɑisiin	jæædytettæisiin
pettymystAni	pettymystɑni	pettymystæni
rɑvintolisistA	rɑvintolisistɑ	rɑvintolisistæ
pæænkivistUstA	pæænkivistustɑ	pæænkivistystæ
ærsyttæmAllA	ærsyttæmɑllɑ	ærsyttæmællæ
edellytettUjen	edellytettujen	edellytettyjen
etsintAkuulutUkset	etsintɑkuulutukset	etsintækuulutukset
lɑttiɑlæmmitUksestA	lɑttiɑlæmmituksestɑ	lɑttiɑlæmmityksestæ
erillisinAkin	erillisinɑkin	erillisinækin
jæseneltAAn	jæseneltɑɑn	jæseneltææn
myrkkysæiliøitA	myrkkysæiliøitɑ	myrkkysæiliøitæ
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
orkesterisæestUksen	orkesterisæestuksen	orkesterisæestyksen
uutislæhteenA	uutislæhteenɑ	uutislæhteenæ
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
væhempAAnkin	væhempɑɑnkin	væhempæænkin
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
itæhelsinkilAiset	itæhelsinkilɑiset	itæhelsinkilæiset
keynesilAiset	keynesilɑiset	keynesilæiset
kulkuyhteydestA	kulkuyhteydestɑ	kulkuyhteydestæ
køøriA	køøriɑ	køøriæ
lisævesiA	lisævesiɑ	lisævesiæ
lomitUstehtæviA	lomitustehtæviɑ	lomitustehtæviæ
læmææmAAn	læmææmɑɑn	læmææmææn
mosɑiikkitøitA	mosɑiikkitøitɑ	mosɑiikkitøitæ
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pikkuleivistA	pikkuleivistɑ	pikkuleivistæ
pitæjAnkɑrttAAn	pitæjɑnkɑrttɑɑn	pitæjænkɑrttɑɑn
pyrkimyksillAmme	pyrkimyksillɑmme	pyrkimyksillæmme
pærjænneitA	pærjænneitɑ	pærjænneitæ
selviæisikO	selviæisiko	selviæisikø
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
