uf	pred	sf
lɑngetettUjen	lɑngetettyjen	lɑngetettujen
viimepæivinA	viimepæivinɑ	viimepæivinæ
sæteilUttAmAllA	sæteiluttɑmɑllɑ	sæteilyttæmællæ
etsintAkuulutUkset	etsintɑkuulutukset	etsintækuulutukset
kɑksinɑpɑisUUs	kɑksinɑpɑisyys	kɑksinɑpɑisuus
kudosnæytteistA	kudosnæytteistɑ	kudosnæytteistæ
lɑttiɑlæmmitUksestA	lɑttiɑlæmmituksestɑ	lɑttiɑlæmmityksestæ
siistimmAksi	siistimmɑksi	siistimmæksi
sæestæmistA	sæestæmistɑ	sæestæmistæ
tɑrjousmenettelUA	tɑrjousmenetteluɑ	tɑrjousmenettelyæ
ylpeUdenɑiheemme	ylpeudenɑiheemme	ylpeydenɑiheemme
ylæhirrestA	ylæhirrestɑ	ylæhirrestæ
ɑinekseltAAn	ɑinekseltææn	ɑinekseltɑɑn
jælkijættøiseltA	jælkijættøiseltɑ	jælkijættøiseltæ
lettiA	lettiɑ	lettiæ
lyhtypylvæissA	lyhtypylvæissɑ	lyhtypylvæissæ
myrkkysæiliøitA	myrkkysæiliøitɑ	myrkkysæiliøitæ
mææræisinA	mææræisinɑ	mææræisinæ
ɑseteltAessA	ɑseteltæessɑ	ɑseteltɑessɑ
kɑnsɑnryhmissA	kɑnsɑnryhmissɑ	kɑnsɑnryhmissæ
keynesilAiset	keynesilɑiset	keynesilæiset
lomitUstehtæviA	lomitustehtæviɑ	lomitustehtæviæ
lænsimæessA	lænsimæessɑ	lænsimæessæ
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
pikkuleivistA	pikkuleivistɑ	pikkuleivistæ
pærjænneitA	pærjænneitɑ	pærjænneitæ
pææhenkiløissA	pææhenkiløissɑ	pææhenkiløissæ
sæilytellA	sæilytellɑ	sæilytellæ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
tærvelemAstA	tærvelemɑstɑ	tærvelemæstæ
