uf	pred	sf
tyøllisUUskehitUksestA	tyøllisuuskehituksestɑ	tyøllisyyskehityksestæ
kehitUsuskon	kehitususkon	kehitysuskon
nimitUksestAAn	nimituksestææn	nimityksestææn
næhdessA	næhdessɑ	næhdessæ
viimepæivinA	viimepæivinɑ	viimepæivinæ
konetyyppiA	konetyyppiɑ	konetyyppiæ
kuluttAjAhintɑindeksistA	kuluttɑjɑhintɑindeksistɑ	kuluttɑjɑhintɑindeksistæ
mɑnttelinperijOitA	mɑnttelinperijoitɑ	mɑnttelinperijøitæ
sæteilUttAmAllA	sæteiluttɑmɑllɑ	sæteilyttæmællæ
hɑllintoihmisiA	hɑllintoihmisiɑ	hɑllintoihmisiæ
koulutovereiltAAn	koulutovereiltææn	koulutovereiltɑɑn
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
mææræisinA	mææræisinɑ	mææræisinæ
orkesterisæestUksen	orkesterisæestuksen	orkesterisæestyksen
pidettUkAAn	pidettukɑɑn	pidettykææn
sokeripitoisUUteen	sokeripitoisyyteen	sokeripitoisuuteen
uutislæhteenA	uutislæhteenɑ	uutislæhteenæ
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑseteltAessA	ɑseteltæessɑ	ɑseteltɑessɑ
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
itæhelsinkilAiset	itæhelsinkilɑiset	itæhelsinkilæiset
keynesilAiset	keynesilɑiset	keynesilæiset
lisævesiA	lisævesiɑ	lisævesiæ
lænsimæessA	lænsimæessɑ	lænsimæessæ
mosɑiikkitøitA	mosɑiikkitøitɑ	mosɑiikkitøitæ
pɑksunsuolensyøvAssA	pɑksunsuolensyøvɑssɑ	pɑksunsuolensyøvæssæ
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
pikkuleivistA	pikkuleivistɑ	pikkuleivistæ
pyrkimyksillAmme	pyrkimyksillɑmme	pyrkimyksillæmme
pæivætɑnssejA	pæivætɑnssejæ	pæivætɑnssejɑ
pærjænneitA	pærjænneitɑ	pærjænneitæ
selviæisikO	selviæisiko	selviæisikø
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
sæilytellA	sæilytellɑ	sæilytellæ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
tærkeæmmiltA	tærkeæmmiltɑ	tærkeæmmiltæ
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
