uf	pred	sf
jæædytettAisiin	jæædytettɑisiin	jæædytettæisiin
hɑmpɑissAAn	hɑmpɑissææn	hɑmpɑissɑɑn
pimennUsverhot	pimennusverhot	pimennysverhot
ropinAA	ropinææ	ropinɑɑ
konetyyppiA	konetyyppiɑ	konetyyppiæ
kuluttAjAhintɑindeksistA	kuluttɑjɑhintɑindeksistɑ	kuluttɑjɑhintɑindeksistæ
mɑtkɑilijAyhdistUksen	mɑtkɑilijæyhdistuksen	mɑtkɑilijɑyhdistyksen
edellytettUjen	edellytettujen	edellytettyjen
lɑttiɑlæmmitUksestA	lɑttiɑlæmmituksestɑ	lɑttiɑlæmmityksestæ
myøtæjæisistA	myøtæjæisistɑ	myøtæjæisistæ
sæestæmistA	sæestæmistɑ	sæestæmistæ
tɑrjousmenettelUA	tɑrjousmenetteluɑ	tɑrjousmenettelyæ
erillisinAkin	erillisinɑkin	erillisinækin
hyvitUksinA	hyvituksinɑ	hyvityksinæ
lyhtypylvæissA	lyhtypylvæissɑ	lyhtypylvæissæ
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
niemekkeellA	niemekkeellɑ	niemekkeellæ
orkesterisæestUksen	orkesterisæestuksen	orkesterisæestyksen
piirtæmistAAn	piirtæmistɑɑn	piirtæmistææn
povellAAn	povellææn	povellɑɑn
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
kulkuyhteydestA	kulkuyhteydestɑ	kulkuyhteydestæ
lisævesiA	lisævesiɑ	lisævesiæ
lomitUstehtæviA	lomitustehtæviɑ	lomitustehtæviæ
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pyrkimyksillAmme	pyrkimyksillɑmme	pyrkimyksillæmme
pæivætɑnssejA	pæivætɑnssejæ	pæivætɑnssejɑ
pærjænneitA	pærjænneitɑ	pærjænneitæ
selviæisikO	selviæisiko	selviæisikø
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
tærvelemAstA	tærvelemɑstɑ	tærvelemæstæ
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
