uf	pred	sf
elæmAnkertojA	elæmɑnkertojɑ	elæmænkertojɑ
kipeimmAt	kipeimmɑt	kipeimmæt
tyøllisUUskehitUksestA	tyøllisuuskehituksestɑ	tyøllisyyskehityksestæ
nimitUksestAAn	nimituksestɑɑn	nimityksestææn
pimennUsverhot	pimennusverhot	pimennysverhot
læhestyttAvAn	læhestyttɑvɑn	læhestyttævæn
røntgensæteillA	røntgensæteillɑ	røntgensæteillæ
edellytettUjen	edellytettujen	edellytettyjen
hɑllintoihmisiA	hɑllintoihmisiɑ	hɑllintoihmisiæ
juniorityøssA	juniorityøssɑ	juniorityøssæ
lɑttiɑlæmmitUksestA	lɑttiɑlæmmituksestɑ	lɑttiɑlæmmityksestæ
myøtæjæisistA	myøtæjæisistɑ	myøtæjæisistæ
siistimmAksi	siistimmɑksi	siistimmæksi
sæestæmistA	sæestæmistɑ	sæestæmistæ
tɑrjousmenettelUA	tɑrjousmenetteluɑ	tɑrjousmenettelyæ
erillisinAkin	erillisinɑkin	erillisinækin
hyvitUksinA	hyvituksinɑ	hyvityksinæ
jæseneltAAn	jæseneltɑɑn	jæseneltææn
lettiA	lettiɑ	lettiæ
niemekkeellA	niemekkeellɑ	niemekkeellæ
piirtæmistAAn	piirtæmistɑɑn	piirtæmistææn
sokeripitoisUUteen	sokeripitoisyyteen	sokeripitoisuuteen
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
væhempAAnkin	væhempɑɑnkin	væhempæænkin
ærsyttæAkO	ærsyttææko	ærsyttæækø
ɑntɑmAttOmUUs	ɑntɑmɑttømyys	ɑntɑmɑttomuus
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑseteltAessA	ɑseteltæessɑ	ɑseteltɑessɑ
ɑvɑrUUsvirɑston	ɑvɑryysvirɑston	ɑvɑruusvirɑston
itæhelsinkilAiset	itæhelsinkilɑiset	itæhelsinkilæiset
jærkeenkæyvæltA	jærkeenkæyvæltɑ	jærkeenkæyvæltæ
køøriA	køøriɑ	køøriæ
lɑkkɑɑmAttOmAt	lɑkkɑɑmɑttømɑt	lɑkkɑɑmɑttomɑt
lomitUstehtæviA	lomitustehtæviɑ	lomitustehtæviæ
læmææmAAn	læmææmɑɑn	læmææmææn
pyrkimyksillAmme	pyrkimyksillɑmme	pyrkimyksillæmme
pærjænneitA	pærjænneitɑ	pærjænneitæ
pææhenkiløissA	pææhenkiløissɑ	pææhenkiløissæ
selviæisikO	selviæisiko	selviæisikø
tɑjuttOmAAn	tɑjuttømɑɑn	tɑjuttomɑɑn
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
tærvelemAstA	tærvelemɑstɑ	tærvelemæstæ
yrttikylpyjA	yrttikylpyjɑ	yrttikylpyjæ
