uf	pred	sf
rɑvintolisistA	rɑvintolisistɑ	rɑvintolisistæ
ɑrkityylissA	ɑrkityylissɑ	ɑrkityylissæ
mɑɑnpæællisillA	mɑɑnpæællisillɑ	mɑɑnpæællisillæ
teræstæytyA	teræstæytyɑ	teræstæytyæ
viimepæivinA	viimepæivinɑ	viimepæivinæ
sæteilUttAmAllA	sæteiluttɑmɑllɑ	sæteilyttæmællæ
ɑluehælytUskeskukselle	ɑluehælytuskeskukselle	ɑluehælytyskeskukselle
kudosnæytteistA	kudosnæytteistɑ	kudosnæytteistæ
pælkæhtænUt	pælkæhtænut	pælkæhtænyt
rɑkennetyøttOmUUs	rɑkennetyøttomuus	rɑkennetyøttømyys
sæestæmistA	sæestæmistɑ	sæestæmistæ
lettiA	lettiɑ	lettiæ
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
mææræisinA	mææræisinɑ	mææræisinæ
toimenpiteenAAn	toimenpiteenɑɑn	toimenpiteenææn
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
velkɑjærjestelUllA	velkɑjærjestelullɑ	velkɑjærjestelyllæ
viljelUtilojA	viljelutilojɑ	viljelytilojɑ
yksityiskæytøstA	yksityiskæytøstɑ	yksityiskæytøstæ
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑseteltAessA	ɑseteltæessɑ	ɑseteltɑessɑ
ɑvɑintermejA	ɑvɑintermejɑ	ɑvɑintermejæ
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
kɑnsɑnryhmissA	kɑnsɑnryhmissɑ	kɑnsɑnryhmissæ
kulkuyhteydestA	kulkuyhteydestɑ	kulkuyhteydestæ
lisævesiA	lisævesiɑ	lisævesiæ
lomitUstehtæviA	lomitustehtæviɑ	lomitustehtæviæ
læmææmAn	læmææmɑn	læmææmæn
læmææmAAn	læmææmɑɑn	læmææmææn
mɑidontuotɑntokykyA	mɑidontuotɑntokykyɑ	mɑidontuotɑntokykyæ
mosɑiikkitøitA	mosɑiikkitøitɑ	mosɑiikkitøitæ
pɑksunsuolensyøvAssA	pɑksunsuolensyøvɑssɑ	pɑksunsuolensyøvæssæ
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
pikkuleivistA	pikkuleivistɑ	pikkuleivistæ
pitæjAnkɑrttAAn	pitæjɑnkɑrttɑɑn	pitæjænkɑrttɑɑn
pyrkimyksillAmme	pyrkimyksillɑmme	pyrkimyksillæmme
pærjænneitA	pærjænneitɑ	pærjænneitæ
selviæisikO	selviæisiko	selviæisikø
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
sædekehænA	sædekehænɑ	sædekehænæ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeæmmiltA	tærkeæmmiltɑ	tærkeæmmiltæ
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
