uf	pred	sf
humussA	humussæ	humussɑ
siimɑstA	siimɑstæ	siimɑstɑ
vɑlmistUsvɑiheissA	vɑlmistæsvɑiheissæ	vɑlmistusvɑiheissɑ
ɑhdistetUn	ɑhdistetæn	ɑhdistetun
puimuriA	puimuriæ	puimuriɑ
sulkijAn	sulkijæn	sulkijɑn
tɑlouskomissiossA	tɑlouskomissiossæ	tɑlouskomissiossɑ
suolɑttUnA	suolɑttænæ	suolɑttunɑ
vɑɑlikierroksellA	vɑɑlikierroksellæ	vɑɑlikierroksellɑ
britɑnniɑlAisten	britɑnniɑlæisten	britɑnniɑlɑisten
mukɑAnoton	mukɑænoton	mukɑɑnoton
hɑmpɑissAAn	hɑmpɑissææn	hɑmpɑissɑɑn
hɑnkintAAnsA	hɑnkintæænsæ	hɑnkintɑɑnsɑ
lɑulunsɑnojA	lɑulunsɑnojæ	lɑulunsɑnojɑ
liikuntAvɑmmojen	liikuntævɑmmojen	liikuntɑvɑmmojen
myyntikɑtteellA	myyntikɑtteellæ	myyntikɑtteellɑ
nimitUksestAAn	nimitæksestææn	nimityksestææn
pæænkivistUstA	pæænkivistæstæ	pæænkivistystæ
ilmɑpuolustUsliiton	ilmɑpuolustæsliiton	ilmɑpuolustusliiton
kuullUllA	kuullællæ	kuullullɑ
lɑihempiA	lɑihempiæ	lɑihempiɑ
polyfonistA	polyfonistæ	polyfonistɑ
rɑhɑstUslɑite	rɑhɑstæslɑite	rɑhɑstuslɑite
romɑɑniensA	romɑɑniensæ	romɑɑniensɑ
sɑɑstuttAmAssA	sɑɑstuttæmæssæ	sɑɑstuttɑmɑssɑ
tɑlousuutisissA	tɑlousuutisissæ	tɑlousuutisissɑ
tuotɑntosuunnissA	tuotɑntosuunnissæ	tuotɑntosuunnissɑ
ykkøsohjelmɑrɑhɑA	ykkøsohjelmɑrɑhɑæ	ykkøsohjelmɑrɑhɑɑ
huojuivAt	huojuivæt	huojuivɑt
kɑksinɑpɑisUUs	kɑksinɑpɑisææs	kɑksinɑpɑisuus
koulutettAvinA	koulutettævinæ	koulutettɑvinɑ
lɑinɑttUihin	lɑinɑttæihin	lɑinɑttuihin
lihɑllisestA	lihɑllisestæ	lihɑllisestɑ
liikuntAjohtɑjAksi	liikuntæjohtɑjæksi	liikuntɑjohtɑjɑksi
næytøsoikeUdenkæynti	næytøsoikeædenkæynti	næytøsoikeudenkæynti
pistetUt	pistetæt	pistetyt
pælkæhtænUt	pælkæhtænæt	pælkæhtænyt
ristiinnɑulitsemAllA	ristiinnɑulitsemællæ	ristiinnɑulitsemɑllɑ
selviytymistɑistelU	selviytymistɑistelæ	selviytymistɑistelu
syntyɑjoiltA	syntyɑjoiltæ	syntyɑjoiltɑ
tuodUksi	tuodæksi	tuoduksi
turistikohteistA	turistikohteistæ	turistikohteistɑ
urheilUtilojA	urheilætilojæ	urheilutilojɑ
vɑltɑmerentɑkɑisiA	vɑltɑmerentɑkɑisiæ	vɑltɑmerentɑkɑisiɑ
ɑrvostellUttA	ɑrvostellættæ	ɑrvostelluttɑ
