uf	pred	sf
kyyjærveltA	kyyjærveltɑ	kyyjærveltæ
jæædytettAisiin	jæædytettɑisiin	jæædytettæisiin
kysyisivAt	kysyisivɑt	kysyisivæt
ɑnsɑitsevAtkO	ɑnsɑitsevɑtkæ	ɑnsɑitsevɑtko
kuluttAjAhintɑindeksistA	kuluttɑjɑhintɑindeksistɑ	kuluttɑjɑhintɑindeksistæ
mɑnttelinperijOitA	mɑnttelinperijuitɑ	mɑnttelinperijøitæ
mɑtkɑilijAyhdistUksen	mɑtkɑilijɑyhdistuksen	mɑtkɑilijɑyhdistyksen
ɑluehælytUskeskukselle	ɑluehælytuskeskukselle	ɑluehælytyskeskukselle
juniorityøssA	juniorityøssɑ	juniorityøssæ
kudosnæytteistA	kudosnæytteistɑ	kudosnæytteistæ
myøtæjæisistA	myøtæjæisistɑ	myøtæjæisistæ
pistetUt	pistetut	pistetyt
ɑukioOn	ɑukioun	ɑukioon
erillisinAkin	erillisinɑkin	erillisinækin
hyvitUksinA	hyvituksinɑ	hyvityksinæ
imusolmukesyøpæA	imusolmukesyøpæɑ	imusolmukesyøpææ
jæseneltAAn	jæseneltɑɑn	jæseneltææn
lyhtypylvæissA	lyhtypylvæissɑ	lyhtypylvæissæ
myrkkysæiliøitA	myrkkysæiliøitɑ	myrkkysæiliøitæ
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
velkɑjærjestelUllA	velkɑjærjestelullɑ	velkɑjærjestelyllæ
viljelUtilojA	viljelutilojɑ	viljelytilojɑ
yksityiskæytøstA	yksityiskæytøstɑ	yksityiskæytøstæ
yønæytøksenA	yønæytøksenɑ	yønæytøksenæ
ærsyttæAkO	ærsyttæɑkæ	ærsyttæækø
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑrvostelijOillA	ɑrvostelijuillɑ	ɑrvostelijoillɑ
hɑlpɑmyyntiA	hɑlpɑmyyntiɑ	hɑlpɑmyyntiæ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
itæhelsinkilAiset	itæhelsinkilɑiset	itæhelsinkilæiset
jærkeenkæyvæltA	jærkeenkæyvæltɑ	jærkeenkæyvæltæ
kɑnsɑnryhmissA	kɑnsɑnryhmissɑ	kɑnsɑnryhmissæ
lisævesiA	lisævesiɑ	lisævesiæ
lænsimæessA	lænsimæessɑ	lænsimæessæ
mɑɑlɑɑkO	mɑɑlɑɑkæ	mɑɑlɑɑko
mɑidontuotɑntokykyA	mɑidontuotɑntokykyɑ	mɑidontuotɑntokykyæ
pɑksunsuolensyøvAssA	pɑksunsuolensyøvɑssɑ	pɑksunsuolensyøvæssæ
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
pææhenkiløissA	pææhenkiløissɑ	pææhenkiløissæ
rɑhɑnkæyttøOnsA	rɑhɑnkæyttøunsɑ	rɑhɑnkæyttøønsæ
rippikouluikæAn	rippikouluikæɑn	rippikouluikææn
selviæisikO	selviæisiku	selviæisikø
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
sædekehænA	sædekehænɑ	sædekehænæ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeæmmiltA	tærkeæmmiltɑ	tærkeæmmiltæ
tærvelemAstA	tærvelemɑstɑ	tærvelemæstæ
vɑluuttɑliittoOn	vɑluuttɑliittoun	vɑluuttɑliittoon
