uf	pred	sf
rekisterinpitæjAt	rekisterinpitæjɑt	rekisterinpitæjæt
pettymystAni	pettymystɑni	pettymystæni
kehitUsuskon	kehitususkon	kehitysuskon
nimitUksestAAn	nimituksestɑɑn	nimityksestææn
teræstæytyA	teræstæytyɑ	teræstæytyæ
viimepæivinA	viimepæivinɑ	viimepæivinæ
eleensA	eleensɑ	eleensæ
berberiA	berberiɑ	berberiæ
edellytettUjen	edellytettujen	edellytettyjen
mɑksunsɑɑntijærjestUksestA	mɑksunsɑɑntijærjestuksestɑ	mɑksunsɑɑntijærjestyksestæ
myøtæjæisistA	myøtæjæisistɑ	myøtæjæisistæ
pistetUt	pistetut	pistetyt
siistimmAksi	siistimmɑksi	siistimmæksi
vuosipæivænAAn	vuosipæivænɑɑn	vuosipæivænææn
erillisinAkin	erillisinɑkin	erillisinækin
jælkijættøiseltA	jælkijættøiseltɑ	jælkijættøiseltæ
lyhtypylvæissA	lyhtypylvæissɑ	lyhtypylvæissæ
myrkkysæiliøitA	myrkkysæiliøitɑ	myrkkysæiliøitæ
mææræisinA	mææræisinɑ	mææræisinæ
piirtæmistAAn	piirtæmistɑɑn	piirtæmistææn
ryøppyUn	ryøppyun	ryøppyyn
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
viljelUtilojA	viljelutilojɑ	viljelytilojɑ
væhempAAnkin	væhempɑɑnkin	væhempæænkin
yksityiskæytøstA	yksityiskæytøstɑ	yksityiskæytøstæ
yønæytøksenA	yønæytøksenɑ	yønæytøksenæ
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
edustUskysymyksessA	edustuskysymyksessɑ	edustuskysymyksessæ
heinAkɑnkɑɑntie	heinɑkɑnkɑɑntie	heinækɑnkɑɑntie
itæhelsinkilAiset	itæhelsinkilɑiset	itæhelsinkilæiset
kyyhøttævAn	kyyhøttævɑn	kyyhøttævæn
lisævesiA	lisævesiɑ	lisævesiæ
lomitUstehtæviA	lomitustehtæviɑ	lomitustehtæviæ
læmææmAn	læmææmɑn	læmææmæn
lænsimæessA	lænsimæessɑ	lænsimæessæ
mɑidontuotɑntokykyA	mɑidontuotɑntokykyɑ	mɑidontuotɑntokykyæ
mosɑiikkitøitA	mosɑiikkitøitɑ	mosɑiikkitøitæ
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
pikkuleivistA	pikkuleivistɑ	pikkuleivistæ
pyrkimyksillAmme	pyrkimyksillɑmme	pyrkimyksillæmme
rɑhɑnkæyttøOnsA	rɑhɑnkæyttøonsɑ	rɑhɑnkæyttøønsæ
rippikouluikæAn	rippikouluikæɑn	rippikouluikææn
sæilytellA	sæilytellɑ	sæilytellæ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
tærvelemAstA	tærvelemɑstɑ	tærvelemæstæ
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
