uf	pred	sf
kestævUUdestAAn	kestævuudestɑɑn	kestævyydestææn
pæællekkæisiltA	pæællekkæisiltɑ	pæællekkæisiltæ
ihmeissAmme	ihmeissɑmme	ihmeissæmme
kehitUsuskon	kehitususkon	kehitysuskon
kysyisivAt	kysyisivɑt	kysyisivæt
teræstæytyA	teræstæytyɑ	teræstæytyæ
ærsyttæmAllA	ærsyttæmɑllɑ	ærsyttæmællæ
eleensA	eleensɑ	eleensæ
mɑtkɑilijAyhdistUksen	mɑtkɑilijɑyhdistuksen	mɑtkɑilijɑyhdistyksen
ɑluehælytUskeskukselle	ɑluehælytuskeskukselle	ɑluehælytyskeskukselle
berberiA	berberiɑ	berberiæ
mɑksunsɑɑntijærjestUksestA	mɑksunsɑɑntijærjestuksestɑ	mɑksunsɑɑntijærjestyksestæ
tɑrjousmenettelUA	tɑrjousmenetteluɑ	tɑrjousmenettelyæ
vuosipæivænAAn	vuosipæivænɑɑn	vuosipæivænææn
hyvitUksinA	hyvituksinɑ	hyvityksinæ
lyhtypylvæissA	lyhtypylvæissɑ	lyhtypylvæissæ
mææræisinA	mææræisinɑ	mææræisinæ
niemekkeellA	niemekkeellɑ	niemekkeellæ
orkesterisæestUksen	orkesterisæestuksen	orkesterisæestyksen
pidettUkAAn	pidettukɑɑn	pidettykææn
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
vetæjApulɑ	vetæjɑpulɑ	vetæjæpulɑ
viljelUtilojA	viljelutilojɑ	viljelytilojɑ
væhempAAnkin	væhempɑɑnkin	væhempæænkin
yksityiskæytøstA	yksityiskæytøstɑ	yksityiskæytøstæ
ærsyttæAkO	ærsyttæɑkɑ	ærsyttæækø
ɑntɑmAttOmUUs	ɑntɑmɑttumuus	ɑntɑmɑttomuus
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑrvostelijOillA	ɑrvostelijɑillɑ	ɑrvostelijoillɑ
edustUskysymyksessA	edustuskysymyksessɑ	edustuskysymyksessæ
itæhelsinkilAiset	itæhelsinkilɑiset	itæhelsinkilæiset
joulutOntuille	joulutɑntuille	joulutontuille
kyyhøttævAn	kyyhøttævɑn	kyyhøttævæn
mɑɑlɑɑkO	mɑɑlɑɑkɑ	mɑɑlɑɑko
mɑidontuotɑntokykyA	mɑidontuotɑntokykyɑ	mɑidontuotɑntokykyæ
perinteitAkAAn	perinteitɑkɑɑn	perinteitækææn
pææhenkiløissA	pææhenkiløissɑ	pææhenkiløissæ
selviæisikO	selviæisikɑ	selviæisikø
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
sædekehænA	sædekehænɑ	sædekehænæ
tuomioistuinkæsittelUjA	tuomioistuinkæsittelujɑ	tuomioistuinkæsittelyjæ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
tærkeæmmiltA	tærkeæmmiltɑ	tærkeæmmiltæ
vɑluuttɑliittoOn	vɑluuttɑliittoɑn	vɑluuttɑliittoon
yrttikylpyjA	yrttikylpyjɑ	yrttikylpyjæ
