uf	pred	sf
mielipidekyselUUn	mielipidekyseluun	mielipidekyselyyn
lɑskijOiden	lɑskijøiden	lɑskijoiden
pettymystAni	pettymystɑni	pettymystæni
rɑvintolisistA	rɑvintolisistɑ	rɑvintolisistæ
elæmAssAnne	elæmɑssɑnne	elæmæssænne
viimepæivinA	viimepæivinɑ	viimepæivinæ
pureekO	pureekø	pureeko
retkeilUvɑrusteitA	retkeiluvɑrusteitɑ	retkeilyvɑrusteitɑ
edellytettUjen	edellytettujen	edellytettyjen
pistetUt	pistetut	pistetyt
rɑkennetyøttOmUUs	rɑkennetyøttømuus	rɑkennetyøttømyys
ylæhirrestA	ylæhirrestɑ	ylæhirrestæ
ɑukioOn	ɑukioøn	ɑukioon
erillisinAkin	erillisinɑkin	erillisinækin
hyvitUksinA	hyvituksinɑ	hyvityksinæ
imusolmukesyøpæA	imusolmukesyøpæɑ	imusolmukesyøpææ
jæseneltAAn	jæseneltɑɑn	jæseneltææn
kylmenevAssA	kylmenevɑssɑ	kylmenevæssæ
lyhtypylvæissA	lyhtypylvæissɑ	lyhtypylvæissæ
mææræɑikɑistileillA	mææræɑikɑistileillɑ	mææræɑikɑistileillæ
pidettUkAAn	pidettukɑɑn	pidettykææn
uutislæhteenA	uutislæhteenɑ	uutislæhteenæ
vetæjApulɑ	vetæjɑpulɑ	vetæjæpulɑ
yksityiskæytøstA	yksityiskæytøstɑ	yksityiskæytøstæ
ærsyttæAkO	ærsyttæɑkø	ærsyttæækø
ɑntɑmAttOmUUs	ɑntɑmɑttømuus	ɑntɑmɑttomuus
edustUskysymyksessA	edustuskysymyksessɑ	edustuskysymyksessæ
itæhelsinkilAiset	itæhelsinkilɑiset	itæhelsinkilæiset
kɑnsɑnryhmissA	kɑnsɑnryhmissɑ	kɑnsɑnryhmissæ
keynesilAiset	keynesilɑiset	keynesilæiset
kulkuyhteydestA	kulkuyhteydestɑ	kulkuyhteydestæ
kyyhøttævAn	kyyhøttævɑn	kyyhøttævæn
læmææmAn	læmææmɑn	læmææmæn
læmææmAAn	læmææmɑɑn	læmææmææn
mɑidontuotɑntokykyA	mɑidontuotɑntokykyɑ	mɑidontuotɑntokykyæ
mosɑiikkitøitA	mosɑiikkitøitɑ	mosɑiikkitøitæ
pitæjAnkɑrttAAn	pitæjɑnkɑrttɑɑn	pitæjænkɑrttɑɑn
pææhenkiløissA	pææhenkiløissɑ	pææhenkiløissæ
rɑhɑnkæyttøOnsA	rɑhɑnkæyttøønsɑ	rɑhɑnkæyttøønsæ
syøpæyhdistUsten	syøpæyhdistusten	syøpæyhdistysten
sædekehænA	sædekehænɑ	sædekehænæ
tɑjuttOmAAn	tɑjuttømɑɑn	tɑjuttomɑɑn
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
tærkeæmmiltA	tærkeæmmiltɑ	tærkeæmmiltæ
tærvelemAstA	tærvelemɑstɑ	tærvelemæstæ
vɑluuttɑliittoOn	vɑluuttɑliittoøn	vɑluuttɑliittoon
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
