uf	pred	sf
pæænkivistUstA	pæænkivistustɑ	pæænkivistystæ
eleensA	eleensɑ	eleensæ
sæteilUttAmAllA	sæteiluttɑmɑllɑ	sæteilyttæmællæ
berberiA	berberiɑ	berberiæ
hɑllintoihmisiA	hɑllintoihmisiɑ	hɑllintoihmisiæ
lɑttiɑlæmmitUksestA	lɑttiɑlæmmituksestɑ	lɑttiɑlæmmityksestæ
pistetUt	pistetut	pistetyt
pælkæhtænUt	pælkæhtænut	pælkæhtænyt
sæestæmistA	sæestæmistɑ	sæestæmistæ
tɑrjousmenettelUA	tɑrjousmenetteluɑ	tɑrjousmenettelyæ
ylpeUdenɑiheemme	ylpeudenɑiheemme	ylpeydenɑiheemme
imusolmukesyøpæA	imusolmukesyøpæɑ	imusolmukesyøpææ
kylmenevAssA	kylmenevɑssɑ	kylmenevæssæ
lettiA	lettiɑ	lettiæ
lyhtypylvæissA	lyhtypylvæissɑ	lyhtypylvæissæ
mææræisinA	mææræisinɑ	mææræisinæ
ryøppyUn	ryøppyun	ryøppyyn
vɑihtopisteitA	vɑihtopisteitɑ	vɑihtopisteitæ
viljelUtilojA	viljelutilojɑ	viljelytilojɑ
ærsyttæAkO	ærsyttæɑkø	ærsyttæækø
ɑntɑmAttOmUUs	ɑntɑmɑttømuus	ɑntɑmɑttomuus
ɑrvomerkkinsA	ɑrvomerkkinsɑ	ɑrvomerkkinsæ
ɑrvostelijOillA	ɑrvostelijøillɑ	ɑrvostelijoillɑ
kɑnsɑnryhmissA	kɑnsɑnryhmissɑ	kɑnsɑnryhmissæ
keynesilAiset	keynesilɑiset	keynesilæiset
kulkuyhteydestA	kulkuyhteydestɑ	kulkuyhteydestæ
kyyhøttævAn	kyyhøttævɑn	kyyhøttævæn
køøriA	køøriɑ	køøriæ
lisævesiA	lisævesiɑ	lisævesiæ
lomitUstehtæviA	lomitustehtæviɑ	lomitustehtæviæ
læmææmAn	læmææmɑn	læmææmæn
mɑɑlɑɑkO	mɑɑlɑɑkø	mɑɑlɑɑko
mosɑiikkitøitA	mosɑiikkitøitɑ	mosɑiikkitøitæ
pidættæmisessA	pidættæmisessɑ	pidættæmisessæ
pikkuleivistA	pikkuleivistɑ	pikkuleivistæ
pitæjAnkɑrttAAn	pitæjɑnkɑrttɑɑn	pitæjænkɑrttɑɑn
pærjænneitA	pærjænneitɑ	pærjænneitæ
pææhenkiløissA	pææhenkiløissɑ	pææhenkiløissæ
rɑhɑnkæyttøOnsA	rɑhɑnkæyttøønsɑ	rɑhɑnkæyttøønsæ
sædekehænA	sædekehænɑ	sædekehænæ
sæilytellA	sæilytellɑ	sæilytellæ
tɑjuttOmAAn	tɑjuttømɑɑn	tɑjuttomɑɑn
tuotepɑlkintOjA	tuotepɑlkintøjɑ	tuotepɑlkintojɑ
tærkeimpiAkin	tærkeimpiɑkin	tærkeimpiækin
vɑluuttɑliittoOn	vɑluuttɑliittoøn	vɑluuttɑliittoon
yhdisteryhmiA	yhdisteryhmiɑ	yhdisteryhmiæ
