uf	pred	sf
kurulH	kuruli	kurulu
gynH	gyni	gyny
olmAAn	olmeen	olmɑɑn
jolH	joli	jolu
hɯzlH	hɯzli	hɯzlɯ
øzellHklArH	øzellɯklɑrɯ	øzellikleri
bølymH	bølymi	bølymy
dønemDA	dønemdɑ	dønemde
ɑlɑnDA	ɑlɑnde	ɑlɑndɑ
jerDA	jerdɑ	jerde
yrynlArH	yrynlɑrɯ	yrynleri
ɑdlH	ɑdli	ɑdlɯ
jɯlDA	jɯlde	jɯldɑ
sɑɰlɯklH	sɑɰlɯkli	sɑɰlɯklɯ
jɑnDAn	jɑnden	jɑndɑn
mydyrH	mydyrɯ	mydyry
dyzenlAnAn	dyzenlɑnɑn	dyzenlenen
birAr	birɑr	birer
toplumsAl	toplumsel	toplumsɑl
sonA	sone	sonɑ
rɑporH	rɑporɯ	rɑporu
gynmHzDA	gynmizde	gynmyzde
ʧoʤuklAr	ʧoʤukler	ʧoʤuklɑr
olDHklArH	oltiklɑrɯ	olduklɑrɯ
kiʃisAl	kiʃisɑl	kiʃisel
kɑnunHn	kɑnunin	kɑnunun
yrynlAr	yrynlɑr	yrynler
ʧɑlɯʃmAH	ʧɑlɯʃmei	ʧɑlɯʃmɑɯ
hɑlkHn	hɑlkin	hɑlkɯn
bɑʃDA	bɑʃte	bɑʃtɑ
kɑrtH	kɑrti	kɑrtɯ
toplumHn	toplumin	toplumun
insɑnHn	insɑnin	insɑnɯn
formH	formi	formu
progrɑmlArH	progrɑmleri	progrɑmlɑrɯ
birejsAl	birejsɑl	birejsel
iʃA	iʃɑ	iʃe
jerlArDA	jerlɑrdɑ	jerlerde
jɯllAr	jɯller	jɯllɑr
ylkelArDA	ylkelerdɑ	ylkelerde
okulH	okuli	okulu
kurumsAl	kurumsel	kurumsɑl
iʃlArH	iʃlɑrɯ	iʃleri
bølymDA	bølymdɑ	bølymde
ɑlɑnA	ɑlɑne	ɑlɑnɑ
tyrH	tyrɯ	tyry
sonuʧlAr	sonuʧler	sonuʧlɑr
progrɑmHn	progrɑmin	progrɑmɯn
gynlArDA	gynlɑrdɑ	gynlerde
geliʃmAlAr	geliʃmɑlɑr	geliʃmeler
ønmHzDAki	ønmizdeki	ønmyzdeki
hɑjɑtA	hɑjɑte	hɑjɑtɑ
ɑmɑʧlH	ɑmɑʧli	ɑmɑʧlɯ
yʤretsHz	yʤretsɯz	yʤretsiz
hɑllArDA	hɑllɑrdɑ	hɑllerde
kurulHHn	kuruliin	kuruluun
jɑpmAA	jɑpmee	jɑpmɑɑ
detɑjlH	detɑjli	detɑjlɯ
geliʃAn	geliʃɑn	geliʃen
ujɑrHnʤA	ujɑrinʤe	ujɑrɯnʤɑ
sɯnɯrlH	sɯnɯrli	sɯnɯrlɯ
kontrolH	kontroli	kontroly
byjymA	byjymɑ	byjyme
olmAA	olmee	olmɑɑ
ujumlH	ujumli	ujumlu
ʧɯkHʃ	ʧɯkiʃ	ʧɯkɯʃ
sektørH	sektørɯ	sektøry
belirtAn	belirtɑn	belirten
dɑnɯʃmɑnlHk	dɑnɯʃmɑnlik	dɑnɯʃmɑnlɯk
hɑlkH	hɑlki	hɑlkɯ
ɑnlɑmlH	ɑnlɑmli	ɑnlɑmlɯ
dɯʃɯnDAki	dɯʃɯndeki	dɯʃɯndɑki
jɑpDHklArH	jɑptiklɑrɯ	jɑptɯklɑrɯ
tekniklArH	tekniklɑrɯ	teknikleri
uzmɑnlHk	uzmɑnlik	uzmɑnlɯk
hɑlkA	hɑlke	hɑlkɑ
koʃullArH	koʃulleri	koʃullɑrɯ
ʧɑlɯʃmAlArnA	ʧɑlɯʃmelerne	ʧɑlɯʃmɑlɑrnɑ
ʃɑrtlArH	ʃɑrtleri	ʃɑrtlɑrɯ
sɯnɯrlArH	sɯnɯrleri	sɯnɯrlɑrɯ
jɑrɑrlH	jɑrɑrli	jɑrɑrlɯ
jɑkɯnDAn	jɑkɯnden	jɑkɯndɑn
ɑlmAA	ɑlmee	ɑlmɑɑ
kurumlAr	kurumler	kurumlɑr
uzɑkDAn	uzɑkten	uzɑktɑn
orɑnDA	orɑnde	orɑndɑ
gynHn	gynin	gynyn
yrynH	yryni	yryny
progrɑmlAr	progrɑmler	progrɑmlɑr
toplɑntɯA	toplɑntɯe	toplɑntɯɑ
deɰiʃAn	deɰiʃɑn	deɰiʃen
ʧøzymH	ʧøzymi	ʧøzymy
dyʃAn	dyʃɑn	dyʃen
ʧɑlɯʃmAA	ʧɑlɯʃmee	ʧɑlɯʃmɑɑ
inʤelAnmAH	inʤelenmɑɯ	inʤelenmei
sɯnɑvH	sɯnɑvi	sɯnɑvɯ
bølgesAl	bølgesɑl	bølgesel
kɑrɑrlAr	kɑrɑrler	kɑrɑrlɑr
koruHʤH	koruɯʤɯ	koruuʤu
tɑrihDA	tɑrihdɑ	tɑrihte
jerDAn	jerdɑn	jerden
olɑjlAr	olɑjler	olɑjlɑr
yrynlArHn	yrynlɑrɯn	yrynlerin
sɑnA	sɑne	sɑnɑ
gynlArH	gynlɑrɯ	gynleri
