uf	pred	sf
gynH	gyni	gyny
gerekAn	gerekɑn	gereken
geʧAn	geʧɑn	geʧen
sizA	sizɑ	size
bizA	bizɑ	bize
bølymH	bølymɯ	bølymy
durumH	durumɯ	durumu
sɑtHʃ	sɑtiʃ	sɑtɯʃ
dynjɑDA	dynjɑte	dynjɑdɑ
bilimsAl	bilimsɑl	bilimsel
jerDA	jerdɑ	jerde
ɑrɑDA	ɑrɑde	ɑrɑdɑ
yʧnʤH	yʧnʤi	yʧnʤy
ɑdlH	ɑdli	ɑdlɯ
jɯlDA	jɯlde	jɯldɑ
gørmA	gørmɑ	gørme
mydyrH	mydyri	mydyry
tipH	tipɯ	tipi
isteAn	isteɑn	isteen
deɰerlendirmA	deɰerlendirmɑ	deɰerlendirme
dyzenlAnAn	dyzenlɑnɑn	dyzenlenen
durumlArDA	durumlerdɑ	durumlɑrdɑ
birAr	birɑr	birer
ølʧyDA	ølʧydɑ	ølʧyde
kurumH	kurumɯ	kurumu
kodH	kodi	kodu
jɑdA	jɑde	jɑdɑ
ortɑDAn	ortɑden	ortɑdɑn
sorumlH	sorumli	sorumlu
olDHklArH	oldiklɑrɯ	olduklɑrɯ
syreDA	syrete	syrede
kiʃisAl	kiʃisɑl	kiʃisel
geliʃmA	geliʃmɑ	geliʃme
kɑnunHn	kɑnunin	kɑnunun
ylkeDA	ylkete	ylkede
yrynlAr	yrynlɑr	yrynler
sonuʧlArH	sonuʧleri	sonuʧlɑrɯ
hɑlkHn	hɑlkin	hɑlkɯn
bɑʃDA	bɑʃte	bɑʃtɑ
toplumHn	toplumin	toplumun
ermAnH	ermɑnɯ	ermeni
orɑDA	orɑde	orɑdɑ
progrɑmlArH	progrɑmleri	progrɑmlɑrɯ
birejsAl	birejsɑl	birejsel
jerlArDA	jerlɑrdɑ	jerlerde
hizmetlAr	hizmetlɑr	hizmetler
ɑrtHʃ	ɑrtiʃ	ɑrtɯʃ
ylkelArDA	ylkelerdɑ	ylkelerde
sɯrɑDA	sɯrɑde	sɯrɑdɑ
gynDA	gyndɑ	gynde
hepH	hepɯ	hepi
jukɑrɯDAki	jukɑrɯtɑki	jukɑrɯdɑki
bølymDA	bølymdɑ	bølymde
tyrH	tyri	tyry
burɑDAn	burɑden	burɑdɑn
jolA	jole	jolɑ
geliʃmAlAr	geliʃmɑlɑr	geliʃmeler
olmADAn	olmɑden	olmɑdɑn
jønDA	jøndɑ	jønde
