uf	pred	sf
fɑrklH	fɑrkli	fɑrklɯ
gynH	gyni	gyny
merkezH	merkezɯ	merkezi
gerekAn	gerekɑn	gereken
ikinʤH	ikinʤɯ	ikinʤi
hɯzlH	hɯzli	hɯzlɯ
oluʃAn	oluʃen	oluʃɑn
ʧɑlɯʃAn	ʧɑlɯʃen	ʧɑlɯʃɑn
dønemDA	dønemdɑ	dønemde
biʧimDA	biʧimdɑ	biʧimde
hɑklArH	hɑkleri	hɑklɑrɯ
bilimsAl	bilimsɑl	bilimsel
jɯllArDA	jɯllerde	jɯllɑrdɑ
vermA	vermɑ	verme
ɑdlH	ɑdli	ɑdlɯ
kullɑnArAk	kullɑnɑrek	kullɑnɑrɑk
gørmA	gørmɑ	gørme
sɑɰlɯklH	sɑɰlɯkli	sɑɰlɯklɯ
tipH	tipɯ	tipi
deɰerlendirmA	deɰerlendirmɑ	deɰerlendirme
dyzenlAnAn	dyzenlɑnɑn	dyzenlenen
durumlArDA	durumlerde	durumlɑrdɑ
ølʧyDA	ølʧydɑ	ølʧyde
kodH	kodi	kodu
sonA	sone	sonɑ
ɑlɯnArAk	ɑlɯnerek	ɑlɯnɑrɑk
gynmHzDA	gynmizde	gynmyzde
syreDA	syrete	syrede
kiʃisAl	kiʃisɑl	kiʃisel
geliʃmA	geliʃmɑ	geliʃme
konulArDA	konulɑrde	konulɑrdɑ
ylkeDA	ylkete	ylkede
yrynlAr	yrynlɑr	yrynler
kɑjnɑklArH	kɑjnɑkleri	kɑjnɑklɑrɯ
bɑʃDA	bɑʃte	bɑʃtɑ
toplumHn	toplumin	toplumun
ermAnH	ermɑnɯ	ermeni
dyzejDA	dyzejdɑ	dyzejde
formH	formɯ	formu
progrɑmlArH	progrɑmleri	progrɑmlɑrɯ
birejsAl	birejsɑl	birejsel
iʃA	iʃɑ	iʃe
enstityH	enstityi	enstityy
ʧoʤuklArHn	ʧoʤuklerin	ʧoʤuklɑrɯn
gynDA	gyndɑ	gynde
hɑstɑlArHn	hɑstɑlerin	hɑstɑlɑrɯn
jɑpArAk	jɑperek	jɑpɑrɑk
derslAr	derslɑr	dersler
hepH	hepɯ	hepi
iʃlArH	iʃlɑrɯ	iʃleri
bølymDA	bølymdɑ	bølymde
tyrH	tyri	tyry
genʧlHk	genʧlɯk	genʧlik
gynlArDA	gynlɑrde	gynlerde
geliʃmAlAr	geliʃmɑlɑr	geliʃmeler
hɑstɑlArDA	hɑstɑlɑrde	hɑstɑlɑrdɑ
ønmHzDAki	ønmizdeki	ønmyzdeki
hɑjɑtA	hɑjɑte	hɑjɑtɑ
ɑmɑʧlH	ɑmɑʧli	ɑmɑʧlɯ
vermA	vermɑ	verme
deɰiʃiklHklAr	deɰiʃikliklɑr	deɰiʃiklikler
yʤretsHz	yʤretsɯz	yʤretsiz
jønDA	jøndɑ	jønde
etmAH	etmɑɯ	etmei
miktɑrDA	miktɑrde	miktɑrdɑ
ujɑrHnʤA	ujɑrɯnʤe	ujɑrɯnʤɑ
sɯnɯrlH	sɯnɯrli	sɯnɯrlɯ
etmAA	etmɑɑ	etmee
iʃlAr	iʃlɑr	iʃler
tɑrihDAn	tɑrihtɑn	tɑrihten
sektørH	sektøri	sektøry
ɑlɑnlArDA	ɑlɑnlɑrde	ɑlɑnlɑrdɑ
belirtAn	belirtɑn	belirten
hɑlkH	hɑlki	hɑlkɯ
