uf	pred	sf
geʧAn	geʧɑn	geʧen
oHn	oin	oun
jyzDA	jyzdɑ	jyzde
bølymH	bølymi	bølymy
dønemDA	dønemdɑ	dønemde
hɑlDA	hɑldɑ	hɑlde
jerDA	jerdɑ	jerde
ylkemHzDA	ylkemizdɑ	ylkemizde
yʧnʤH	yʧnʤi	yʧnʤy
gyʧlH	gyʧli	gyʧly
yrynlArH	yrynlɑrɯ	yrynleri
ɑdlH	ɑdli	ɑdlɯ
kullɑnArAk	kullɑnerek	kullɑnɑrɑk
gørmA	gørmɑ	gørme
sɑɰlɯklH	sɑɰlɯkli	sɑɰlɯklɯ
kullAnHʤH	kullɑniʤi	kullɑnɯʤɯ
mydyrH	mydyri	mydyry
tipH	tipu	tipi
deɰerlendirmA	deɰerlendirmɑ	deɰerlendirme
dikkɑtA	dikkɑtɑ	dikkɑte
dyzenlAnAn	dyzenlɑnɑn	dyzenlenen
durumlArDA	durumlerdɑ	durumlɑrdɑ
birAr	birɑr	birer
jyzDAn	jyzdɑn	jyzden
sonA	sone	sonɑ
rɑporH	rɑpori	rɑporu
ʧoʤuklAr	ʧoʤukler	ʧoʤuklɑr
olDHklArH	oldukleri	olduklɑrɯ
kiʃisAl	kiʃisɑl	kiʃisel
geliʃmA	geliʃmɑ	geliʃme
kɑnunHn	kɑnunin	kɑnunun
ylkeDA	ylkete	ylkede
yrynlAr	yrynlɑr	yrynler
girAn	girɑn	giren
hɑlkHn	hɑlkin	hɑlkɯn
bɑʃDA	bɑʃte	bɑʃtɑ
kɑrtH	kɑrti	kɑrtɯ
ermAnH	ermɑnɯ	ermeni
dyzejDA	dyzejdɑ	dyzejde
enstityH	enstityi	enstityy
ɑrtHʃ	ɑrtiʃ	ɑrtɯʃ
jɯllAr	jɯller	jɯllɑr
ylkelArDA	ylkelerdɑ	ylkelerde
gynDA	gyndɑ	gynde
jɑpArAk	jɑperek	jɑpɑrɑk
kurumsAl	kurumsel	kurumsɑl
hepH	hepu	hepi
bølymDA	bølymdɑ	bølymde
tyrH	tyri	tyry
gynlArDA	gynlɑrdɑ	gynlerde
geliʃmAlAr	geliʃmɑlɑr	geliʃmeler
ønmHzDAki	ønmyzdɑki	ønmyzdeki
ɑmɑʧlH	ɑmɑʧli	ɑmɑʧlɯ
jønDA	jøndɑ	jønde
hɑllArDA	hɑllɑrdɑ	hɑllerde
kuruluʃlArH	kuruluʃleri	kuruluʃlɑrɯ
ujɑrHnʤA	ujɑrɯnʤe	ujɑrɯnʤɑ
etmAA	etmɑɑ	etmee
kontrolH	kontrolu	kontroly
ɑlHp	ɑlip	ɑlɯp
gøzDAn	gøzdɑn	gøzden
ujumlH	ujumli	ujumlu
tɑrihDAn	tɑrihdɑn	tɑrihten
sektørH	sektøri	sektøry
dɑnɯʃmɑnlHk	dɑnɯʃmɑnlik	dɑnɯʃmɑnlɯk
hɑlkH	hɑlki	hɑlkɯ
ɑnlɑmlH	ɑnlɑmli	ɑnlɑmlɯ
jɑpDHklArH	jɑpdikleri	jɑptɯklɑrɯ
uzmɑnlHk	uzmɑnlik	uzmɑnlɯk
ʧɑlɯʃmAlArnA	ʧɑlɯʃmɑlɑrne	ʧɑlɯʃmɑlɑrnɑ
kuruluʃlAr	kuruluʃler	kuruluʃlɑr
ʃɑrtlArH	ʃɑrtleri	ʃɑrtlɑrɯ
sɯnɯrlArH	sɯnɯrleri	sɯnɯrlɑrɯ
øɰrenmA	øɰrenmɑ	øɰrenme
kurumlAr	kurumler	kurumlɑr
hɑjɑtH	hɑjɑti	hɑjɑtɯ
getirAn	getirɑn	getiren
kɑjɯtlH	kɑjɯtli	kɑjɯtlɯ
progrɑmlAr	progrɑmler	progrɑmlɑr
toplɑntɯA	toplɑntɯe	toplɑntɯɑ
ʧøzymH	ʧøzymi	ʧøzymy
dyʃAn	dyʃɑn	dyʃen
ortɑmH	ortɑmi	ortɑmɯ
ɑʧɯkʧA	ɑʧɯkʧe	ɑʧɯkʧɑ
inʤelAnmAH	inʤelenmɑɯ	inʤelenmei
sɯnɑvH	sɯnɑvi	sɯnɑvɯ
bølgesAl	bølgesɑl	bølgesel
kɑrɑrlAr	kɑrɑrler	kɑrɑrlɑr
ønDA	øndɑ	ønde
koruHʤH	koruiʤi	koruuʤu
tɑrihDA	tɑrihdɑ	tɑrihte
getirmA	getirmɑ	getirme
olɑjlAr	olɑjler	olɑjlɑr
gynlArH	gynlɑrɯ	gynleri
kɑrʃɯlɯklH	kɑrʃɯlɯkli	kɑrʃɯlɯklɯ
vermAA	vermɑɑ	vermee
ystH	ysti	ysty
sektørHn	sektørɯn	sektøryn
sɑjɯHHn	sɑjɯiin	sɑjɯɯɯn
kuruluʃlArHn	kuruluʃlerin	kuruluʃlɑrɯn
ørgytH	ørgyti	ørgyty
kɑvrɑmH	kɑvrɑmi	kɑvrɑmɯ
rolH	rolu	roly
yrynHn	yrynin	yrynyn
evDA	evdɑ	evde
sektørDA	sektørdɑ	sektørde
olmADAn	olmɑdɑn	olmɑtɑn
fɑrkH	fɑrki	fɑrkɯ
esɑslArH	esɑsleri	esɑslɑrɯ
mɑddeDA	mɑddete	mɑddede
tɑmɑmH	tɑmɑmi	tɑmɑmɯ
jɯllArH	jɯlleri	jɯllɑrɯ
gørmA	gørmɑ	gørme
sektørHHn	sektøriin	sektøryyn
kurumlArH	kurumleri	kurumlɑrɯ
sɑjeDA	sɑjete	sɑjede
kɑnunHHn	kɑnuniin	kɑnunuun
ʤinsAl	ʤinsɑl	ʤinsel
ʧoʤuklArH	ʧoʤukleri	ʧoʤuklɑrɯ
bɑʃɑrɯsHz	bɑʃɑrɯsiz	bɑʃɑrɯsɯz
sonuʧDA	sonuʧdɑ	sonuʧtɑ
olɑnɑklArH	olɑnɑkleri	olɑnɑklɑrɯ
gørevA	gørevɑ	gøreve
hɑklH	hɑkli	hɑklɯ
kɑpsɑmlH	kɑpsɑmli	kɑpsɑmlɯ
hɑberleʃmA	hɑberleʃmɑ	hɑberleʃme
kyltyrH	kyltyri	kyltyry
ɑɰɯrlɯklH	ɑɰɯrlɯkli	ɑɰɯrlɯklɯ
jɑʃlH	jɑʃli	jɑʃlɯ
hɑlH	hɑlɯ	hɑli
silɑhlH	silɑhli	silɑhlɯ
jerlArA	jerlɑrɑ	jerlere
ʃɑrtlAr	ʃɑrtler	ʃɑrtlɑr
geleʤekDA	geleʤektɑ	geleʤekte
devɑmlH	devɑmli	devɑmlɯ
jollArH	jolleri	jollɑrɯ
bølgelArDA	bølgelerdɑ	bølgelerde
gelmAH	gelmɑɯ	gelmei
gøryʃH	gøryʃɯ	gøryʃy
mimɑrlHk	mimɑrlik	mimɑrlɯk
temizlHk	temizlɯk	temizlik
esɑslAr	esɑsler	esɑslɑr
teʃkilɑtH	teʃkilɑti	teʃkilɑtɯ
kurɑllArH	kurɑlleri	kurɑllɑrɯ
tɑbɑnlH	tɑbɑnli	tɑbɑnlɯ
sɑhiplArH	sɑhiplɑrɯ	sɑhipleri
tytynlArHn	tytynlɑrɯn	tytynlerin
uluslAr	ulusler	uluslɑr
dønemlArDA	dønemlerdɑ	dønemlerde
genʧlAr	genʧlɑr	genʧler
døkymH	døkymi	døkymy
kɑtmA	kɑtme	kɑtmɑ
bɑʃkɑnlHk	bɑʃkɑnlik	bɑʃkɑnlɯk
dønHʃ	dønɯʃ	dønyʃ
olɑjlArH	olɑjleri	olɑjlɑrɯ
sɯʤɑklHk	sɯʤɑklik	sɯʤɑklɯk
tymH	tymi	tymy
øɰrenmA	øɰrenmɑ	øɰrenme
ʧevresAl	ʧevresɑl	ʧevresel
ɑlDHklArH	ɑldukleri	ɑldɯklɑrɯ
hususlAr	hususler	hususlɑr
gynlAr	gynlɑr	gynler
seʧmA	seʧmɑ	seʧme
dyzenlAnmAH	dyzenlɑnmɑɯ	dyzenlenmei
zɑrɑrlH	zɑrɑrli	zɑrɑrlɯ
hɑlkHHn	hɑlkiin	hɑlkɯɯn
ɑrtHʃH	ɑrtiʃi	ɑrtɯʃɯ
etmADA	etmɑdɑ	etmete
jønDAn	jøndɑn	jønden
sistemDA	sistemdɑ	sistemde
geliʃmAH	geliʃmɑɯ	geliʃmei
kɑjɯtlArH	kɑjɯtleri	kɑjɯtlɑrɯ
ɑdɑjlAr	ɑdɑjler	ɑdɑjlɑr
beklAnAn	beklɑnɑn	beklenen
gøstermA	gøstermɑ	gøsterme
mutlulHk	mutlulik	mutluluk
rɑhɑtsHz	rɑhɑtsiz	rɑhɑtsɯz
evA	evɑ	eve
isteDHklArH	istetikleri	istedikleri
belirtArAk	belirtɑrɑk	belirterek
eɰitimA	eɰitimɑ	eɰitime
tɑrɑfH	tɑrɑfi	tɑrɑfɯ
progrɑmHHn	progrɑmiin	progrɑmɯɯn
bølgeDAki	bølgeteki	bølgedeki
usulH	usulu	usuly
fijɑtH	fijɑti	fijɑtɯ
geliʃmAlArH	geliʃmɑlɑrɯ	geliʃmeleri
ɑʃkHn	ɑʃkin	ɑʃkɯn
bojutlH	bojutli	bojutlu
nedenlArH	nedenlɑrɯ	nedenleri
kɑrʃɯA	kɑrʃɯe	kɑrʃɯɑ
ʧɑlɯʃmAlArHHn	ʧɑlɯʃmeleriin	ʧɑlɯʃmɑlɑrɯɯn
jɑʃɑmH	jɑʃɑmi	jɑʃɑmɯ
hukukH	hukuki	hukuku
kurɑllAr	kurɑller	kurɑllɑr
tɑrihsAl	tɑrihsɑl	tɑrihsel
koʃullAr	koʃuller	koʃullɑr
jɑzmA	jɑzme	jɑzmɑ
kɑblosHz	kɑblosiz	kɑblosuz
rɑporlArH	rɑporleri	rɑporlɑrɯ
kurumlArHn	kurumlerin	kurumlɑrɯn
notH	noti	notu
mesɑʒH	mesɑʒi	mesɑʒɯ
vermAH	vermɑɯ	vermei
jɑpɯA	jɑpɯe	jɑpɯɑ
olmAksHzHn	olmɑksizin	olmɑksɯzɯn
bizDA	bizdɑ	bizde
bulunDHklArH	bulundikleri	bulunduklɑrɯ
rɑporlAr	rɑporler	rɑporlɑr
jønetmelikDA	jønetmeliktɑ	jønetmelikte
edebijɑtH	edebijɑti	edebijɑtɯ
denizlH	denizlɯ	denizli
kɑnunA	kɑnune	kɑnunɑ
jɑʃɑmHn	jɑʃɑmin	jɑʃɑmɯn
kesmA	kesmɑ	kesme
bizDAn	bizdɑn	bizden
tɑktirDA	tɑktirdɑ	tɑktirde
hɑftɑlHk	hɑftɑlik	hɑftɑlɯk
nitelikDA	niteliktɑ	nitelikte
ʃɑrtH	ʃɑrti	ʃɑrtɯ
bɑʃlɑngɯʧDA	bɑʃlɑngɯʧdɑ	bɑʃlɑngɯʧtɑ
gynmHz	gynmiz	gynmyz
øɰretmenlAr	øɰretmenlɑr	øɰretmenler
yrynlArHHn	yrynlɑrɯɯn	yrynleriin
ileriDA	ilerite	ileride
bojutH	bojuti	bojutu
sɑɑtDA	sɑɑtdɑ	sɑɑtte
bɑsArAk	bɑserek	bɑsɑrɑk
durumlArH	durumleri	durumlɑrɯ
kɑpsɑmH	kɑpsɑmi	kɑpsɑmɯ
rɑporDA	rɑportɑ	rɑpordɑ
ɑrɯtmA	ɑrɯtme	ɑrɯtmɑ
durumlAr	durumler	durumlɑr
hɑstɑlɯklAr	hɑstɑlɯkler	hɑstɑlɯklɑr
kentHn	kentɯn	kentin
insɑnlHk	insɑnlik	insɑnlɯk
kiʃiDAn	kiʃitɑn	kiʃiden
ɑvukɑtlHk	ɑvukɑtlik	ɑvukɑtlɯk
kɑtlH	kɑtli	kɑtlɯ
sɯnɯfH	sɯnɯfi	sɯnɯfɯ
kullAnHʤHnHn	kullɑniʤinin	kullɑnɯʤɯnɯn
jønlH	jønli	jønly
øzgyrlHk	øzgyrlik	øzgyrlyk
ɑdɑmH	ɑdɑmi	ɑdɑmɯ
kuruluʃlArHHn	kuruluʃleriin	kuruluʃlɑrɯɯn
jɯllArHn	jɯllerin	jɯllɑrɯn
grupDA	grupdɑ	gruptɑ
bɑkɑnlɯkʧA	bɑkɑnlɯkʧe	bɑkɑnlɯkʧɑ
sɑnɑtʧH	sɑnɑtʧi	sɑnɑtʧɯ
sevijeDA	sevijete	sevijede
ɑdɑjlArHn	ɑdɑjlerin	ɑdɑjlɑrɯn
stɑndɑrtlArH	stɑndɑrtleri	stɑndɑrtlɑrɯ
ɑrtmAH	ɑrtmei	ɑrtmɑɯ
bilmA	bilmɑ	bilme
geʧmiʃDA	geʧmiʃdɑ	geʧmiʃte
geliʃmADA	geliʃmɑdɑ	geliʃmete
jyzH	jyzi	jyzy
jɑrɑtmA	jɑrɑtme	jɑrɑtmɑ
girmAH	girmɑɯ	girmei
ujgunlHk	ujgunlik	ujgunluk
komutH	komuti	komutu
devɑmH	devɑmi	devɑmɯ
hɑjɑtDA	hɑjɑtdɑ	hɑjɑttɑ
dɑjɑnArAk	dɑjɑnerek	dɑjɑnɑrɑk
gerʧeklAʃAn	gerʧeklɑʃɑn	gerʧekleʃen
olHnʤA	olinʤe	olunʤɑ
genʧlArHn	genʧlɑrɯn	genʧlerin
