uf	pred	sf
buHn	buin	buun
olHp	olɯp	olup
konuH	konui	konuu
geʧAn	geʧɑn	geʧen
jolH	jolɯ	jolu
sizA	sizɑ	size
øzellHklArH	øzelliklɑrɯ	øzellikleri
bølymH	bølymi	bølymy
bilimsAl	bilimsɑl	bilimsel
yʧnʤH	yʧnʤi	yʧnʤy
vermA	vermɑ	verme
yrynlArH	yrynlɑrɯ	yrynleri
gørmA	gørmɑ	gørme
sɑɰlɯklH	sɑɰlɯkli	sɑɰlɯklɯ
ɑlɯnmAH	ɑlɯnmei	ɑlɯnmɑɯ
deɰerlendirmA	deɰerlendirmɑ	deɰerlendirme
dikkɑtA	dikkɑtɑ	dikkɑte
dyzenlAnAn	dyzenlɑnɑn	dyzenlenen
deɰerlH	deɰerlɯ	deɰerli
birAr	birɑr	birer
ølʧyDA	ølʧydɑ	ølʧyde
kodH	kodi	kodu
rɑporH	rɑporɯ	rɑporu
sorumlH	sorumli	sorumlu
olDHklArH	oltiklɑrɯ	olduklɑrɯ
kiʃisAl	kiʃisɑl	kiʃisel
geliʃmA	geliʃmɑ	geliʃme
ylkeDA	ylkete	ylkede
iʃH	iʃɯ	iʃi
hɑlkHn	hɑlkin	hɑlkɯn
bɑʃDA	bɑʃte	bɑʃtɑ
ɑnlɑmDA	ɑnlɑmde	ɑnlɑmdɑ
dyzejDA	dyzejdɑ	dyzejde
progrɑmlArH	progrɑmleri	progrɑmlɑrɯ
ʧoʤuklArHn	ʧoʤuklerin	ʧoʤuklɑrɯn
jerlArDA	jerlɑrdɑ	jerlerde
ylkelArDA	ylkelerdɑ	ylkelerde
gynDA	gyndɑ	gynde
ortɑmDA	ortɑmde	ortɑmdɑ
herkesHn	herkesɯn	herkesin
gyvenlH	gyvenlɯ	gyvenli
derslAr	derslɑr	dersler
ʃejlAr	ʃejlɑr	ʃejler
bulunmAH	bulunmei	bulunmɑɯ
gynlArDA	gynlɑrdɑ	gynlerde
iʃlemlAr	iʃlemlɑr	iʃlemler
geliʃmAlAr	geliʃmɑlɑr	geliʃmeler
vermA	vermɑ	verme
deɰiʃiklHklAr	deɰiʃikliklɑr	deɰiʃiklikler
gørevlH	gørevlɯ	gørevli
jønDA	jøndɑ	jønde
hɑllArDA	hɑllɑrdɑ	hɑllerde
deɰerlArH	deɰerlɑrɯ	deɰerleri
kurulHHn	kuruliin	kuruluun
kuruluʃlArH	kuruluʃleri	kuruluʃlɑrɯ
ujɑrHnʤA	ujɑrɯnʤe	ujɑrɯnʤɑ
iʃlAr	iʃlɑr	iʃler
ujumlH	ujumli	ujumlu
ʧɯkHʃ	ʧɯkiʃ	ʧɯkɯʃ
belirtAn	belirtɑn	belirten
dɑnɯʃmɑnlHk	dɑnɯʃmɑnlik	dɑnɯʃmɑnlɯk
hɑlkH	hɑlki	hɑlkɯ
ɑnlɑmlH	ɑnlɑmli	ɑnlɑmlɯ
dɯʃɯnDAki	dɯʃɯnteki	dɯʃɯndɑki
bojH	boji	boju
tekniklArH	tekniklɑrɯ	teknikleri
uzmɑnlHk	uzmɑnlik	uzmɑnlɯk
hɑlkA	hɑlke	hɑlkɑ
sɑɰlAnmAH	sɑɰlɑnmei	sɑɰlɑnmɑɯ
ʧɑlɯʃmAlArnA	ʧɑlɯʃmɑlerne	ʧɑlɯʃmɑlɑrnɑ
søzH	søzi	søzy
øɰrenmA	øɰrenmɑ	øɰrenme
deɰerlAr	deɰerlɑr	deɰerler
hɑjɑtH	hɑjɑti	hɑjɑtɯ
bilimlAr	bilimlɑr	bilimler
øzellHklAr	øzelliklɑr	øzellikler
ʧøzymlAr	ʧøzymlɑr	ʧøzymler
hɯzH	hɯzi	hɯzɯ
ʧøzymH	ʧøzymi	ʧøzymy
dyʃAn	dyʃɑn	dyʃen
jerlArH	jerlɑrɯ	jerleri
ɑʧɯkʧA	ɑʧɯkʧe	ɑʧɯkʧɑ
sɯnɑvH	sɯnɑvu	sɯnɑvɯ
ønDA	øndɑ	ønde
tɑrihDA	tɑrihtɑ	tɑrihte
getirmA	getirmɑ	getirme
jerDAn	jerdɑn	jerden
derslArH	derslɑrɯ	dersleri
yrynlArHn	yrynlɑrɯn	yrynlerin
tesislArH	tesislɑrɯ	tesisleri
gynlArH	gynlɑrɯ	gynleri
kɑrʃɯlɯklH	kɑrʃɯlɯkli	kɑrʃɯlɯklɯ
kuruluʃH	kuruluʃɯ	kuruluʃu
bɑkHʃ	bɑkiʃ	bɑkɯʃ
vermAA	vermɑɑ	vermee
verArAk	verɑrɑk	vererek
ystH	ysti	ysty
konuH	konui	konuu
kuruluʃlArHn	kuruluʃlerin	kuruluʃlɑrɯn
rolH	rolɯ	roly
kurumHn	kurumin	kurumun
dynjɑDAki	dynjɑtɑki	dynjɑdɑki
sektørDA	sektørdɑ	sektørde
olmADAn	olmɑdɑn	olmɑtɑn
fɑrkH	fɑrki	fɑrkɯ
girHʃH	giriʃɯ	giriʃi
ørneklAr	ørneklɑr	ørnekler
konuHn	konuin	konuun
gørmA	gørmɑ	gørme
sektørHHn	sektøriin	sektøryyn
kurumlArH	kurumleri	kurumlɑrɯ
kɑnunHHn	kɑnuniin	kɑnunuun
ʤinsAl	ʤinsɑl	ʤinsel
sonuʧDA	sonuʧde	sonuʧtɑ
gørevA	gørevɑ	gøreve
hɑklH	hɑkli	hɑklɯ
kɑpsɑmlH	kɑpsɑmli	kɑpsɑmlɯ
sistemlAr	sistemlɑr	sistemler
hɑberleʃmA	hɑberleʃmɑ	hɑberleʃme
soruHn	soruin	soruun
ɑɰɯrlɯklH	ɑɰɯrlɯkli	ɑɰɯrlɯklɯ
herkesA	herkesɑ	herkese
hɑlH	hɑlɯ	hɑli
kyresAl	kyresɑl	kyresel
silɑhlH	silɑhli	silɑhlɯ
jerlArA	jerlɑrɑ	jerlere
ʃɑrtlAr	ʃɑrtler	ʃɑrtlɑr
hɑberlAr	hɑberlɑr	hɑberler
geleʤekDA	geleʤektɑ	geleʤekte
hɑzɯrlAnmAH	hɑzɯrlɑnmei	hɑzɯrlɑnmɑɯ
bɑkɯmDAn	bɑkɯmden	bɑkɯmdɑn
jolDA	jolde	joldɑ
durumHn	durumin	durumun
ønlemlAr	ønlemlɑr	ønlemler
bølgelArDA	bølgelerdɑ	bølgelerde
konuDAki	konuteki	konudɑki
jøntemlAr	jøntemlɑr	jøntemler
etkilAAn	etkilɑɑn	etkileen
gelmAH	gelmɑɯ	gelmei
gøryʃH	gøryʃɯ	gøryʃy
hykymlAr	hykymlɑr	hykymler
mimɑrlHk	mimɑrlik	mimɑrlɯk
tyrlArH	tyrlɑrɯ	tyrleri
teʃkilɑtH	teʃkilɑti	teʃkilɑtɯ
tytynlArHn	tytynlɑrɯn	tytynlerin
dønemlArDA	dønemlɑrdɑ	dønemlerde
ʃiddetlH	ʃiddetlɯ	ʃiddetli
genʧlAr	genʧlɑr	genʧler
ʧekAn	ʧekɑn	ʧeken
døkymH	døkymi	døkymy
kɑtmA	kɑtme	kɑtmɑ
dønHʃ	dønɯʃ	dønyʃ
etkinlHklAr	etkinliklɑr	etkinlikler
olɑjlArH	olɑjleri	olɑjlɑrɯ
sɯʤɑklHk	sɯʤɑklik	sɯʤɑklɯk
tymH	tymi	tymy
øɰrenmA	øɰrenmɑ	øɰrenme
ʧevresAl	ʧevresɑl	ʧevresel
ɑlDHklArH	ɑltiklɑrɯ	ɑldɯklɑrɯ
gynlAr	gynlɑr	gynler
seʧmA	seʧmɑ	seʧme
dyzenlAnmAH	dyzenlɑnmei	dyzenlenmei
etmADA	etmɑdɑ	etmete
jønDAn	jøndɑn	jønden
dikkɑtlH	dikkɑtlɯ	dikkɑtli
kɑjɯtlArH	kɑjɯtleri	kɑjɯtlɑrɯ
ørneklArH	ørneklɑrɯ	ørnekleri
beklAnAn	beklɑnɑn	beklenen
gøstermA	gøstermɑ	gøsterme
fijɑtlArH	fijɑtleri	fijɑtlɑrɯ
mutlulHk	mutlulik	mutluluk
rɑhɑtsHz	rɑhɑtsiz	rɑhɑtsɯz
evA	evɑ	eve
kuvvetlH	kuvvetlɯ	kuvvetli
isteDHklArH	istetiklɑrɯ	istedikleri
belirtArAk	belirtɑrɑk	belirterek
tɑrɑfH	tɑrɑfi	tɑrɑfɯ
bølgeDAki	bølgeteki	bølgedeki
usulH	usulu	usuly
fijɑtH	fijɑti	fijɑtɯ
geliʃmAlArH	geliʃmɑlɑrɯ	geliʃmeleri
ɑʃkHn	ɑʃkin	ɑʃkɯn
jyzjɯlDA	jyzjɯlde	jyzjɯldɑ
bojutlH	bojutlɯ	bojutlu
nedenlArH	nedenlɑrɯ	nedenleri
deɰiʃiklHklArH	deɰiʃikliklɑrɯ	deɰiʃiklikleri
hukukH	hukuki	hukuku
tɑrihsAl	tɑrihsɑl	tɑrihsel
fɑktørlAr	fɑktørlɑr	fɑktørler
kɑblosHz	kɑblosiz	kɑblosuz
kurtulHʃ	kurtuliʃ	kurtuluʃ
kurumlArHn	kurumlerin	kurumlɑrɯn
hɑjɑtHn	hɑjɑtin	hɑjɑtɯn
notH	noti	notu
vermAH	vermɑɯ	vermei
eserlArH	eserlɑrɯ	eserleri
tedbirlAr	tedbirlɑr	tedbirler
olmAksHzHn	olmɑksizin	olmɑksɯzɯn
ɑkɯllH	ɑkɯlli	ɑkɯllɯ
eserlAr	eserlɑr	eserler
bulunDHklArH	buluntiklɑrɯ	bulunduklɑrɯ
jønetmelikDA	jønetmeliktɑ	jønetmelikte
edebijɑtH	edebijɑti	edebijɑtɯ
denizlH	denizlɯ	denizli
progrɑmDA	progrɑmde	progrɑmdɑ
jɑʃɑmHn	jɑʃɑmin	jɑʃɑmɯn
kesmA	kesmɑ	kesme
hɑftɑlHk	hɑftɑlik	hɑftɑlɯk
nitelikDA	niteliktɑ	nitelikte
kɯzH	kɯzi	kɯzɯ
bɑɰlɑmDA	bɑɰlɑmde	bɑɰlɑmdɑ
bɑʃlɑngɯʧDA	bɑʃlɑngɯʧde	bɑʃlɑngɯʧtɑ
køkenlH	køkenlɯ	køkenli
øɰretmenlAr	øɰretmenlɑr	øɰretmenler
yrynlArHHn	yrynlɑrɯɯn	yrynleriin
ileriDA	ilerite	ileride
bilinʧlH	bilinʧlɯ	bilinʧli
bojutH	bojuti	bojutu
sɑɑtDA	sɑɑttɑ	sɑɑtte
durumlArH	durumleri	durumlɑrɯ
okulHn	okulin	okulun
okulDA	okulde	okuldɑ
ɑrɯtmA	ɑrɯtme	ɑrɯtmɑ
tesislAr	tesislɑr	tesisler
