uf	pred	sf
buHn	buin	buun
fɑrklH	fɑrkli	fɑrklɯ
elDA	eldɑ	elde
oHn	oin	oun
durumDA	durumde	durumdɑ
hɑlA	hɑlɑ	hɑle
jolH	joli	jolu
hɯzlH	hɯzli	hɯzlɯ
øzellHklArH	øzelliklɑrɯ	øzellikleri
durumH	durumi	durumu
bilimsAl	bilimsɑl	bilimsel
yʧnʤH	yʧnʤi	yʧnʤy
kullɑnɯmH	kullɑnɯmi	kullɑnɯmɯ
vermA	vermɑ	verme
yrynlArH	yrynlɑrɯ	yrynleri
sɑɰlɯklH	sɑɰlɯkli	sɑɰlɯklɯ
kullAnHʤH	kullɑniʤi	kullɑnɯʤɯ
deɰerlendirmA	deɰerlendirmɑ	deɰerlendirme
dikkɑtA	dikkɑtɑ	dikkɑte
dyzenlAnAn	dyzenlɑnɑn	dyzenlenen
birAr	birɑr	birer
ølʧyDA	ølʧydɑ	ølʧyde
kodH	kodi	kodu
sonA	sone	sonɑ
sorumlH	sorumli	sorumlu
gynmHzDA	gynmɯzde	gynmyzde
syreDA	syrete	syrede
kiʃisAl	kiʃisɑl	kiʃisel
geliʃmA	geliʃmɑ	geliʃme
dɑlH	dɑli	dɑlɯ
girAn	girɑn	giren
bugynA	bugynɑ	bugyne
hɑlkHn	hɑlkin	hɑlkɯn
bɑʃDA	bɑʃte	bɑʃtɑ
kɑrtH	kɑrti	kɑrtɯ
toplumHn	toplumin	toplumun
ɑnlɑmDA	ɑnlɑmde	ɑnlɑmdɑ
dyzejDA	dyzejdɑ	dyzejde
formH	formi	formu
progrɑmlArH	progrɑmleri	progrɑmlɑrɯ
birejsAl	birejsɑl	birejsel
iʃA	iʃɑ	iʃe
ʧoʤuklArHn	ʧoʤuklerin	ʧoʤuklɑrɯn
jerlArDA	jerlɑrdɑ	jerlerde
ylkelArDA	ylkelerdɑ	ylkelerde
gynDA	gyndɑ	gynde
ortɑmDA	ortɑmde	ortɑmdɑ
tyrH	tyrɯ	tyry
progrɑmHn	progrɑmin	progrɑmɯn
gynlArDA	gynlɑrdɑ	gynlerde
ønmHzDAki	ønmɯzdeki	ønmyzdeki
vermA	vermɑ	verme
deɰiʃiklHklAr	deɰiʃikliklɑr	deɰiʃiklikler
hɑllArDA	hɑllɑrdɑ	hɑllerde
kurulHHn	kuruluin	kuruluun
detɑjlH	detɑjli	detɑjlɯ
geliʃAn	geliʃɑn	geliʃen
kuruluʃlArH	kuruluʃleri	kuruluʃlɑrɯ
ujɑrHnʤA	ujɑrɯnʤe	ujɑrɯnʤɑ
sɯnɯrlH	sɯnɯrli	sɯnɯrlɯ
kontrolH	kontroli	kontroly
byjymA	byjymɑ	byjyme
ɑlHp	ɑlip	ɑlɯp
ujumlH	ujumli	ujumlu
tɑrihDAn	tɑrihtɑn	tɑrihten
ʃejH	ʃejɯ	ʃeji
sektørH	sektørɯ	sektøry
belirtAn	belirtɑn	belirten
dɑnɯʃmɑnlHk	dɑnɯʃmɑnlik	dɑnɯʃmɑnlɯk
ɑnlɑmlH	ɑnlɑmli	ɑnlɑmlɯ
jɑpDHklArH	jɑptiklɑrɯ	jɑptɯklɑrɯ
bojH	bojɯ	boju
tekniklArH	tekniklɑrɯ	teknikleri
uzmɑnlHk	uzmɑnlik	uzmɑnlɯk
ʧɑlɯʃmAlArnA	ʧɑlɯʃmelerne	ʧɑlɯʃmɑlɑrnɑ
kuruluʃlAr	kuruluʃler	kuruluʃlɑr
sɯnɯrlArH	sɯnɯrleri	sɯnɯrlɑrɯ
tɑsɑrɯmH	tɑsɑrɯmi	tɑsɑrɯmɯ
øɰrenmA	øɰrenmɑ	øɰrenme
getirAn	getirɑn	getiren
kɑjɯtlH	kɑjɯtli	kɑjɯtlɯ
gynHn	gynin	gynyn
øzellHklAr	øzelliklɑr	øzellikler
yrynH	yryni	yryny
progrɑmlAr	progrɑmler	progrɑmlɑr
tɑnɯmH	tɑnɯmi	tɑnɯmɯ
deɰiʃAn	deɰiʃɑn	deɰiʃen
dyʃAn	dyʃɑn	dyʃen
nereDA	nerete	nerede
ortɑmH	ortɑmu	ortɑmɯ
