uf	pred	sf
olHp	olip	olup
ʧeʃitlH	ʧeʃitlɯ	ʧeʃitli
tɑrihH	tɑrihɯ	tɑrihi
bɑʃkɑnH	bɑʃkɑni	bɑʃkɑnɯ
ɑdH	ɑdi	ɑdɯ
jolH	joli	jolu
ʧɑlɯʃmAlArH	ʧɑlɯʃmeleri	ʧɑlɯʃmɑlɑrɯ
øzellHklArH	øzellɯkleri	øzellikleri
hizmetlArH	hizmetlɑrɯ	hizmetleri
biʧimDA	biʧimdɑ	biʧimde
hɑklArH	hɑkleri	hɑklɑrɯ
hɑlDA	hɑlte	hɑlde
bilimsAl	bilimsɑl	bilimsel
yʧnʤH	yʧnʤi	yʧnʤy
jɯllArDA	jɯllɑrde	jɯllɑrdɑ
gyʧlH	gyʧlɯ	gyʧly
yrynlArH	yrynlɑrɯ	yrynleri
jɯlDA	jɯlde	jɯldɑ
gørmA	gørmɑ	gørme
jɑnH	jɑni	jɑnɯ
kullAnHʤH	kullɑniʤi	kullɑnɯʤɯ
mydyrH	mydyri	mydyry
isteAn	isteɑn	isteen
deɰerlendirmA	deɰerlendirmɑ	deɰerlendirme
dikkɑtA	dikkɑtɑ	dikkɑte
orɑnH	orɑni	orɑnɯ
dyzenlAnAn	dyzenlɑnɑn	dyzenlenen
durumlArDA	durumlɑrde	durumlɑrdɑ
ølʧyDA	ølʧydɑ	ølʧyde
rɑporH	rɑpori	rɑporu
gynmHzDA	gynmizde	gynmyzde
dyzenlH	dyzenlɯ	dyzenli
kiʃisAl	kiʃisɑl	kiʃisel
konulArDA	konulɑrde	konulɑrdɑ
ylkeDA	ylkete	ylkede
yrynlAr	yrynlɑr	yrynler
kɑjnɑklArH	kɑjnɑkleri	kɑjnɑklɑrɯ
hɑlkHn	hɑlkin	hɑlkɯn
bɑʃDA	bɑʃte	bɑʃtɑ
kɑrtH	kɑrti	kɑrtɯ
toplumHn	toplumin	toplumun
ermAnH	ermɑni	ermeni
insɑnHn	insɑnin	insɑnɯn
dyzejDA	dyzejdɑ	dyzejde
formH	formi	formu
birejsAl	birejsɑl	birejsel
enstityH	enstityi	enstityy
jerlArDA	jerlɑrde	jerlerde
sɑvunmA	sɑvunme	sɑvunmɑ
hizmetlAr	hizmetlɑr	hizmetler
ɑrtHʃ	ɑrtuʃ	ɑrtɯʃ
bɑkɑnH	bɑkɑni	bɑkɑnɯ
gynDA	gyndɑ	gynde
gyvenlH	gyvenlɯ	gyvenli
derslAr	derslɑr	dersler
hepH	hepu	hepi
iʃlArH	iʃlɑrɯ	iʃleri
bølymDA	bølymdɑ	bølymde
kullɑnmA	kullɑnme	kullɑnmɑ
tyrH	tyri	tyry
genʧlHk	genʧlɯk	genʧlik
progrɑmHn	progrɑmin	progrɑmɯn
gynlArDA	gynlɑrde	gynlerde
konuʃmA	konuʃme	konuʃmɑ
ønmHzDAki	ønmizdeki	ønmyzdeki
deɰiʃiklHklAr	deɰiʃiklɯklɑr	deɰiʃiklikler
jønDA	jøndɑ	jønde
hɑllArDA	hɑllɑrde	hɑllerde
deɰerlArH	deɰerlɑrɯ	deɰerleri
etmAH	etmɑɯ	etmei
kurulHHn	kuruliin	kuruluun
kullɑnmA	kullɑnme	kullɑnmɑ
detɑjlH	detɑjli	detɑjlɯ
miktɑrDA	miktɑrde	miktɑrdɑ
ujɑrHnʤA	ujɑrɯnʤe	ujɑrɯnʤɑ
plɑnH	plɑni	plɑnɯ
sɯnɯrlH	sɯnɯrli	sɯnɯrlɯ
etmAA	etmɑɑ	etmee
kontrolH	kontroli	kontroly
ɑlHp	ɑlip	ɑlɯp
iʃlAr	iʃlɑr	iʃler
ʧɯkHʃ	ʧɯkiʃ	ʧɯkɯʃ
tɑrihDAn	tɑrihdɑn	tɑrihten
sektørH	sektøri	sektøry
ɑlɑnlArDA	ɑlɑnlɑrde	ɑlɑnlɑrdɑ
belirtAn	belirtɑn	belirten
hɑlkH	hɑlki	hɑlkɯ
ɑnlɑmlH	ɑnlɑmli	ɑnlɑmlɯ
jɑpDHklArH	jɑptikleri	jɑptɯklɑrɯ
bojH	boji	boju
hɑlkA	hɑlke	hɑlkɑ
koʃullArH	koʃulleri	koʃullɑrɯ
ʧɑlɯʃmAlArnA	ʧɑlɯʃmelerne	ʧɑlɯʃmɑlɑrnɑ
jɑrɑrlH	jɑrɑrli	jɑrɑrlɯ
zɑmɑnH	zɑmɑni	zɑmɑnɯ
deɰerlAr	deɰerlɑr	deɰerler
ɑrɑʃtɯrmAlAr	ɑrɑʃtɯrmeler	ɑrɑʃtɯrmɑlɑr
hɑstɑlɯklArH	hɑstɑlɯkleri	hɑstɑlɯklɑrɯ
gynHn	gynin	gynyn
øzellHklAr	øzellɯklɑr	øzellikler
yrynH	yryni	yryny
tɑrtɯʃmA	tɑrtɯʃme	tɑrtɯʃmɑ
ʧøzymlAr	ʧøzymlɑr	ʧøzymler
hɯzH	hɯzi	hɯzɯ
ʧøzymH	ʧøzymu	ʧøzymy
ulɑʃmA	ulɑʃme	ulɑʃmɑ
nereDA	nerete	nerede
jerlArH	jerlɑrɯ	jerleri
inʤelAnmAH	inʤelenmɑɯ	inʤelenmei
sɯnɑvH	sɯnɑvi	sɯnɑvɯ
bølgesAl	bølgesɑl	bølgesel
ønDA	øndɑ	ønde
koruHʤH	koruiʤi	koruuʤu
jerDAn	jerdɑn	jerden
olɑjlAr	olɑjler	olɑjlɑr
kɑlkɯnmA	kɑlkɯnme	kɑlkɯnmɑ
gynlArH	gynlɑrɯ	gynleri
kɑrʃɯlɯklH	kɑrʃɯlɯkli	kɑrʃɯlɯklɯ
bɑkHʃ	bɑkiʃ	bɑkɯʃ
vermAA	vermɑɑ	vermee
verArAk	verɑrɑk	vererek
ystH	ysti	ysty
ʃirketlAr	ʃirketlɑr	ʃirketler
sektørHn	sektørin	sektøryn
sɑjɯHHn	sɑjɯiin	sɑjɯɯɯn
rolH	roli	roly
yrynHn	yrynin	yrynyn
gynDAn	gyndɑn	gynden
evDA	evdɑ	evde
insɑnH	insɑni	insɑnɯ
jerlAr	jerlɑr	jerler
bulunmA	bulunme	bulunmɑ
olmADAn	olmɑdɑn	olmɑtɑn
ɑjɑkDA	ɑjɑkte	ɑjɑktɑ
esɑslArH	esɑsleri	esɑslɑrɯ
dɑnɯʃmA	dɑnɯʃme	dɑnɯʃmɑ
gørmA	gørmɑ	gørme
sektørHHn	sektøriin	sektøryyn
kurumlArH	kurumleri	kurumlɑrɯ
ʧoʤuklArDA	ʧoʤuklɑrde	ʧoʤuklɑrdɑ
sɑjeDA	sɑjete	sɑjede
kɑnunHHn	kɑnuniin	kɑnunuun
ʤinsAl	ʤinsɑl	ʤinsel
ʧoʤuklArH	ʧoʤukleri	ʧoʤuklɑrɯ
bɑʃɑrɯsHz	bɑʃɑrɯsiz	bɑʃɑrɯsɯz
sonuʧDA	sonuʧdɑ	sonuʧtɑ
olɑnɑklArH	olɑnɑkleri	olɑnɑklɑrɯ
gørevA	gørevɑ	gøreve
hɑklH	hɑkli	hɑklɯ
kɑpsɑmlH	kɑpsɑmli	kɑpsɑmlɯ
