uf	pred	sf
sɑɑtHn	sɑɑtɯn	sɑɑtin
ʧɯkHnʤA	ʧɯkunʤɑ	ʧɯkɯnʤɑ
jemekDA	jemekde	jemekte
jɑɰHnʤA	jɑɰunʤɑ	jɑɰɯnʤɑ
hɑlHn	hɑlɯn	hɑlin
burɑDAki	burɑdeki	burɑdɑki
olmAHnʤA	olmɑunʤɑ	olmɑɯnʤɑ
bɑrdɑkDAn	bɑrdɑkdɑn	bɑrdɑktɑn
kɑlkHnʤA	kɑlkunʤɑ	kɑlkɯnʤɑ
kitɑpDAn	kitɑpdɑn	kitɑptɑn
pɑketDA	pɑketde	pɑkette
ɑʃɑɰɯDAki	ɑʃɑɰɯdeki	ɑʃɑɰɯdɑki
ojunʤɑkʧHDAn	ojunʤɑkʧudɑn	ojunʤɑkʧɯdɑn
soɰukDA	soɰukdɑ	soɰuktɑ
hɑlH	hɑlɯ	hɑli
ɑrkɑDAki	ɑrkɑdeki	ɑrkɑdɑki
uzɑkDAn	uzɑkdɑn	uzɑktɑn
ɑɰɑʧDA	ɑɰɑʧdɑ	ɑɰɑʧtɑ
sɑɑtmH	sɑɑtmɯ	sɑɑtmi
verHʃDA	veriʃde	veriʃte
bɑʃmHzA	bɑʃmuzɑ	bɑʃmɯzɑ
kebɑpʧHA	kebɑpʧuɑ	kebɑpʧɯɑ
okulDAki	okuldeki	okuldɑki
myzikDA	myzikde	myzikte
kreʃDAn	kreʃden	kreʃten
bɑʃDAn	bɑʃdɑn	bɑʃtɑn
bunlArHDA	bunlɑrudɑ	bunlɑrɯdɑ
kojAlHmDA	kojɑlumdɑ	kojɑlɯmdɑ
koʃmADAn	koʃmɑdɑn	koʃmɑtɑn
dudɑkDAn	dudɑkdɑn	dudɑktɑn
bebekDA	bebekde	bebekte
