uf	pred	sf
kɑʧDA	kɑʧdɑ	kɑʧtɑ
sɑɑtHn	sɑɑtɯn	sɑɑtin
jemekDA	jemekde	jemekte
burɑDAki	burɑteki	burɑdɑki
dikkɑtlH	dikkɑtlɯ	dikkɑtli
bɑrdɑkDAn	bɑrdɑkdɑn	bɑrdɑktɑn
kitɑpDAn	kitɑpdɑn	kitɑptɑn
pɑketDA	pɑketde	pɑkette
ɑʃɑɰɯDAki	ɑʃɑɰɯtɑki	ɑʃɑɰɯdɑki
mutDA	mutdɑ	muttɑ
soɰukDA	soɰukdɑ	soɰuktɑ
gitDHkDAn	gittikden	gittikten
hɑlH	hɑlɯ	hɑli
ystynDAki	ystynteki	ystyndeki
kulypDA	kulypde	kulypte
uzɑkDAn	uzɑkdɑn	uzɑktɑn
koltukDAn	koltukdɑn	koltuktɑn
sɑɑtmH	sɑɑtmɯ	sɑɑtmi
sevDHklArH	sevtikleri	sevdikleri
myzikDA	myzikde	myzikte
ystynDAkilAr	ystyntekiler	ystyndekiler
tɑrɑfDAn	tɑrɑfdɑn	tɑrɑftɑn
geʧmADHkʧA	geʧmetikʧe	geʧmedikʧe
kreʃDAn	kreʃden	kreʃten
bɑʃDAn	bɑʃdɑn	bɑʃtɑn
dudɑkDAn	dudɑkdɑn	dudɑktɑn
jɑnɑkDAn	jɑnɑkdɑn	jɑnɑktɑn
