uf	pred	sf
sɑɑtHn	sɑɑtɯn	sɑɑtin
hɑlHn	hɑlɯn	hɑlin
burɑDAki	burɑdeki	burɑdɑki
jeDHkDAn	jedikden	jedikten
kɑrɑnlɯkDA	kɑrɑnlɯkdɑ	kɑrɑnlɯktɑ
pɑketDA	pɑketde	pɑkette
mutDA	mutdɑ	muttɑ
uzɑkDA	uzɑkdɑ	uzɑktɑ
soɰukDA	soɰukdɑ	soɰuktɑ
hɑlH	hɑlɯ	hɑli
ɑrkɑDAki	ɑrkɑdeki	ɑrkɑdɑki
kulypDA	kulypde	kulypte
uzɑkDAn	uzɑkdɑn	uzɑktɑn
sønDHkDAn	søndykden	søndykten
sɑɑtmH	sɑɑtmɯ	sɑɑtmi
tɑrɑfDA	tɑrɑfdɑ	tɑrɑftɑ
myzikDA	myzikde	myzikte
burɑDAkilAr	burɑdekiler	burɑdɑkiler
tɑrɑfDAn	tɑrɑfdɑn	tɑrɑftɑn
kreʃDAn	kreʃden	kreʃten
bɑʃDAn	bɑʃdɑn	bɑʃtɑn
jɑnɑkDAn	jɑnɑkdɑn	jɑnɑktɑn
bebekDA	bebekde	bebekte
