uf	pred	sf
jerDA	jerte	jerde
køjDA	køjte	køjde
ineklArDAn	ineklerten	ineklerden
okulDAn	okultɑn	okuldɑn
sokɑklArDAn	sokɑklɑrtɑn	sokɑklɑrdɑn
tepelArDAn	tepelerten	tepelerden
evnHzDA	evnizte	evnizde
duvɑrDA	duvɑrtɑ	duvɑrdɑ
bɑkkɑlDAn	bɑkkɑltɑn	bɑkkɑldɑn
ojunʤɑklArDAn	ojunʤɑklɑrtɑn	ojunʤɑklɑrdɑn
sizDA	sizte	sizde
hɑlH	hɑlɯ	hɑli
ɑrkɑDAki	ɑrkɑdeki	ɑrkɑdɑki
jolDA	joltɑ	joldɑ
vɑpurDAn	vɑpurtɑn	vɑpurdɑn
vɑpurDA	vɑpurtɑ	vɑpurdɑ
gemilArDAn	gemilerten	gemilerden
sɑɑtmH	sɑɑtmɯ	sɑɑtmi
okulDAki	okulteki	okuldɑki
burɑDAkilAr	burɑdekiler	burɑdɑkiler
øtAnlArDAn	øtenlerten	øtenlerden
birDA	birte	birde
