uf	pred	sf
senDAn	senten	senden
suDA	sutɑ	sudɑ
dɑireDA	dɑirete	dɑirede
ɑrkɑDA	ɑrkɑtɑ	ɑrkɑdɑ
køjDA	køjte	køjde
ineklArDAn	ineklerten	ineklerden
ɑrkɑnDA	ɑrkɑntɑ	ɑrkɑndɑ
resimDA	resimte	resimde
kɑrʃɯDA	kɑrʃɯtɑ	kɑrʃɯdɑ
kedilArDAn	kedilerten	kedilerden
jeDHkDAn	jetikten	jedikten
sɑjfɑDA	sɑjfɑtɑ	sɑjfɑdɑ
sokɑklArDAn	sokɑklɑrtɑn	sokɑklɑrdɑn
pɑstɑhɑneDA	pɑstɑhɑnete	pɑstɑhɑnede
diʃʧiDA	diʃʧite	diʃʧide
elmDAkinH	elmtekini	elmdekini
ɑʃɑɰɯDA	ɑʃɑɰɯtɑ	ɑʃɑɰɯdɑ
sofrɑDA	sofrɑtɑ	sofrɑdɑ
ɑʃɑɰɯDAki	ɑʃɑɰɯteki	ɑʃɑɰɯdɑki
duvɑrDA	duvɑrtɑ	duvɑrdɑ
ojunʤɑkʧHDAn	ojunʤɑkʧɯtɑn	ojunʤɑkʧɯdɑn
ʤɑddeDA	ʤɑddete	ʤɑddede
hɑlH	hɑlɯ	hɑli
ɑrkɑDAki	ɑrkɑteki	ɑrkɑdɑki
penʤereDAn	penʤereten	penʤereden
jolDA	joltɑ	joldɑ
hɑstɑneDA	hɑstɑnete	hɑstɑnede
sønDHkDAn	søntykten	søndykten
bɑjlArDA	bɑjlɑrtɑ	bɑjlɑrdɑ
kɑmjonDA	kɑmjontɑ	kɑmjondɑ
ortɑDAn	ortɑtɑn	ortɑdɑn
ʧɑntɑmDAn	ʧɑntɑmtɑn	ʧɑntɑmdɑn
sevDHklArH	sevtikleri	sevdikleri
ystynDAkilAr	ystyntekiler	ystyndekiler
mɑmɑDA	mɑmɑtɑ	mɑmɑdɑ
burɑDAkilAr	burɑtekiler	burɑdɑkiler
miDAn	miten	miden
burɑlArDA	burɑlɑrtɑ	burɑlɑrdɑ
jɑnDAn	jɑntɑn	jɑndɑn
øtAnlArDAn	øtenlerten	øtenlerden
birɑzDA	birɑztɑ	birɑzdɑ
ʧɑrpmɑDAn	ʧɑrpmɑtɑn	ʧɑrpmɑdɑn
bunlArHDA	bunlɑrɯtɑ	bunlɑrɯdɑ
ɑjɑkkɑbɯlArHDA	ɑjɑkkɑbɯlɑrɯtɑ	ɑjɑkkɑbɯlɑrɯdɑ
birDA	birte	birde
mɑmɑDAn	mɑmɑtɑn	mɑmɑdɑn
jɑnmDAn	jɑnmtɑn	jɑnmdɑn
sɑʧmDA	sɑʧmtɑ	sɑʧmdɑ
benmDA	benmte	benmde
