uf	pred	sf
sɑɑtHn	sɑɑtɯn	sɑɑtin
sɯnɯfDA	sɯnɯfdɑ	sɯnɯftɑ
jeDHkDAn	jedikden	jedikten
kɑrɑnlɯkDA	kɑrɑnlɯkdɑ	kɑrɑnlɯktɑ
bɑrdɑkDAn	bɑrdɑkdɑn	bɑrdɑktɑn
kitɑpDAn	kitɑpdɑn	kitɑptɑn
ɑʃɑɰɯDAki	ɑʃɑɰɯdeki	ɑʃɑɰɯdɑki
uzɑkDA	uzɑkdɑ	uzɑktɑ
soɰukDA	soɰukdɑ	soɰuktɑ
gitDHkDAn	gitdikden	gittikten
ɑrkɑDAki	ɑrkɑdeki	ɑrkɑdɑki
kulypDA	kulypde	kulypte
sønDHkDAn	søndykden	søndykten
verHʃDA	veriʃde	veriʃte
tɑrɑfDA	tɑrɑfdɑ	tɑrɑftɑ
burɑDAkilAr	burɑdekiler	burɑdɑkiler
koʃmADAn	koʃmɑdɑn	koʃmɑtɑn
dudɑkDAn	dudɑkdɑn	dudɑktɑn
jɑnɑkDAn	jɑnɑkdɑn	jɑnɑktɑn
bebekDA	bebekde	bebekte
