uf	pred	sf
gøzH	gøzi	gøzy
ujkuH	ujkuɯ	ujkuu
sɑɑtHn	sɑɑtɯn	sɑɑtin
kuʃH	kuʃɯ	kuʃu
kɑmjonH	kɑmjonɯ	kɑmjonu
kutuH	kutuɯ	kutuu
kojHnʤA	kojɯnʤɑ	kojunʤɑ
okulH	okulɯ	okulu
olH	olɯ	olu
kolH	kolɯ	kolu
ɑjdɯnlɯkDA	ɑjdɯnlɯkdɑ	ɑjdɯnlɯktɑ
kyrkH	kyrki	kyrky
bluzH	bluzɯ	bluzu
bɑrdɑkDAn	bɑrdɑkdɑn	bɑrdɑktɑn
kutuH	kutuɯ	kutuu
domuzH	domuzɯ	domuzu
hɑvluH	hɑvluɯ	hɑvluu
jolHn	jolɯn	jolun
telefonHn	telefonɯn	telefonun
konHʃ	konɯʃ	konuʃ
køpryH	køpryi	køpryy
tuzsHz	tuzsɯz	tuzsuz
pɑketDA	pɑketde	pɑkette
mutDA	mutdɑ	muttɑ
soɰukDA	soɰukdɑ	soɰuktɑ
kojHp	kojɯp	kojup
sinemɑA	sinemɑe	sinemɑɑ
syrHp	syrip	syryp
gitDHkDAn	gitdikden	gittikten
gøtyrHnʤA	gøtyrinʤe	gøtyrynʤe
kovbojHn	kovbojɯn	kovbojun
uzɑkDAn	uzɑkdɑn	uzɑktɑn
sønDHkDAn	søndikden	søndykten
dɑvulHn	dɑvulɯn	dɑvulun
ɑɰɑʧDA	ɑɰɑʧdɑ	ɑɰɑʧtɑ
sɑɑtmH	sɑɑtmɯ	sɑɑtmi
verHʃDA	veriʃde	veriʃte
tulumHn	tulumɯn	tulumun
sønHnʤA	søninʤe	sønynʤe
tuzlH	tuzlɯ	tuzlu
silofonH	silofonɯ	silofonu
tɑrɑfDA	tɑrɑfdɑ	tɑrɑftɑ
topmH	topmɯ	topmu
tɑrɑfDAn	tɑrɑfdɑn	tɑrɑftɑn
kreʃDAn	kreʃden	kreʃten
syslH	sysli	sysly
søzmH	søzmi	søzmy
koʃmADAn	koʃmɑdɑn	koʃmɑtɑn
dudɑkDAn	dudɑkdɑn	dudɑktɑn
jɑnɑkDAn	jɑnɑkdɑn	jɑnɑktɑn
bebekDA	bebekde	bebekte
kolHn	kolɯn	kolun
mɑjmunHn	mɑjmunɯn	mɑjmunun
