uf	pred	sf
trɑktørHn	trɑktørɯn	trɑktøryn
otobysHn	otobysin	otobysyn
gørHnʤA	gørinʤe	gørynʤe
motorH	motorɯ	motoru
jemekDA	jemekde	jemekte
ʃøførH	ʃøføri	ʃøføry
kɑmjonH	kɑmjonɯ	kɑmjonu
kutuH	kutuɯ	kutuu
kojHnʤA	kojɯnʤɑ	kojunʤɑ
okulH	okulɯ	okulu
dikkɑtlH	dikkɑtlɯ	dikkɑtli
jeDHkDAn	jedikden	jedikten
bɑloHn	bɑloɯn	bɑloun
kyrkH	kyrki	kyrky
rɑdjoH	rɑdjoɯ	rɑdjou
mikrofonH	mikrofonɯ	mikrofonu
bluzH	bluzɯ	bluzu
kutuH	kutuɯ	kutuu
domuzH	domuzɯ	domuzu
jolHn	jolɯn	jolun
telefonHn	telefonɯn	telefonun
konHʃ	konɯʃ	konuʃ
ørtyH	ørtyi	ørtyy
køpryH	køpryi	køpryy
televizjonH	televizjonɯ	televizjonu
mutDA	mutdɑ	muttɑ
soɰukDA	soɰukdɑ	soɰuktɑ
nɑmluH	nɑmluɯ	nɑmluu
gynHn	gynin	gynyn
syrHp	syrip	syryp
gøtyrHnʤA	gøtyrinʤe	gøtyrynʤe
hɑlH	hɑlɯ	hɑli
kovbojHn	kovbojɯn	kovbojun
kulypDA	kulypde	kulypte
sønDHkDAn	søndikden	søndykten
korkHp	korkɯp	korkup
dɑvulHn	dɑvulɯn	dɑvulun
ujkunH	ujkunɯ	ujkunu
ɑɰɑʧDA	ɑɰɑʧdɑ	ɑɰɑʧtɑ
sɑɑtmH	sɑɑtmɯ	sɑɑtmi
kordonHn	kordonɯn	kordonun
tulumHn	tulumɯn	tulumun
televizjonnHz	televizjonnɯz	televizjonnuz
tuzlH	tuzlɯ	tuzlu
tɑrɑfDA	tɑrɑfdɑ	tɑrɑftɑ
myzikDA	myzikde	myzikte
topmH	topmɯ	topmu
tɑrɑfDAn	tɑrɑfdɑn	tɑrɑftɑn
kreʃDAn	kreʃden	kreʃten
jyzHn	jyzin	jyzyn
søzmH	søzmi	søzmy
koʃmADAn	koʃmɑdɑn	koʃmɑtɑn
dudɑkDAn	dudɑkdɑn	dudɑktɑn
jɑnɑkDAn	jɑnɑkdɑn	jɑnɑktɑn
bebekDA	bebekde	bebekte
kolHn	kolɯn	kolun
mɑjmunHn	mɑjmunɯn	mɑjmunun
