uf	pred	sf
otobysHn	otobysin	otobysyn
ytyH	ytyi	ytyy
sɑɑtHn	sɑɑtɯn	sɑɑtin
jemekDA	jemekde	jemekte
hɑlHn	hɑlɯn	hɑlin
kɑmjonH	kɑmjonɯ	kɑmjonu
trɑktørH	trɑktørɯ	trɑktøry
kojHnʤA	kojɯnʤɑ	kojunʤɑ
okulH	okulɯ	okulu
bɑloHn	bɑloɯn	bɑloun
kolH	kolɯ	kolu
sytsHz	sytsiz	sytsyz
rɑdjoH	rɑdjoɯ	rɑdjou
mikrofonH	mikrofonɯ	mikrofonu
bluzH	bluzi	bluzu
bɑrdɑkDAn	bɑrdɑkdɑn	bɑrdɑktɑn
hɑvluH	hɑvluɯ	hɑvluu
jolHn	jolɯn	jolun
telefonHn	telefonɯn	telefonun
konHʃ	konɯʃ	konuʃ
ørtyH	ørtyi	ørtyy
køpryH	køpryi	køpryy
tuzsHz	tuzsɯz	tuzsuz
televizjonH	televizjonɯ	televizjonu
kitɑpDAn	kitɑpdɑn	kitɑptɑn
pɑketDA	pɑketde	pɑkette
soɰukDA	soɰukdɑ	soɰuktɑ
kojHp	kojɯp	kojup
syrHp	syrip	syryp
gøtyrHnʤA	gøtyrinʤe	gøtyrynʤe
hɑlH	hɑlɯ	hɑli
uzɑkDAn	uzɑkdɑn	uzɑktɑn
korkHp	korkɯp	korkup
ujkunH	ujkunɯ	ujkunu
ʃøførsHz	ʃøførsiz	ʃøførsyz
ɑɰɑʧDA	ɑɰɑʧdɑ	ɑɰɑʧtɑ
sɑɑtmH	sɑɑtmɯ	sɑɑtmi
verHʃDA	veriʃde	veriʃte
tulumHn	tulumɯn	tulumun
televizjonnHz	televizjonnɯz	televizjonnuz
tuzlH	tuzlɯ	tuzlu
silɑfonHn	silɑfonɯn	silɑfonun
silofonH	silofonɯ	silofonu
myzikDA	myzikde	myzikte
topmH	topmɯ	topmu
kreʃDAn	kreʃden	kreʃten
bɑʃDAn	bɑʃdɑn	bɑʃtɑn
ruʒmH	ruʒmɯ	ruʒmu
søzmH	søzmi	søzmy
koʃmADAn	koʃmɑdɑn	koʃmɑtɑn
dudɑkDAn	dudɑkdɑn	dudɑktɑn
bebekDA	bebekde	bebekte
dønHp	dønip	dønyp
