uf	pred	sf
otobysHn	otobysin	otobysyn
vɑpurH	vɑpurɯ	vɑpuru
kuʃH	kuʃɯ	kuʃu
tɑmirA	tɑmirɑ	tɑmire
ʃøførH	ʃøføri	ʃøføry
hɑlHn	hɑlɯn	hɑlin
trɑktørH	trɑktøri	trɑktøry
kojHnʤA	kojɯnʤɑ	kojunʤɑ
okulH	okulɯ	okulu
bɑloHn	bɑloɯn	bɑloun
øpHnʤA	øpinʤɑ	øpynʤe
sytsHz	sytsiz	sytsyz
kyrkH	kyrki	kyrky
rɑdjoH	rɑdjoɯ	rɑdjou
kɑrɑnlɯkDA	kɑrɑnlɯkdɑ	kɑrɑnlɯktɑ
mikrofonH	mikrofoni	mikrofonu
bɑrdɑkDAn	bɑrdɑkdɑn	bɑrdɑktɑn
domuzH	domuzɯ	domuzu
hɑvluH	hɑvluɯ	hɑvluu
evnHzHn	evnizɯn	evnizin
jolHn	jolɯn	jolun
telefonHn	telefonin	telefonun
ørtyH	ørtyi	ørtyy
køpryH	køpryi	køpryy
televizjonH	televizjonɯ	televizjonu
pɑketDA	pɑketde	pɑkette
mutDA	mutdɑ	muttɑ
soɰukDA	soɰukdɑ	soɰuktɑ
kojHp	kojɯp	kojup
sɑklAnAʤAk	sɑklɑnɑʤek	sɑklɑnɑʤɑk
sizDA	sizdɑ	sizde
hɑlH	hɑlɯ	hɑli
denizHn	denizɯn	denizin
kulypDA	kulypde	kulypte
uzɑkDAn	uzɑkdɑn	uzɑktɑn
sønDHkDAn	søndikden	søndykten
mikrofonA	mikrofone	mikrofonɑ
korkHp	korkɯp	korkup
dɑvulHn	dɑvulɯn	dɑvulun
ujkunH	ujkunɯ	ujkunu
ʃøførsHz	ʃøførsiz	ʃøførsyz
koltukDAn	koltukdɑn	koltuktɑn
sɑɑtmH	sɑɑtmɯ	sɑɑtmi
verHʃDA	veriʃde	veriʃte
tulumHn	tulumɯn	tulumun
evnHzH	evnizɯ	evnizi
sønHnʤA	søninʤe	sønynʤe
hɑjvɑnsHz	hɑjvɑnsiz	hɑjvɑnsɯz
televizjonnHz	televizjonnɯz	televizjonnuz
tuzlH	tuzlɯ	tuzlu
silofonH	silofoni	silofonu
tɑrɑfDA	tɑrɑfdɑ	tɑrɑftɑ
myzikDA	myzikde	myzikte
topmH	topmi	topmu
kɑlemDAn	kɑlemdɑn	kɑlemden
bɑʃDAn	bɑʃdɑn	bɑʃtɑn
syslH	sysli	sysly
jyzHn	jyzin	jyzyn
ruʒmH	ruʒmɯ	ruʒmu
kolHn	kolɯn	kolun
