uf	pred	sf
kɑʧDA	kɑʧdɑ	kɑʧtɑ
otobysHn	otobysin	otobysyn
insɑnlAr	insɑnler	insɑnlɑr
zijɑnH	zijɑni	zijɑnɯ
pɑntolonH	pɑntolonɯ	pɑntolonu
ʃøførH	ʃøføri	ʃøføry
insɑnH	insɑni	insɑnɯ
hɑlHn	hɑlɯn	hɑlin
kojHnʤA	kojɯnʤɑ	kojunʤɑ
ujkumHzH	ujkumɯzɯ	ujkumuzu
jeDHkDAn	jedikden	jedikten
ʤejlɑnlArHn	ʤejlɑnlerin	ʤejlɑnlɑrɯn
bɑloHn	bɑloɯn	bɑloun
kolH	kolɯ	kolu
sytsHz	sytsiz	sytsyz
rɑdjoH	rɑdjoɯ	rɑdjou
sigɑrɑmH	sigɑrɑmi	sigɑrɑmɯ
kɑrɑnlɯkDA	kɑrɑnlɯkdɑ	kɑrɑnlɯktɑ
mikrofonH	mikrofoni	mikrofonu
bluzH	bluzɯ	bluzu
domuzH	domuzɯ	domuzu
hɑvluH	hɑvluɯ	hɑvluu
jolHn	jolɯn	jolun
ørtyH	ørtyi	ørtyy
piʒɑmɑlAr	piʒɑmɑler	piʒɑmɑlɑr
køpryH	køpryi	køpryy
kitɑpDAn	kitɑpden	kitɑptɑn
mutDA	mutdɑ	muttɑ
uzɑkDA	uzɑkdɑ	uzɑktɑ
nɑmluH	nɑmluɯ	nɑmluu
kitɑplArHn	kitɑplerin	kitɑplɑrɯn
gynHn	gynin	gynyn
gitDHkDAn	gitdikden	gittikten
hɑlH	hɑlɯ	hɑli
kovbojHn	kovbojɯn	kovbojun
kulypDA	kulypde	kulypte
uzɑkDAn	uzɑkdɑn	uzɑktɑn
mikrofonA	mikrofone	mikrofonɑ
komʃuHn	komʃuɯn	komʃuun
korkHp	korkɯp	korkup
ujkunH	ujkunɯ	ujkunu
ʃøførsHz	ʃøførsiz	ʃøførsyz
koltukDAn	koltukdɑn	koltuktɑn
ɑɰɑʧDA	ɑɰɑʧdɑ	ɑɰɑʧtɑ
sɑɑtmH	sɑɑtmɯ	sɑɑtmi
verHʃDA	veriʃde	veriʃte
sønHnʤA	søninʤe	sønynʤe
kenɑrA	kenɑre	kenɑrɑ
televizjonnHz	televizjonniz	televizjonnuz
tuzlH	tuzlɯ	tuzlu
silɑfonHn	silɑfonin	silɑfonun
kɑmerɑH	kɑmerɑi	kɑmerɑɯ
topmH	topmɯ	topmu
tɑrɑfDAn	tɑrɑfdɑn	tɑrɑftɑn
birɑzDA	birɑzde	birɑzdɑ
televizjonA	televizjone	televizjonɑ
bɑʃDAn	bɑʃdɑn	bɑʃtɑn
sijɑhH	sijɑhi	sijɑhɯ
jyzHn	jyzin	jyzyn
ruʒmH	ruʒmɯ	ruʒmu
søzmH	søzmi	søzmy
koʃmADAn	koʃmɑdɑn	koʃmɑtɑn
dudɑkDAn	dudɑkdɑn	dudɑktɑn
jɑnɑkDAn	jɑnɑkdɑn	jɑnɑktɑn
dønHp	dønip	dønyp
kolHn	kolɯn	kolun
mɑjmunHn	mɑjmunɯn	mɑjmunun
