uf	pred	sf
otobysHn	otobysin	otobysyn
vɑpurH	vɑpurɯ	vɑpuru
ʃøførH	ʃøføri	ʃøføry
hɑlHn	hɑlɯn	hɑlin
sɯnɯfDA	sɯnɯfdɑ	sɯnɯftɑ
renklArH	renklɑrɯ	renkleri
okulH	okulɯ	okulu
ujkumHzH	ujkumɯzɯ	ujkumuzu
dikkɑtlH	dikkɑtlɯ	dikkɑtli
jeDHkDAn	jedikden	jedikten
olH	olɯ	olu
pislHklArH	pisliklɑrɯ	pislikleri
bɑloHn	bɑloɯn	bɑloun
øpHnʤA	øpinʤe	øpynʤe
kolH	kolɯ	kolu
sytsHz	sytsiz	sytsyz
rɑdjoH	rɑdjoɯ	rɑdjou
kɑrɑnlɯkDA	kɑrɑnlɯkdɑ	kɑrɑnlɯktɑ
mikrofonH	mikrofonɯ	mikrofonu
bluzH	bluzɯ	bluzu
bɑrdɑkDAn	bɑrdɑkdɑn	bɑrdɑktɑn
domuzH	domuzɯ	domuzu
renklAr	renklɑr	renkler
gyllArmHz	gyllermɯz	gyllermiz
jolHn	jolɯn	jolun
telefonHn	telefonɯn	telefonun
konHʃ	konɯʃ	konuʃ
ørtyH	ørtyi	ørtyy
køpryH	køpryi	køpryy
tuzsHz	tuzsɯz	tuzsuz
kitɑpDAn	kitɑpdɑn	kitɑptɑn
pɑketDA	pɑketde	pɑkette
mutDA	mutdɑ	muttɑ
uzɑkDA	uzɑkdɑ	uzɑktɑ
evnHzDA	evnɯzdɑ	evnizde
gynHn	gynin	gynyn
gørmAAlH	gørmeelɯ	gørmeeli
syrHp	syrip	syryp
gøzlArmH	gøzlermɯ	gøzlermi
gøtyrHnʤA	gøtyrinʤɑ	gøtyrynʤe
kovbojHn	kovbojɯn	kovbojun
uzɑkDAn	uzɑkdɑn	uzɑktɑn
sønDHkDAn	søndɯkdɑn	søndykten
jerlArmH	jerlermɯ	jerlermi
komʃuHn	komʃuɯn	komʃuun
korkHp	korkɯp	korkup
dɑvulHn	dɑvulɯn	dɑvulun
ɑɰɑʧDA	ɑɰɑʧdɑ	ɑɰɑʧtɑ
sɑɑtmH	sɑɑtmɯ	sɑɑtmi
verHʃDA	veriʃde	veriʃte
kordonHn	kordonɯn	kordonun
tulumHn	tulumɯn	tulumun
sønHnʤA	sønɯnʤɑ	sønynʤe
televizjonnHz	televizjonnɯz	televizjonnuz
tuzlH	tuzlɯ	tuzlu
silɑfonHn	silɑfonɯn	silɑfonun
silofonH	silofonɯ	silofonu
dønmA	dønmɑ	dønme
sevDHklArH	sevdiklerɯ	sevdikleri
topmH	topmɯ	topmu
tɑrɑfDAn	tɑrɑfdɑn	tɑrɑftɑn
kreʃDAn	kreʃden	kreʃten
syslH	sysli	sysly
dønAlHm	dønɑlɯm	dønelim
ellArHn	ellerɯn	ellerin
jyzHn	jyzin	jyzyn
søzmH	søzmi	søzmy
ørtAlHm	ørtelɯm	ørtelim
koʃmADAn	koʃmɑdɑn	koʃmɑtɑn
jɑnɑkDAn	jɑnɑkdɑn	jɑnɑktɑn
bebekDA	bebekde	bebekte
døkAlHm	døkelɯm	døkelim
mɑjmunHn	mɑjmunɯn	mɑjmunun
