uf	pred	sf
kutuHn	kutuɯn	kutuun
pɑrkDA	pɑrkdɑ	pɑrktɑ
motorH	motorɯ	motoru
vɑpurH	vɑpurɯ	vɑpuru
kuʃH	kuʃɯ	kuʃu
sɯnɯfDA	sɯnɯfdɑ	sɯnɯftɑ
okulH	okulɯ	okulu
olH	olɯ	olu
kolH	kolɯ	kolu
sytsHz	sytsiz	sytsyz
ɑjdɯnlɯkDA	ɑjdɯnlɯkdɑ	ɑjdɯnlɯktɑ
kyrkH	kyrki	kyrky
bluzH	bluzɯ	bluzu
bɑrdɑkDAn	bɑrdɑkdɑn	bɑrdɑktɑn
domuzH	domuzɯ	domuzu
konHʃ	konɯʃ	konuʃ
ørtyH	ørtyi	ørtyy
televizjonH	televizjonɯ	televizjonu
kitɑpDAn	kitɑpdɑn	kitɑptɑn
pɑketDA	pɑketde	pɑkette
mutDA	mutdɑ	muttɑ
uzɑkDA	uzɑkdɑ	uzɑktɑ
soɰukDA	soɰukdɑ	soɰuktɑ
sinemɑA	sinemɑe	sinemɑɑ
gynHn	gynin	gynyn
gøtyrHnʤA	gøtyrinʤe	gøtyrynʤe
otobysA	otobysɑ	otobyse
hɑlH	hɑlɯ	hɑli
kovbojHn	kovbojɯn	kovbojun
kulypDA	kulypdɑ	kulypte
uzɑkDAn	uzɑkdɑn	uzɑktɑn
dɑvulHn	dɑvulɯn	dɑvulun
ɑɰɑʧDA	ɑɰɑʧdɑ	ɑɰɑʧtɑ
sɑɑtmH	sɑɑtmɯ	sɑɑtmi
kordonHn	kordonɯn	kordonun
tulumHn	tulumɯn	tulumun
sønHnʤA	søninʤe	sønynʤe
televizjonnHz	televizjonnɯz	televizjonnuz
tuzlH	tuzlɯ	tuzlu
silɑfonHn	silɑfonɯn	silɑfonun
silofonH	silofonɯ	silofonu
topmH	topmɯ	topmu
burɑDAkilAr	burɑdɑkilɑr	burɑdɑkiler
kreʃDAn	kreʃden	kreʃten
ruʒmH	ruʒmɯ	ruʒmu
søzmH	søzmi	søzmy
koʃmADAn	koʃmɑdɑn	koʃmɑtɑn
dudɑkDAn	dudɑkdɑn	dudɑktɑn
jɑnɑkDAn	jɑnɑkdɑn	jɑnɑktɑn
bebekDA	bebekde	bebekte
dønHp	dønip	dønyp
mɑjmunHn	mɑjmunɯn	mɑjmunun
