uf	pred	sf
jerDA	jerdɑ	jerde
gøzH	gøzɯ	gøzy
vɑpurHn	vɑpurɯn	vɑpurun
bɑhʧeDA	bɑhʧedɑ	bɑhʧede
elmDA	elmdɑ	elmde
elHn	elɯn	elin
ʃejlAr	ʃejlɑr	ʃejler
senDAn	sendɑn	senden
pɑrkDA	pɑrkdɑ	pɑrktɑ
bebeklArH	bebeklɑrɯ	bebekleri
biletʧH	biletʧɯ	biletʧi
silindirH	silindirɯ	silindiri
kuvvetlH	kuvvetlɯ	kuvvetli
kuʃH	kuʃɯ	kuʃu
misketlArH	misketlɑrɯ	misketleri
syrmA	syrmɑ	syrme
jemekDA	jemekdɑ	jemekte
deneAlHm	deneɑlɯm	deneelim
tekerleklArH	tekerleklɑrɯ	tekerlekleri
resimlAr	resimlɑr	resimler
defterH	defterɯ	defteri
tejzelAr	tejzelɑr	tejzeler
silmA	silmɑ	silme
elmH	elmɯ	elmi
køjDA	køjdɑ	køjde
ineklArDAn	ineklɑrdɑn	ineklerden
iʃH	iʃɯ	iʃi
etmA	etmɑ	etme
jemeklAr	jemeklɑr	jemekler
trɑktørH	trɑktørɯ	trɑktøry
etmA	etmɑ	etme
kojHnʤA	kojɯnʤɑ	kojunʤɑ
okulH	okulɯ	okulu
resimDA	resimdɑ	resimde
ɑskerlAr	ɑskerlɑr	ɑskerler
fenerH	fenerɯ	feneri
gitmA	gitmɑ	gitme
ujkumHzH	ujkumɯzɯ	ujkumuzu
søjlemH	søjlemɯ	søjlemi
berberA	berberɑ	berbere
jeDHkDAn	jedɯkdɑn	jedikten
diɰerH	diɰerɯ	diɰeri
ʧizAlHm	ʧizɑlɯm	ʧizelim
ɑteʃHn	ɑteʃɯn	ɑteʃin
gyzA	gyzɑ	gyze
olH	olɯ	olu
verelHm	verelɯm	verelim
bɑloHn	bɑloɯn	bɑloun
nerenDA	nerendɑ	nerende
gøzlArHn	gøzlɑrɯn	gøzlerin
øpHnʤA	øpɯnʤɑ	øpynʤe
kolH	kolɯ	kolu
kibritHn	kibritɯn	kibritin
ɑnnelAr	ɑnnelɑr	ɑnneler
iʃɑretH	iʃɑretɯ	iʃɑreti
sytsHz	sytsɯz	sytsyz
ɑjdɯnlɯkDA	ɑjdɯnlɯkdɑ	ɑjdɯnlɯktɑ
kyrkH	kyrkɯ	kyrky
gørAlHm	gørɑlɯm	gørelim
otomobillAr	otomobillɑr	otomobiller
iʃɑretlArH	iʃɑretlɑrɯ	iʃɑretleri
rɑdjoH	rɑdjoɯ	rɑdjou
etlH	etlɯ	etli
kremHHn	kremɯɯn	kremiin
dɑireDAn	dɑiredɑn	dɑireden
bluzH	bluzɯ	bluzu
deveH	deveɯ	devei
bɑrdɑkDAn	bɑrdɑkdɑn	bɑrdɑktɑn
tepelArDAn	tepelɑrdɑn	tepelerden
fillAr	fillɑr	filler
fɑrelAr	fɑrelɑr	fɑreler
domuzH	domuzɯ	domuzu
