uf	pred	sf
ojnɑmA	ojnɑme	ojnɑmɑ
ujkuH	ujkui	ujkuu
trɑktørHn	trɑktørin	trɑktøryn
kuʃlArH	kuʃleri	kuʃlɑrɯ
kɯzmHn	kɯzmin	kɯzmɯn
ɑjAlA	ɑjele	ɑjɑlɑ
ʃɑpkɑH	ʃɑpkɑi	ʃɑpkɑɯ
insɑnlAr	insɑnler	insɑnlɑr
oturAlHm	oturelim	oturɑlɯm
sɑpH	sɑpi	sɑpɯ
bɯrɑkAlHm	bɯrɑkelim	bɯrɑkɑlɯm
kitɑplAr	kitɑpler	kitɑplɑr
ʧɯkHnʤA	ʧɯkinʤe	ʧɯkɯnʤɑ
ɑʃkmA	ɑʃkme	ɑʃkmɑ
kɑfɑnA	kɑfɑne	kɑfɑnɑ
sɑʧlArmH	sɑʧlermi	sɑʧlɑrmɯ
bɑlkonA	bɑlkone	bɑlkonɑ
pɑntolonH	pɑntoloni	pɑntolonu
ɑrɑDA	ɑrɑde	ɑrɑdɑ
ʃøførH	ʃøføri	ʃøføry
kuʃlArHn	kuʃlerin	kuʃlɑrɯn
ɑblɑH	ɑblɑi	ɑblɑɯ
kovbojA	kovboje	kovbojɑ
insɑnH	insɑni	insɑnɯ
ojunlArH	ojunleri	ojunlɑrɯ
ojnɑmAm	ojnɑmem	ojnɑmɑm
orɑDAn	orɑden	orɑdɑn
kɑmjonH	kɑmjoni	kɑmjonu
kɯzA	kɯze	kɯzɑ
televizjonDA	televizjonde	televizjondɑ
ormɑnA	ormɑne	ormɑnɑ
burɑlArH	burɑleri	burɑlɑrɯ
kɑldɯrHp	kɑldɯrip	kɑldɯrɯp
okulH	okuli	okulu
bɑvullAr	bɑvuller	bɑvullɑr
kɑʃH	kɑʃi	kɑʃɯ
kɑrʃɯDA	kɑrʃɯde	kɑrʃɯdɑ
ʃurɑH	ʃurɑi	ʃurɑɯ
kɑrgɑH	kɑrgɑi	kɑrgɑɯ
ujkumHzH	ujkumizi	ujkumuzu
ɑlHʃ	ɑliʃ	ɑlɯʃ
bɑkmA	bɑkme	bɑkmɑ
ɑkʃɑmlAr	ɑkʃɑmler	ɑkʃɑmlɑr
kɑfɑH	kɑfɑi	kɑfɑɯ
kulA	kule	kulɑ
ojnɑmAn	ojnɑmen	ojnɑmɑn
ojnɑmA	ojnɑme	ojnɑmɑ
