uf	pred	sf
gøzH	gøzi	gøzy
vɑpurHn	vɑpurin	vɑpurun
jɑpAlH	jɑpeli	jɑpɑlɯ
ɑslɑnHn	ɑslɑnin	ɑslɑnɯn
pɑrkDA	pɑrkte	pɑrktɑ
pɑhɑlH	pɑhɑli	pɑhɑlɯ
oɰlɑnA	oɰlɑne	oɰlɑnɑ
oturAlHm	oturelim	oturɑlɯm
kɑptɑnH	kɑptɑni	kɑptɑnɯ
vɑpurA	vɑpure	vɑpurɑ
ʧɯkHnʤA	ʧɯkinʤe	ʧɯkɯnʤɑ
kuʃH	kuʃi	kuʃu
ɑʃkmA	ɑʃkme	ɑʃkmɑ
kɑfɑnA	kɑfɑne	kɑfɑnɑ
jɑʃA	jɑʃe	jɑʃɑ
sɑʧlArmH	sɑʧlermi	sɑʧlɑrmɯ
bɑlkonA	bɑlkone	bɑlkonɑ
ɑrɑDA	ɑrɑde	ɑrɑdɑ
ɑmʤɑlAr	ɑmʤɑler	ɑmʤɑlɑr
bojɑlArHn	bojɑlerin	bojɑlɑrɯn
kuʃlArHn	kuʃlerin	kuʃlɑrɯn
ɑtH	ɑti	ɑtɯ
ɑblɑH	ɑblɑi	ɑblɑɯ
insɑnH	insɑni	insɑnɯ
hɑjvɑnlAr	hɑjvɑnler	hɑjvɑnlɑr
ojunlArH	ojunleri	ojunlɑrɯ
ojnɑmAm	ojnɑmem	ojnɑmɑm
tɑhtɑHn	tɑhtɑin	tɑhtɑɯn
jɑrɑmɑzlHk	jɑrɑmɑzlik	jɑrɑmɑzlɯk
kɑpA	kɑpe	kɑpɑ
kɯzA	kɯze	kɯzɑ
ɑdɑmH	ɑdɑmi	ɑdɑmɯ
trɑktørH	trɑktøri	trɑktøry
ɑdɑmlAr	ɑdɑmler	ɑdɑmlɑr
burɑlArH	burɑleri	burɑlɑrɯ
kojHnʤA	kojinʤe	kojunʤɑ
mɑjmunA	mɑjmune	mɑjmunɑ
okulH	okuli	okulu
bɑvullAr	bɑvuller	bɑvullɑr
ʃurɑH	ʃurɑi	ʃurɑɯ
kɑnɑtlArHn	kɑnɑtlerin	kɑnɑtlɑrɯn
kɑrgɑH	kɑrgɑi	kɑrgɑɯ
ujkumHzH	ujkumizi	ujkumuzu
ɑlHʃ	ɑliʃ	ɑlɯʃ
kɑfɑH	kɑfɑi	kɑfɑɯ
kɯrmA	kɯrme	kɯrmɑ
sɑjfɑDA	sɑjfɑde	sɑjfɑdɑ
kɑfɑnH	kɑfɑni	kɑfɑnɯ
olH	oli	olu
ʧɑntɑnA	ʧɑntɑne	ʧɑntɑnɑ
jɑzmA	jɑzme	jɑzmɑ
ʧukulɑtɑH	ʧukulɑtɑi	ʧukulɑtɑɯ
ʤejlɑnlArHn	ʤejlɑnlerin	ʤejlɑnlɑrɯn
sɑʧlAr	sɑʧler	sɑʧlɑr
tɯrnɑklArHn	tɯrnɑklerin	tɯrnɑklɑrɯn
øpHnʤA	øpinʤe	øpynʤe
gɑrɑʒA	gɑrɑʒe	gɑrɑʒɑ
okulDAn	okulden	okuldɑn
dɑnDAn	dɑnden	dɑndɑn
kolH	koli	kolu
sɑɰA	sɑɰe	sɑɰɑ
sytsHz	sytsiz	sytsyz
ɑjdɯnlɯkDA	ɑjdɯnlɯkde	ɑjdɯnlɯktɑ
ɑrkɑDAn	ɑrkɑden	ɑrkɑdɑn
kyrkH	kyrki	kyrky
puɑnH	puɑni	puɑnɯ
rɑdjoH	rɑdjoi	rɑdjou
sigɑrɑmH	sigɑrɑmi	sigɑrɑmɯ
tɑblɑH	tɑblɑi	tɑblɑɯ
ʧorbɑDAn	ʧorbɑden	ʧorbɑdɑn
olmAHnʤA	olmeinʤe	olmɑɯnʤɑ
ɑrɑbɑmH	ɑrɑbɑmi	ɑrɑbɑmɯ
sokɑklArDAn	sokɑklerden	sokɑklɑrdɑn
bluzH	bluzi	bluzu
ojnɑmAnH	ojnɑmeni	ojnɑmɑnɯ
bɑrdɑkDAn	bɑrdɑkten	bɑrdɑktɑn
jɑvrulArH	jɑvruleri	jɑvrulɑrɯ
mɑkɑrɑnA	mɑkɑrɑne	mɑkɑrɑnɑ
ɑjɑklArHHn	ɑjɑkleriin	ɑjɑklɑrɯɯn
tɯrnɑklArHHn	tɯrnɑkleriin	tɯrnɑklɑrɯɯn
mɑjmunlAr	mɑjmunler	mɑjmunlɑr
domuzH	domuzi	domuzu
jɑprɑklAr	jɑprɑkler	jɑprɑklɑr
ʧoʤuklArA	ʧoʤuklere	ʧoʤuklɑrɑ
bɑɰlH	bɑɰli	bɑɰlɯ
ɑnɑokulunA	ɑnɑokulune	ɑnɑokulunɑ
olArAk	olerek	olɑrɑk
jolHn	jolin	jolun
juvɑrlɑklAr	juvɑrlɑkler	juvɑrlɑklɑr
hɑlɑnH	hɑlɑni	hɑlɑnɯ
ojunʤɑklArm	ojunʤɑklerm	ojunʤɑklɑrm
ɑdlArH	ɑdleri	ɑdlɑrɯ
kitɑplArH	kitɑpleri	kitɑplɑrɯ
kuzulAr	kuzuler	kuzulɑr
kɑlkHnʤA	kɑlkinʤe	kɑlkɯnʤɑ
ɑrkɑdɑʃnHz	ɑrkɑdɑʃniz	ɑrkɑdɑʃnɯz
piʒɑmɑlAr	piʒɑmɑler	piʒɑmɑlɑr
bɑʃHn	bɑʃin	bɑʃɯn
pɑrkHn	pɑrkin	pɑrkɯn
tuzsHz	tuzsiz	tuzsuz
televizjonH	televizjoni	televizjonu
kitɑpDAn	kitɑpden	kitɑptɑn
bonʤuklAr	bonʤukler	bonʤuklɑr
oɰlɑnlArA	oɰlɑnlere	oɰlɑnlɑrɑ
sɑklɑmAA	sɑklɑmee	sɑklɑmɑɑ
mutDA	mutte	muttɑ
bɯrɑkHp	bɯrɑkip	bɯrɑkɯp
duvɑrDA	duvɑrde	duvɑrdɑ
ʃɑpkɑlArHn	ʃɑpkɑlerin	ʃɑpkɑlɑrɯn
ʃɑpkɑHn	ʃɑpkɑin	ʃɑpkɑɯn
ojunʤɑkʧHDAn	ojunʤɑkʧiden	ojunʤɑkʧɯdɑn
ojunʤɑkʧH	ojunʤɑkʧi	ojunʤɑkʧɯ
jɑpmAA	jɑpmee	jɑpmɑɑ
toplArHn	toplerin	toplɑrɯn
sojɑdHn	sojɑdin	sojɑdɯn
ʧɑrʃɯDA	ʧɑrʃɯde	ʧɑrʃɯdɑ
bɑkkɑlDAn	bɑkkɑlden	bɑkkɑldɑn
tutmAA	tutmee	tutmɑɑ
ojunʤɑklArDAn	ojunʤɑklerden	ojunʤɑklɑrdɑn
kɯlH	kɯli	kɯlɯ
sɑklAnAʤAk	sɑkleneʤek	sɑklɑnɑʤɑk
bɑʤɑH	bɑʤɑi	bɑʤɑɯ
kitɑplArHn	kitɑplerin	kitɑplɑrɯn
toplAAlHm	topleelim	toplɑɑlɯm
hɑvH	hɑvi	hɑvɯ
pɑstɑH	pɑstɑi	pɑstɑɯ
syrHp	syrip	syryp
kɯzlAr	kɯzler	kɯzlɑr
tɑvuklArHn	tɑvuklerin	tɑvuklɑrɯn
korkAʤAk	korkeʤek	korkɑʤɑk
tokɑlAr	tokɑler	tokɑlɑr
ɑjɯlAr	ɑjɯler	ɑjɯlɑr
ɑɰɑʧlArA	ɑɰɑʧlere	ɑɰɑʧlɑrɑ
ɑjHn	ɑjin	ɑjɯn
hɑnɯmA	hɑnɯme	hɑnɯmɑ
