uf	pred	sf
odɑDA	odɑde	odɑdɑ
gøzH	gøzi	gøzy
ɑrɑbɑlArH	ɑrɑbɑleri	ɑrɑbɑlɑrɯ
uʧAn	uʧen	uʧɑn
ɑjH	ɑji	ɑjɯ
kuʃlArH	kuʃleri	kuʃlɑrɯ
ɑɰɑʧlAr	ɑɰɑʧler	ɑɰɑʧlɑr
jɑzAlHm	jɑzelim	jɑzɑlɯm
zijɑnH	zijɑni	zijɑnɯ
ɑtlAr	ɑtler	ɑtlɑr
bɑbɑnH	bɑbɑni	bɑbɑnɯ
bɑlɯklArH	bɑlɯkleri	bɑlɯklɑrɯ
mɑsɑHn	mɑsɑin	mɑsɑɯn
suDA	sude	sudɑ
pɑhɑlH	pɑhɑli	pɑhɑlɯ
oɰlɑnA	oɰlɑne	oɰlɑnɑ
oturAlHm	oturelim	oturɑlɯm
kitɑplAr	kitɑpler	kitɑplɑr
dɑktiloDA	dɑktilode	dɑktilodɑ
konuʃAlHm	konuʃelim	konuʃɑlɯm
vɑpurA	vɑpure	vɑpurɑ
kuʃH	kuʃi	kuʃu
sokmA	sokme	sokmɑ
kɑfɑnA	kɑfɑne	kɑfɑnɑ
dɑnɑlAr	dɑnɑler	dɑnɑlɑr
bostɑnA	bostɑne	bostɑnɑ
sɑʧlArmH	sɑʧlermi	sɑʧlɑrmɯ
bojɑlArHn	bojɑlerin	bojɑlɑrɯn
sɑlɯnʤɑklArA	sɑlɯnʤɑklere	sɑlɯnʤɑklɑrɑ
sɑlɯnʤɑklAr	sɑlɯnʤɑkler	sɑlɯnʤɑklɑr
ojnɑmAm	ojnɑmem	ojnɑmɑm
orɑDAn	orɑden	orɑdɑn
ojunʤɑklArmH	ojunʤɑklermi	ojunʤɑklɑrmɯ
tɑhtɑHn	tɑhtɑin	tɑhtɑɯn
kɑmjonH	kɑmjoni	kɑmjonu
kɯzA	kɯze	kɯzɑ
burɑlArH	burɑleri	burɑlɑrɯ
kojHnʤA	kojinʤe	kojunʤɑ
kɑldɯrHp	kɑldɯrip	kɑldɯrɯp
okulH	okuli	okulu
kɑʃH	kɑʃi	kɑʃɯ
kɑrgɑH	kɑrgɑi	kɑrgɑɯ
bɑkmA	bɑkme	bɑkmɑ
ɑkʃɑmlAr	ɑkʃɑmler	ɑkʃɑmlɑr
kulA	kule	kulɑ
kɯrmA	kɯrme	kɯrmɑ
sɑjfɑDA	sɑjfɑde	sɑjfɑdɑ
bejɑzH	bejɑzi	bejɑzɯ
sɑnADA	sɑnede	sɑnɑdɑ
olH	oli	olu
ʧɑntɑnA	ʧɑntɑne	ʧɑntɑnɑ
gɑrɑʒDA	gɑrɑʒde	gɑrɑʒdɑ
ʧukulɑtɑH	ʧukulɑtɑi	ʧukulɑtɑɯ
ʤejlɑnlArHn	ʤejlɑnlerin	ʤejlɑnlɑrɯn
sɑʧlAr	sɑʧler	sɑʧlɑr
gɑrɑʒA	gɑrɑʒe	gɑrɑʒɑ
okulDAn	okulden	okuldɑn
dɑnDAn	dɑnden	dɑndɑn
kolH	koli	kolu
mɑndɑlinɑlArH	mɑndɑlinɑleri	mɑndɑlinɑlɑrɯ
sɑɰA	sɑɰe	sɑɰɑ
ɑjdɯnlɯkDA	ɑjdɯnlɯkde	ɑjdɯnlɯktɑ
ɑrkɑDAn	ɑrkɑden	ɑrkɑdɑn
kyrkH	kyrki	kyrky
puɑnH	puɑni	puɑnɯ
sigɑrɑmH	sigɑrɑmi	sigɑrɑmɯ
tɑblɑH	tɑblɑi	tɑblɑɯ
ʧɑntɑHn	ʧɑntɑin	ʧɑntɑɯn
ʧorbɑDAn	ʧorbɑden	ʧorbɑdɑn
sɑʧlH	sɑʧli	sɑʧlɯ
olmAHnʤA	olmeinʤe	olmɑɯnʤɑ
ɑrɑbɑmH	ɑrɑbɑmi	ɑrɑbɑmɯ
bluzH	bluzi	bluzu
tɑʃlAr	tɑʃler	tɑʃlɑr
ojnɑmAnH	ojnɑmeni	ojnɑmɑnɯ
bɑrdɑkDAn	bɑrdɑkten	bɑrdɑktɑn
ɯsɯrmAA	ɯsɯrmee	ɯsɯrmɑɑ
oɰlɑnH	oɰlɑni	oɰlɑnɯ
ʧɑtɑllAr	ʧɑtɑller	ʧɑtɑllɑr
mɑkɑrɑnA	mɑkɑrɑne	mɑkɑrɑnɑ
ɑslɑnlAr	ɑslɑnler	ɑslɑnlɑr
tɯrnɑklArHHn	tɯrnɑkleriin	tɯrnɑklɑrɯɯn
mɑjmunlAr	mɑjmunler	mɑjmunlɑr
domuzH	domuzi	domuzu
jɑprɑklAr	jɑprɑkler	jɑprɑklɑr
olArAk	olerek	olɑrɑk
jolHn	jolin	jolun
juvɑrlɑklAr	juvɑrlɑkler	juvɑrlɑklɑr
hɑlɑnH	hɑlɑni	hɑlɑnɯ
telefonHn	telefonin	telefonun
tutAlHm	tutelim	tutɑlɯm
ɑdlArH	ɑdleri	ɑdlɑrɯ
konHʃ	koniʃ	konuʃ
kitɑplArH	kitɑpleri	kitɑplɑrɯ
ɑrkɑdɑʃnHz	ɑrkɑdɑʃniz	ɑrkɑdɑʃnɯz
piʒɑmɑlAr	piʒɑmɑler	piʒɑmɑlɑr
doktorA	doktore	doktorɑ
pɑrkHn	pɑrkin	pɑrkɯn
tɯkmA	tɯkme	tɯkmɑ
ɑjɑkkɑbɯlArH	ɑjɑkkɑbɯleri	ɑjɑkkɑbɯlɑrɯ
tuzsHz	tuzsiz	tuzsuz
bonʤuklAr	bonʤukler	bonʤuklɑr
ɑʃɑɰɯDA	ɑʃɑɰɯde	ɑʃɑɰɯdɑ
sofrɑDA	sofrɑde	sofrɑdɑ
oɰlɑnlArA	oɰlɑnlere	oɰlɑnlɑrɑ
ɑʃɑɰɯDAki	ɑʃɑɰɯdeki	ɑʃɑɰɯdɑki
mutDA	mutte	muttɑ
ojnɑAʤAklAr	ojnɑɑʤekler	ojnɑɑʤɑklɑr
bɯrɑkHp	bɯrɑkip	bɯrɑkɯp
duvɑrDA	duvɑrde	duvɑrdɑ
ɑsɯlH	ɑsɯli	ɑsɯlɯ
ʃɑpkɑlArHn	ʃɑpkɑlerin	ʃɑpkɑlɑrɯn
ʃɑpkɑHn	ʃɑpkɑin	ʃɑpkɑɯn
ojunʤɑkʧHDAn	ojunʤɑkʧiden	ojunʤɑkʧɯdɑn
ojunʤɑkʧH	ojunʤɑkʧi	ojunʤɑkʧɯ
ɑlHp	ɑlip	ɑlɯp
jɑpmAA	jɑpmee	jɑpmɑɑ
dɑdɯsHz	dɑdɯsiz	dɑdɯsɯz
ʧɑrʃɯDA	ʧɑrʃɯde	ʧɑrʃɯdɑ
bɑkkɑlDAn	bɑkkɑlden	bɑkkɑldɑn
tutmAA	tutmee	tutmɑɑ
kɑʧnʤH	kɑʧnʤi	kɑʧnʤɯ
soɰukDA	soɰukte	soɰuktɑ
ʤɑmlAr	ʤɑmler	ʤɑmlɑr
kɯlH	kɯli	kɯlɯ
kojHp	kojip	kojup
sɑklAnAʤAk	sɑkleneʤek	sɑklɑnɑʤɑk
bɑʤɑH	bɑʤɑi	bɑʤɑɯ
toplAAlHm	topleelim	toplɑɑlɯm
hɑvH	hɑvi	hɑvɯ
pɑstɑH	pɑstɑi	pɑstɑɯ
syrHp	syrip	syryp
tɑvuklArHn	tɑvuklerin	tɑvuklɑrɯn
korkAʤAk	korkeʤek	korkɑʤɑk
odɑmDAn	odɑmden	odɑmdɑn
olmAH	olmei	olmɑɯ
tokɑlAr	tokɑler	tokɑlɑr
gøtyrHnʤA	gøtyrinʤe	gøtyrynʤe
hɑnɯmA	hɑnɯme	hɑnɯmɑ
kovbojHn	kovbojin	kovbojun
kirɑzHn	kirɑzin	kirɑzɯn
mumlAr	mumler	mumlɑr
ɑrkɑDAki	ɑrkɑdeki	ɑrkɑdɑki
ɑrɑbɑHn	ɑrɑbɑin	ɑrɑbɑɯn
jolDA	jolde	joldɑ
jɑpmɑmH	jɑpmɑmi	jɑpmɑmɯ
kojmAmH	kojmemi	kojmɑmɯ
odɑnA	odɑne	odɑnɑ
ɑrɑbɑlArm	ɑrɑbɑlerm	ɑrɑbɑlɑrm
tɑbɯʃkɑnA	tɑbɯʃkɑne	tɑbɯʃkɑnɑ
uzɑkDAn	uzɑkten	uzɑktɑn
sønDHkDAn	søndikten	søndykten
lɑmbɑH	lɑmbɑi	lɑmbɑɯ
ɑmʤɑH	ɑmʤɑi	ɑmʤɑɯ
sɑʧlArm	sɑʧlerm	sɑʧlɑrm
mikrofonA	mikrofone	mikrofonɑ
vɑpurDAn	vɑpurden	vɑpurdɑn
vɑpurDA	vɑpurde	vɑpurdɑ
konuʃmADAn	konuʃmeden	konuʃmɑdɑn
kɯjmA	kɯjme	kɯjmɑ
mɑsɑlnH	mɑsɑlni	mɑsɑlnɯ
bɑbɑHnki	bɑbɑinki	bɑbɑɯnki
tɑvɑnA	tɑvɑne	tɑvɑnɑ
ɯʃɯklArH	ɯʃɯkleri	ɯʃɯklɑrɯ
dɑvulHn	dɑvulin	dɑvulun
kɑrgɑnH	kɑrgɑni	kɑrgɑnɯ
tɑhtɑlAr	tɑhtɑler	tɑhtɑlɑr
tɑhtɑlArHn	tɑhtɑlerin	tɑhtɑlɑrɯn
ojunʤɑklArHHn	ojunʤɑkleriin	ojunʤɑklɑrɯɯn
ɑɰɑʧDA	ɑɰɑʧte	ɑɰɑʧtɑ
kovAn	koven	kovɑn
ʧɑrpɑnH	ʧɑrpɑni	ʧɑrpɑnɯ
jɯrtmA	jɯrtme	jɯrtmɑ
mɑkɑrɑlArH	mɑkɑrɑleri	mɑkɑrɑlɑrɯ
mɑkɑrɑH	mɑkɑrɑi	mɑkɑrɑɯ
ɑrɑbɑHHn	ɑrɑbɑiin	ɑrɑbɑɯɯn
bɑʃmHzA	bɑʃmize	bɑʃmɯzɑ
tulumHn	tulumin	tulumun
sønHnʤA	søninʤe	sønynʤe
kuʃA	kuʃe	kuʃɑ
tɑbɑklAr	tɑbɑkler	tɑbɑklɑr
tɑbɑklArH	tɑbɑkleri	tɑbɑklɑrɯ
kenɑrA	kenɑre	kenɑrɑ
tɑvʃɑnH	tɑvʃɑni	tɑvʃɑnɯ
uɰrɑʃmA	uɰrɑʃme	uɰrɑʃmɑ
ʧɑmɑʃɯrlAr	ʧɑmɑʃɯrler	ʧɑmɑʃɯrlɑr
hɑnɯmH	hɑnɯmi	hɑnɯmɯ
domuzA	domuze	domuzɑ
hɑjvɑnmH	hɑjvɑnmi	hɑjvɑnmɯ
hɑjvɑnsHz	hɑjvɑnsiz	hɑjvɑnsɯz
ʧɑntɑmDAn	ʧɑntɑmden	ʧɑntɑmdɑn
okuAlHm	okuelim	okuɑlɯm
okulDAki	okuldeki	okuldɑki
hɯrkɑlHH	hɯrkɑlii	hɯrkɑlɯɯ
ʧɯkHp	ʧɯkip	ʧɯkɯp
ɑrɑbɑmHzHn	ɑrɑbɑmizin	ɑrɑbɑmɯzɯn
mɑrkɑH	mɑrkɑi	mɑrkɑɯ
sɑʧHn	sɑʧin	sɑʧɯn
tuzlH	tuzli	tuzlu
ɑmʤɑnHzA	ɑmʤɑnize	ɑmʤɑnɯzɑ
silofonH	silofoni	silofonu
pɑbuʧlAr	pɑbuʧler	pɑbuʧlɑr
