uf	pred	sf
ɑrkɑdɑʃlArHn	ɑrkɑdɑʃlerin	ɑrkɑdɑʃlɑrɯn
kɑnɑtlArH	kɑnɑtleri	kɑnɑtlɑrɯ
kuʃlArH	kuʃleri	kuʃlɑrɯ
bɯrɑkmA	bɯrɑkme	bɯrɑkmɑ
ʃɑpkɑH	ʃɑpkɑi	ʃɑpkɑɯ
otobysHn	otobysin	otobysyn
toplAr	topler	toplɑr
jɑzAlHm	jɑzelim	jɑzɑlɯm
bɑlɯklArH	bɑlɯkleri	bɑlɯklɑrɯ
suDA	sute	sudɑ
pɑrkDA	pɑrkte	pɑrktɑ
oɰlɑnA	oɰlɑne	oɰlɑnɑ
tɑbɑnʤɑH	tɑbɑnʤɑi	tɑbɑnʤɑɯ
kɑptɑnH	kɑptɑni	kɑptɑnɯ
dɑktiloDA	dɑktilode	dɑktilodɑ
kɑrgɑHn	kɑrgɑin	kɑrgɑɯn
kuʃH	kuʃi	kuʃu
ʧɑntɑH	ʧɑntɑi	ʧɑntɑɯ
kɑfɑnA	kɑfɑne	kɑfɑnɑ
jɑʃA	jɑʃe	jɑʃɑ
bɑsmA	bɑsme	bɑsmɑ
bostɑnA	bostɑne	bostɑnɑ
bɑlkonA	bɑlkone	bɑlkonɑ
ɑmʤɑlAr	ɑmʤɑler	ɑmʤɑlɑr
ɑtH	ɑti	ɑtɯ
ɑnDA	ɑnde	ɑndɑ
sɑlɯnʤɑklArA	sɑlɯnʤɑklere	sɑlɯnʤɑklɑrɑ
sɑlɯnʤɑklAr	sɑlɯnʤɑkler	sɑlɯnʤɑklɑr
ojnɑmAm	ojnɑmem	ojnɑmɑm
kɑmjonH	kɑmjoni	kɑmjonu
kɑpA	kɑpe	kɑpɑ
kɯzA	kɯze	kɯzɑ
televizjonDA	televizjonde	televizjondɑ
ɑdɑmH	ɑdɑmi	ɑdɑmɯ
burɑlArH	burɑleri	burɑlɑrɯ
ɑrkɑnDA	ɑrkɑnde	ɑrkɑndɑ
mɑjmunA	mɑjmune	mɑjmunɑ
ʃɑpkɑlH	ʃɑpkɑli	ʃɑpkɑlɯ
bɑvullAr	bɑvuller	bɑvullɑr
kɑrʃɯDA	kɑrʃɯde	kɑrʃɯdɑ
kɑrgɑH	kɑrgɑi	kɑrgɑɯ
bɑkmA	bɑkme	bɑkmɑ
kɯrmA	kɯrme	kɯrmɑ
sɑʧmA	sɑʧme	sɑʧmɑ
kɑlkmA	kɑlkme	kɑlkmɑ
sɑklAAlHm	sɑkleelim	sɑklɑɑlɯm
bejɑzH	bejɑzi	bejɑzɯ
sɑnADA	sɑnede	sɑnɑdɑ
ɯsɯrmA	ɯsɯrme	ɯsɯrmɑ
ʧɑntɑnA	ʧɑntɑne	ʧɑntɑnɑ
ʧukulɑtɑH	ʧukulɑtɑi	ʧukulɑtɑɯ
sɑʧlAr	sɑʧler	sɑʧlɑr
kolH	koli	kolu
mɑndɑlinɑlArH	mɑndɑlinɑleri	mɑndɑlinɑlɑrɯ
solA	sole	solɑ
sytsHz	sytsiz	sytsyz
ɑrkɑDAn	ɑrkɑden	ɑrkɑdɑn
mɑmɑH	mɑmɑi	mɑmɑɯ
rɑdjoH	rɑdjoi	rɑdjou
sigɑrɑmH	sigɑrɑmi	sigɑrɑmɯ
ʧɑntɑHn	ʧɑntɑin	ʧɑntɑɯn
olmAHnʤA	olmeinʤe	olmɑɯnʤɑ
ɑrɑbɑmH	ɑrɑbɑmi	ɑrɑbɑmɯ
bluzH	bluzi	bluzu
tɑʃlAr	tɑʃler	tɑʃlɑr
ojnɑmAnH	ojnɑmeni	ojnɑmɑnɯ
jorgɑnH	jorgɑni	jorgɑnɯ
ɯsɯrmAA	ɯsɯrmee	ɯsɯrmɑɑ
ʧɑtɑllAr	ʧɑtɑller	ʧɑtɑllɑr
mɑkɑrɑnA	mɑkɑrɑne	mɑkɑrɑnɑ
ɑslɑnlAr	ɑslɑnler	ɑslɑnlɑr
ɑjɑklArHHn	ɑjɑkleriin	ɑjɑklɑrɯɯn
mɑjmunlAr	mɑjmunler	mɑjmunlɑr
domuzH	domuzi	domuzu
jɑprɑklAr	jɑprɑkler	jɑprɑklɑr
ʧoʤuklArA	ʧoʤuklere	ʧoʤuklɑrɑ
bɑnjoDA	bɑnjode	bɑnjodɑ
ɑnɑokulunA	ɑnɑokulune	ɑnɑokulunɑ
olArAk	olerek	olɑrɑk
jolHn	jolin	jolun
juvɑrlɑklAr	juvɑrlɑkler	juvɑrlɑklɑr
hɑlɑnH	hɑlɑni	hɑlɑnɯ
ojunʤɑklArm	ojunʤɑklerm	ojunʤɑklɑrm
telefonHn	telefonin	telefonun
tutAlHm	tutelim	tutɑlɯm
ɑdlArH	ɑdleri	ɑdlɑrɯ
konHʃ	koniʃ	konuʃ
kitɑplArH	kitɑpleri	kitɑplɑrɯ
kuzulAr	kuzuler	kuzulɑr
kɑlkHnʤA	kɑlkinʤe	kɑlkɯnʤɑ
piʒɑmɑlAr	piʒɑmɑler	piʒɑmɑlɑr
bɑʃHn	bɑʃin	bɑʃɯn
pɑrkHn	pɑrkin	pɑrkɯn
tɯkmA	tɯkme	tɯkmɑ
tuzsHz	tuzsiz	tuzsuz
televizjonH	televizjoni	televizjonu
kitɑpDAn	kitɑpten	kitɑptɑn
bonʤuklAr	bonʤukler	bonʤuklɑr
ɑʃɑɰɯDA	ɑʃɑɰɯde	ɑʃɑɰɯdɑ
sɑklɑmAA	sɑklɑmee	sɑklɑmɑɑ
mutDA	mutte	muttɑ
ojnɑAʤAklAr	ojnɑɑʤekler	ojnɑɑʤɑklɑr
duvɑrDA	duvɑrde	duvɑrdɑ
ʃɑpkɑlArHn	ʃɑpkɑlerin	ʃɑpkɑlɑrɯn
ʃɑpkɑHn	ʃɑpkɑin	ʃɑpkɑɯn
jɑpmAA	jɑpmee	jɑpmɑɑ
dɑdɯsHz	dɑdɯsiz	dɑdɯsɯz
ʧɑrʃɯDA	ʧɑrʃɯde	ʧɑrʃɯdɑ
ojunʤɑklArDAn	ojunʤɑklerden	ojunʤɑklɑrdɑn
ʤɑmHn	ʤɑmin	ʤɑmɯn
ʤɑmlAr	ʤɑmler	ʤɑmlɑr
kɯlH	kɯli	kɯlɯ
sɑklAnAʤAk	sɑkleneʤek	sɑklɑnɑʤɑk
kitɑplArHn	kitɑplerin	kitɑplɑrɯn
toplAAlHm	topleelim	toplɑɑlɯm
hɑvH	hɑvi	hɑvɯ
pɑstɑH	pɑstɑi	pɑstɑɯ
gynHn	gynin	gynyn
syrHp	syrup	syryp
kɯzlAr	kɯzler	kɯzlɑr
mɑmɑlArH	mɑmɑleri	mɑmɑlɑrɯ
odɑmDAn	odɑmden	odɑmdɑn
olmAH	olmei	olmɑɯ
tokɑlAr	tokɑler	tokɑlɑr
ɑjɯlAr	ɑjɯler	ɑjɯlɑr
ɑɰɑʧlArA	ɑɰɑʧlere	ɑɰɑʧlɑrɑ
ɑjHn	ɑjin	ɑjɯn
kovbojHn	kovbojin	kovbojun
tɑkHp	tɑkup	tɑkɯp
kirɑzHn	kirɑzin	kirɑzɯn
mumlAr	mumler	mumlɑr
ɑrkɑDAki	ɑrkɑdeki	ɑrkɑdɑki
jolDA	jolde	joldɑ
jɑpmɑmH	jɑpmɑmi	jɑpmɑmɯ
kojmAmH	kojmemi	kojmɑmɯ
kulɑklArmH	kulɑklermi	kulɑklɑrmɯ
odɑnA	odɑne	odɑnɑ
ɑrɑbɑlArm	ɑrɑbɑlerm	ɑrɑbɑlɑrm
ɑrɑbɑlArA	ɑrɑbɑlere	ɑrɑbɑlɑrɑ
tɑbɯʃkɑnA	tɑbɯʃkɑne	tɑbɯʃkɑnɑ
uzɑkDAn	uzɑkten	uzɑktɑn
lɑmbɑH	lɑmbɑi	lɑmbɑɯ
ɑmʤɑH	ɑmʤɑi	ɑmʤɑɯ
vɑpurDAn	vɑpurden	vɑpurdɑn
bɑjlArDA	bɑjlerde	bɑjlɑrdɑ
vɑpurDA	vɑpurde	vɑpurdɑ
konuʃmADAn	konuʃmeden	konuʃmɑdɑn
kɯjmA	kɯjme	kɯjmɑ
komʃuHn	komʃuin	komʃuun
mɑsɑlnH	mɑsɑlni	mɑsɑlnɯ
bɑbɑHnki	bɑbɑinki	bɑbɑɯnki
tɑvɑnA	tɑvɑne	tɑvɑnɑ
ɯʃɯklArH	ɯʃɯkleri	ɯʃɯklɑrɯ
dɑvulHn	dɑvulin	dɑvulun
kɑrgɑnH	kɑrgɑni	kɑrgɑnɯ
ujkunH	ujkuni	ujkunu
tɑnkHn	tɑnkin	tɑnkɯn
ʃøførsHz	ʃøførsiz	ʃøførsyz
koltukDAn	koltukten	koltuktɑn
tɑhtɑlArHn	tɑhtɑlerin	tɑhtɑlɑrɯn
ojunʤɑklArHHn	ojunʤɑkleriin	ojunʤɑklɑrɯɯn
ortɑDAn	ortɑden	ortɑdɑn
ɑɰɑʧDA	ɑɰɑʧte	ɑɰɑʧtɑ
kovɑlArH	kovɑleri	kovɑlɑrɯ
kovAn	koven	kovɑn
kordonHn	kordonin	kordonun
jɯrtmA	jɯrtme	jɯrtmɑ
tɑkmAm	tɑkmem	tɑkmɑm
mɑkɑrɑH	mɑkɑrɑi	mɑkɑrɑɯ
ɑrɑbɑHHn	ɑrɑbɑiin	ɑrɑbɑɯɯn
bɑʃmHzA	bɑʃmize	bɑʃmɯzɑ
sønHnʤA	søninʤe	sønynʤe
sɑʧlArH	sɑʧleri	sɑʧlɑrɯ
tɑbɑklAr	tɑbɑkler	tɑbɑklɑr
orɑlArA	orɑlere	orɑlɑrɑ
kenɑrA	kenɑre	kenɑrɑ
tɑvʃɑnH	tɑvʃɑni	tɑvʃɑnɯ
uɰrɑʃmA	uɰrɑʃme	uɰrɑʃmɑ
kebɑpʧHA	kebɑpʧie	kebɑpʧɯɑ
hɑnɯmH	hɑnɯmi	hɑnɯmɯ
domuzA	domuze	domuzɑ
hɑjvɑnmH	hɑjvɑnmi	hɑjvɑnmɯ
hɑjvɑnsHz	hɑjvɑnsiz	hɑjvɑnsɯz
