uf	pred	sf
ɑjH	ɑji	ɑjɯ
kuʃlArH	kuʃleri	kuʃlɑrɯ
tɑktHn	tɑktin	tɑktɯn
kɑnɑtlAr	kɑnɑtler	kɑnɑtlɑr
kurtlArH	kurtleri	kurtlɑrɯ
suDA	sute	sudɑ
ɑlmA	ɑlme	ɑlmɑ
tɑbɑnʤɑHn	tɑbɑnʤɑin	tɑbɑnʤɑɯn
sɑpH	sɑpi	sɑpɯ
kɑpɯlArH	kɑpɯleri	kɑpɯlɑrɯ
kɑptɑnH	kɑptɑni	kɑptɑnɯ
konuʃAlHm	konuʃelim	konuʃɑlɯm
vɑpurA	vɑpure	vɑpurɑ
kuʃH	kuʃi	kuʃu
ɑʃkmA	ɑʃkme	ɑʃkmɑ
jɑʃA	jɑʃe	jɑʃɑ
bojɑAlHm	bojɑɑlim	bojɑɑlɯm
bostɑnA	bostɑne	bostɑnɑ
jɑɰHnʤA	jɑɰinʤe	jɑɰɯnʤɑ
bɑlkonA	bɑlkone	bɑlkonɑ
pɑntolonH	pɑntoloni	pɑntolonu
ɑrɑDA	ɑrɑde	ɑrɑdɑ
kuʃlArHn	kuʃlerin	kuʃlɑrɯn
kovbojA	kovboje	kovbojɑ
insɑnH	insɑni	insɑnɯ
sɑlɯnʤɑklArA	sɑlɯnʤɑklere	sɑlɯnʤɑklɑrɑ
jɑrɑmɑzlHk	jɑrɑmɑzlik	jɑrɑmɑzlɯk
ɑblɑHHn	ɑblɑiin	ɑblɑɯɯn
kɑmjonH	kɑmjoni	kɑmjonu
televizjonDA	televizjonde	televizjondɑ
trɑktørH	trɑktøri	trɑktøry
sɯnɯfDA	sɯnɯfde	sɯnɯftɑ
kojHnʤA	kojinʤe	kojunʤɑ
mɑjmunA	mɑjmune	mɑjmunɑ
ʃɑpkɑlH	ʃɑpkɑli	ʃɑpkɑlɯ
okulH	okuli	okulu
kɑʃH	kɑʃi	kɑʃɯ
kɑrʃɯDA	kɑrʃɯde	kɑrʃɯdɑ
kɑnɑtlArHn	kɑnɑtlerin	kɑnɑtlɑrɯn
kɑrgɑH	kɑrgɑi	kɑrgɑɯ
ujkumHzH	ujkumizi	ujkumuzu
ɑlHʃ	ɑliʃ	ɑlɯʃ
kɑfɑH	kɑfɑi	kɑfɑɯ
kulA	kule	kulɑ
ojnɑmAn	ojnɑmen	ojnɑmɑn
sɑjfɑDA	sɑjfɑde	sɑjfɑdɑ
kɑdɑrDA	kɑdɑrde	kɑdɑrdɑ
ɯsɯrmA	ɯsɯrme	ɯsɯrmɑ
jɑzmA	jɑzme	jɑzmɑ
ʧukulɑtɑH	ʧukulɑtɑi	ʧukulɑtɑɯ
ʤejlɑnlArHn	ʤejlɑnlerin	ʤejlɑnlɑrɯn
sɑʧlAr	sɑʧler	sɑʧlɑr
tɯrnɑklArHn	tɯrnɑklerin	tɯrnɑklɑrɯn
gɑrɑʒA	gɑrɑʒe	gɑrɑʒɑ
kolH	koli	kolu
mɑndɑlinɑlArH	mɑndɑlinɑleri	mɑndɑlinɑlɑrɯ
sɑɰA	sɑɰe	sɑɰɑ
solA	sole	solɑ
sytsHz	sytsiz	sytsyz
ɑrkɑDAn	ɑrkɑden	ɑrkɑdɑn
kyrkH	kyrki	kyrky
rɑdjoH	rɑdjoi	rɑdjou
sigɑrɑmH	sigɑrɑmi	sigɑrɑmɯ
tɑblɑH	tɑblɑi	tɑblɑɯ
ʧorbɑDAn	ʧorbɑden	ʧorbɑdɑn
sɑʧlH	sɑʧli	sɑʧlɯ
olmAHnʤA	olmeinʤe	olmɑɯnʤɑ
kɑrɑnlɯkDA	kɑrɑnlɯkte	kɑrɑnlɯktɑ
ɑrɑbɑmH	ɑrɑbɑmi	ɑrɑbɑmɯ
sokɑklArDAn	sokɑklerden	sokɑklɑrdɑn
mikrofonH	mikrofoni	mikrofonu
