uf	pred	sf
okulDA	okulde	okuldɑ
ɑdɑmHn	ɑdɑmin	ɑdɑmɯn
ʧoʤuklArH	ʧoʤukleri	ʧoʤuklɑrɯ
ojnɑmA	ojnɑme	ojnɑmɑ
mɑjmunH	mɑjmuni	mɑjmunu
bɑbɑnH	bɑbɑni	bɑbɑnɯ
motorH	motori	motoru
kɑpɯlArH	kɑpɯleri	kɑpɯlɑrɯ
dɑktiloDA	dɑktilode	dɑktilodɑ
konuʃAlHm	konuʃelim	konuʃɑlɯm
vɑpurA	vɑpure	vɑpurɑ
bɑʤɑklArH	bɑʤɑkleri	bɑʤɑklɑrɯ
kuʃH	kuʃi	kuʃu
ɑʃkmA	ɑʃkme	ɑʃkmɑ
konuʃmA	konuʃme	konuʃmɑ
dɑnɑlAr	dɑnɑler	dɑnɑlɑr
bostɑnA	bostɑne	bostɑnɑ
sɑʧlArmH	sɑʧlermi	sɑʧlɑrmɯ
bɑlkonA	bɑlkone	bɑlkonɑ
pɑntolonH	pɑntoloni	pɑntolonu
ɑmʤɑlAr	ɑmʤɑler	ɑmʤɑlɑr
kuʃlArHn	kuʃlerin	kuʃlɑrɯn
ɑtH	ɑti	ɑtɯ
ɑblɑH	ɑblɑi	ɑblɑɯ
kovbojA	kovboje	kovbojɑ
insɑnH	insɑni	insɑnɯ
ojunlArH	ojunleri	ojunlɑrɯ
sɑlɯnʤɑklArA	sɑlɯnʤɑklere	sɑlɯnʤɑklɑrɑ
dɯʃɑrɯDA	dɯʃɑrɯde	dɯʃɑrɯdɑ
jɑrɑmɑzlHk	jɑrɑmɑzlik	jɑrɑmɑzlɯk
kɑmjonH	kɑmjoni	kɑmjonu
kɯzA	kɯze	kɯzɑ
ormɑnA	ormɑne	ormɑnɑ
ɑdɑmH	ɑdɑmi	ɑdɑmɯ
burɑlArH	burɑleri	burɑlɑrɯ
kojHnʤA	kojinʤe	kojunʤɑ
hɑvɑDA	hɑvɑde	hɑvɑdɑ
okulH	okuli	okulu
kɑzɑnmAA	kɑzɑnmee	kɑzɑnmɑɑ
bɑvullAr	bɑvuller	bɑvullɑr
kɑʃH	kɑʃi	kɑʃɯ
kɑrʃɯDA	kɑrʃɯde	kɑrʃɯdɑ
vɑpurlAr	vɑpurler	vɑpurlɑr
konuʃmA	konuʃme	konuʃmɑ
kɑnɑtlArHn	kɑnɑtlerin	kɑnɑtlɑrɯn
kɑrgɑH	kɑrgɑi	kɑrgɑɯ
ɑjHHn	ɑjiin	ɑjɯɯn
ɑkʃɑmlAr	ɑkʃɑmler	ɑkʃɑmlɑr
kɑfɑH	kɑfɑi	kɑfɑɯ
kulA	kule	kulɑ
sɑʧmA	sɑʧme	sɑʧmɑ
ojnɑmAn	ojnɑmen	ojnɑmɑn
ojnɑmA	ojnɑme	ojnɑmɑ
sɑjfɑDA	sɑjfɑde	sɑjfɑdɑ
kɑdɑrDA	kɑdɑrde	kɑdɑrdɑ
sɑklAAlHm	sɑkleelim	sɑklɑɑlɯm
ɯsɯrmA	ɯsɯrme	ɯsɯrmɑ
gɑrɑʒDA	gɑrɑʒde	gɑrɑʒdɑ
ʧukulɑtɑH	ʧukulɑtɑi	ʧukulɑtɑɯ
gɑrɑʒA	gɑrɑʒe	gɑrɑʒɑ
okulDAn	okulden	okuldɑn
kolH	koli	kolu
mɑndɑlinɑlArH	mɑndɑlinɑleri	mɑndɑlinɑlɑrɯ
sɑɰA	sɑɰe	sɑɰɑ
solA	sole	solɑ
sytsHz	sytsiz	sytsyz
ɑjdɯnlɯkDA	ɑjdɯnlɯkte	ɑjdɯnlɯktɑ
ɑrkɑDAn	ɑrkɑden	ɑrkɑdɑn
kyrkH	kyrki	kyrky
puɑnH	puɑni	puɑnɯ
mɑmɑH	mɑmɑi	mɑmɑɯ
rɑdjoH	rɑdjoi	rɑdjou
sigɑrɑmH	sigɑrɑmi	sigɑrɑmɯ
ʧɑntɑHn	ʧɑntɑin	ʧɑntɑɯn
ʧorbɑDAn	ʧorbɑden	ʧorbɑdɑn
sɑʧlH	sɑʧli	sɑʧlɯ
sokɑklArDAn	sokɑklerden	sokɑklɑrdɑn
bɑʃkɑH	bɑʃkɑi	bɑʃkɑɯ
ojnɑmAnH	ojnɑmeni	ojnɑmɑnɯ
jɑvrulArH	jɑvruleri	jɑvrulɑrɯ
oɰlɑnH	oɰlɑni	oɰlɑnɯ
mɑkɑrɑnA	mɑkɑrɑne	mɑkɑrɑnɑ
ɑjɑklArHHn	ɑjɑkleriin	ɑjɑklɑrɯɯn
domuzH	domuzi	domuzu
ʧoʤuklArA	ʧoʤuklere	ʧoʤuklɑrɑ
bɑnjoDA	bɑnjode	bɑnjodɑ
ɑnɑokulunA	ɑnɑokulune	ɑnɑokulunɑ
jolHn	jolin	jolun
juvɑrlɑklAr	juvɑrlɑkler	juvɑrlɑklɑr
hɑlɑnH	hɑlɑni	hɑlɑnɯ
telefonHn	telefonin	telefonun
ɑdlArH	ɑdleri	ɑdlɑrɯ
konHʃ	koniʃ	konuʃ
kitɑplArH	kitɑpleri	kitɑplɑrɯ
kuzulAr	kuzuler	kuzulɑr
kɑlkHnʤA	kɑlkinʤe	kɑlkɯnʤɑ
piʒɑmɑlAr	piʒɑmɑler	piʒɑmɑlɑr
doktorA	doktore	doktorɑ
bɑʃHn	bɑʃin	bɑʃɯn
tɯkmA	tɯkme	tɯkmɑ
ɑjɑkkɑbɯlArH	ɑjɑkkɑbɯleri	ɑjɑkkɑbɯlɑrɯ
tuzsHz	tuzsiz	tuzsuz
ʧoʤuklArHn	ʧoʤuklerin	ʧoʤuklɑrɯn
kitɑpDAn	kitɑpten	kitɑptɑn
bonʤuklAr	bonʤukler	bonʤuklɑr
ɑʃɑɰɯDA	ɑʃɑɰɯde	ɑʃɑɰɯdɑ
sofrɑDA	sofrɑde	sofrɑdɑ
oɰlɑnlArA	oɰlɑnlere	oɰlɑnlɑrɑ
sɑklɑmAA	sɑklɑmee	sɑklɑmɑɑ
uzɑkDA	uzɑkte	uzɑktɑ
duvɑrDA	duvɑrde	duvɑrdɑ
ɑsɯlH	ɑsɯli	ɑsɯlɯ
ʃɑpkɑlArHn	ʃɑpkɑlerin	ʃɑpkɑlɑrɯn
ʃɑpkɑHn	ʃɑpkɑin	ʃɑpkɑɯn
ojunʤɑkʧHDAn	ojunʤɑkʧiden	ojunʤɑkʧɯdɑn
ɑlHp	ɑlip	ɑlɯp
jɑpmAA	jɑpmee	jɑpmɑɑ
dɑdɯsHz	dɑdɯsiz	dɑdɯsɯz
toplArHn	toplerin	toplɑrɯn
sojɑdHn	sojɑdin	sojɑdɯn
tutmAA	tutmee	tutmɑɑ
ʤɑmHn	ʤɑmin	ʤɑmɯn
soɰukDA	soɰukte	soɰuktɑ
ʤɑmlAr	ʤɑmler	ʤɑmlɑr
sɑklAnAʤAk	sɑkleneʤek	sɑklɑnɑʤɑk
kitɑplArHn	kitɑplerin	kitɑplɑrɯn
kɑzHn	kɑzin	kɑzɯn
toplAAlHm	topleelim	toplɑɑlɯm
hɑvH	hɑvi	hɑvɯ
pɑstɑH	pɑstɑi	pɑstɑɯ
gynHn	gynin	gynyn
syrHp	syrip	syryp
kɯzlAr	kɯzler	kɯzlɑr
tɑvuklArHn	tɑvuklerin	tɑvuklɑrɯn
korkAʤAk	korkeʤek	korkɑʤɑk
olmAH	olmei	olmɑɯ
gøtyrHnʤA	gøtyrinʤe	gøtyrynʤe
ɑjɯlAr	ɑjɯler	ɑjɯlɑr
kɑzɑnmAA	kɑzɑnmee	kɑzɑnmɑɑ
ɑjHn	ɑjin	ɑjɯn
kɑʧH	kɑʧi	kɑʧɯ
hɑnɯmA	hɑnɯme	hɑnɯmɑ
kirɑzHn	kirɑzin	kirɑzɯn
ɑrkɑDAki	ɑrkɑdeki	ɑrkɑdɑki
ortɑlArDA	ortɑlerde	ortɑlɑrdɑ
jolDA	jolde	joldɑ
jɑpmɑmH	jɑpmɑmi	jɑpmɑmɯ
kojmAmH	kojmemi	kojmɑmɯ
kulɑklArmH	kulɑklermi	kulɑklɑrmɯ
odɑnA	odɑne	odɑnɑ
ɑrɑbɑlArm	ɑrɑbɑlerm	ɑrɑbɑlɑrm
ɑrɑbɑlArA	ɑrɑbɑlere	ɑrɑbɑlɑrɑ
tɑbɯʃkɑnA	tɑbɯʃkɑne	tɑbɯʃkɑnɑ
uzɑkDAn	uzɑkten	uzɑktɑn
lɑmbɑH	lɑmbɑi	lɑmbɑɯ
kulɑklArH	kulɑkleri	kulɑklɑrɯ
ɑmʤɑH	ɑmʤɑi	ɑmʤɑɯ
sɑʧlArm	sɑʧlerm	sɑʧlɑrm
mikrofonA	mikrofone	mikrofonɑ
vɑpurDAn	vɑpurden	vɑpurdɑn
bɑjlArDA	bɑjlerde	bɑjlɑrdɑ
vɑpurDA	vɑpurde	vɑpurdɑ
konuʃmADAn	konuʃmeden	konuʃmɑdɑn
ɑʧmA	ɑʧme	ɑʧmɑ
kɯjmA	kɯjme	kɯjmɑ
korkHp	korkip	korkup
mɑsɑlnH	mɑsɑlni	mɑsɑlnɯ
bɑbɑHnki	bɑbɑinki	bɑbɑɯnki
tɑvɑnA	tɑvɑne	tɑvɑnɑ
kɑrgɑnH	kɑrgɑni	kɑrgɑnɯ
tɑnkHn	tɑnkin	tɑnkɯn
koltukDAn	koltukten	koltuktɑn
tɑhtɑlAr	tɑhtɑler	tɑhtɑlɑr
tɑhtɑlArHn	tɑhtɑlerin	tɑhtɑlɑrɯn
ojunʤɑklArHHn	ojunʤɑkleriin	ojunʤɑklɑrɯɯn
ortɑDAn	ortɑden	ortɑdɑn
kovɑlArH	kovɑleri	kovɑlɑrɯ
kovAn	koven	kovɑn
bɑntHn	bɑntin	bɑntɯn
ʧɑrpɑnH	ʧɑrpɑni	ʧɑrpɑnɯ
kordonHn	kordonin	kordonun
jɯrtmA	jɯrtme	jɯrtmɑ
tɑkmAm	tɑkmem	tɑkmɑm
mɑkɑrɑlArH	mɑkɑrɑleri	mɑkɑrɑlɑrɯ
mɑkɑrɑH	mɑkɑrɑi	mɑkɑrɑɯ
ɑrɑbɑHHn	ɑrɑbɑiin	ɑrɑbɑɯɯn
tulumHn	tulumin	tulumun
hɑlɑDA	hɑlɑde	hɑlɑdɑ
kuʃA	kuʃe	kuʃɑ
tɑbɑklAr	tɑbɑkler	tɑbɑklɑr
tɑbɑklArH	tɑbɑkleri	tɑbɑklɑrɯ
ɑhbɑplHk	ɑhbɑplik	ɑhbɑplɯk
orɑlArA	orɑlere	orɑlɑrɑ
tɑvʃɑnH	tɑvʃɑni	tɑvʃɑnɯ
ʧɑmɑʃɯrlAr	ʧɑmɑʃɯrler	ʧɑmɑʃɯrlɑr
kebɑpʧHA	kebɑpʧie	kebɑpʧɯɑ
domuzA	domuze	domuzɑ
bɑlɯklArHn	bɑlɯklerin	bɑlɯklɑrɯn
hɑjvɑnsHz	hɑjvɑnsiz	hɑjvɑnsɯz
okuAlHm	okuelim	okuɑlɯm
hɯrkɑlHH	hɯrkɑlii	hɯrkɑlɯɯ
ʧɯkHp	ʧɯkip	ʧɯkɯp
ɑrɑbɑmHzHn	ɑrɑbɑmizin	ɑrɑbɑmɯzɯn
mɑrkɑH	mɑrkɑi	mɑrkɑɯ
sɑʧHn	sɑʧin	sɑʧɯn
tuzlH	tuzli	tuzlu
ɑhA	ɑhe	ɑhɑ
ʧɑlmA	ʧɑlme	ʧɑlmɑ
ɑlmAAlHm	ɑlmeelim	ɑlmɑɑlɯm
ɑmʤɑnHzA	ɑmʤɑnize	ɑmʤɑnɯzɑ
silɑfonHn	silɑfonin	silɑfonun
silofonH	silofoni	silofonu
pɑbuʧlAr	pɑbuʧler	pɑbuʧlɑr
dɑvrɑnmAA	dɑvrɑnmee	dɑvrɑnmɑɑ
kɑmerɑH	kɑmerɑi	kɑmerɑɯ
kudurmA	kudurme	kudurmɑ
tɑrɑfDA	tɑrɑfte	tɑrɑftɑ
mɑmɑDA	mɑmɑde	mɑmɑdɑ
topmH	topmi	topmu
hɑvɑDAn	hɑvɑden	hɑvɑdɑn
burɑDAkilAr	burɑdekiler	burɑdɑkiler
ɑtɑlHm	ɑtɑlim	ɑtɑlɯm
burɑlArDA	burɑlerde	burɑlɑrdɑ
bɑkAH	bɑkei	bɑkɑɯ
jɑpɑjH	jɑpɑji	jɑpɑjɯ
jɑtmAn	jɑtmen	jɑtmɑn
birɑzDA	birɑzde	birɑzdɑ
bɯrɑkmADAn	bɯrɑkmeden	bɯrɑkmɑdɑn
televizjonA	televizjone	televizjonɑ
bɑʃDAn	bɑʃten	bɑʃtɑn
ʧɑrpmɑDAn	ʧɑrpmɑden	ʧɑrpmɑdɑn
ɑrɑAlHm	ɑrɑɑlim	ɑrɑɑlɯm
bozmA	bozme	bozmɑ
sɑbɯrsHz	sɑbɯrsiz	sɑbɯrsɯz
ɑjɑkkɑbɯlArHDA	ɑjɑkkɑbɯleride	ɑjɑkkɑbɯlɑrɯdɑ
mɑmɑH	mɑmɑi	mɑmɑɯ
syslH	sysli	sysly
mɑmɑmH	mɑmɑmi	mɑmɑmɯ
ʧorbɑmHzH	ʧorbɑmizi	ʧorbɑmɯzɯ
ɑjɑkkɑbɯnH	ɑjɑkkɑbɯni	ɑjɑkkɑbɯnɯ
kojAlHmDA	kojelimde	kojɑlɯmdɑ
sɑklɑAlH	sɑklɑɑli	sɑklɑɑlɯ
sɑklɑmA	sɑklɑme	sɑklɑmɑ
hɑstɑmH	hɑstɑmi	hɑstɑmɯ
sijɑhH	sijɑhi	sijɑhɯ
ɑjA	ɑje	ɑjɑ
sɑbɑhHn	sɑbɑhin	sɑbɑhɯn
bɑʃlɯklH	bɑʃlɯkli	bɑʃlɯklɯ
ruʒmH	ruʒmi	ruʒmu
okA	oke	okɑ
søzmH	søzmi	søzmy
ɑnɑhtɑrH	ɑnɑhtɑri	ɑnɑhtɑrɯ
tɑtlHm	tɑtlim	tɑtlɯm
kɑtlɑmAnA	kɑtlɑmene	kɑtlɑmɑnɑ
mɑmɑDAn	mɑmɑden	mɑmɑdɑn
